GM_Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,0.11596961775685326,0.6212112342432468,1.0385428217798314,1.056585415999807,0.46972283549131405,0.5525180555565913,0.8419374845957149,1.087462641841596,0.8438412317114323,0.4773936502749826,0.5771400682458292,1.5899000120014195,1.074248649122456,1.1094735286988862,0.5906439949117428,0.5426770762685217,1.0464320790598698,0.8041535279351675,0.8267445344076827,0.9983439128244013,1.035890272316292,0.710509300922176,0.6612894731858856,0.8639774881641913,1.024648635094914,1.011382917620264,0.6676107220620271,0.6389100391941939,0.6138230689281552,0.6401830120869392,0.5012631430017926,0.4444924118532789,0.672698979304801,0.6294837008383335,0.6199106968615414,0.5467301034404336,0.8396650560454142,0.7757058773226242,0.6816776208014291,0.5626910836309089,0.8283418382723029,0.8272029703661163,0.5933515434316347,0.5038461573469799,0.829430912933229,0.9491761571934886,1.041841485397591,1.0513880777834292,1.0067935245605735,1.0343128335087008,1.08621509297066,0.9994385778473382,1.063733225631155,0.9223547789665161,1.4915549887805148,1.3005409425369467,1.5961898019020386,1.992631427897861,2.054003268223272,1.99055958295938,0.9454497256924937,0.809699824882748
1,0.15525715556471695,0.3063083254123097,0.937541980357191,0.8452738162884771,0.38689547957673814,0.3376267069026309,0.8042128684093764,0.8532768070299726,0.8037056216721108,0.38618065424891407,0.342613142149996,2.48841533674081,0.9636539542656064,0.876112055298601,0.3477027634396888,0.33687799941399643,0.8698754655058426,0.8534761464461383,0.7647033117094346,1.0425720167666714,0.9213598799643516,0.680628807232636,0.5669863454808062,0.8395490837136572,0.9121993208292334,0.8404763095573891,0.6458175657651237,0.5502585029496054,0.5232482804982652,0.6187887929566225,0.6322303068974908,0.48405389012182704,0.6459618793209632,0.5740410042177152,0.6575174415801639,0.6615133980332154,0.7979506705780589,0.8178188055083782,0.5851527187153399,0.6781040423232745,0.8095153330919279,0.8038285101360853,0.6821945276116217,0.6211263659249279,0.7887797851213109,1.0432541662433428,0.9356909250319106,0.8890224814127964,0.9858370755773274,0.9225713202224933,0.8973553372679116,0.8640548241176154,1.0474742835363817,1.5280922506041232,1.9420433296514037,1.9348602470772152,2.5981487328451065,3.643669010030641,3.919166959703391,3.4619123001753906,1.5406690702397645,1.0583795847798365
2,0.10970448301290178,0.2913924838057355,0.4141016462280406,0.4710247135573582,0.34550071738508115,0.39150713948716703,0.40609261566039834,0.47761852769128826,0.4503771351922522,0.3465563849703946,0.4078305380082507,0.5868864949314107,0.4333554991641682,0.4895976148453086,0.418493978205303,0.43023219819542907,0.4794169147439732,0.45254336567757014,0.394010959162131,0.4391281644175053,0.4246994881632182,0.45425869929681584,0.42157397778410255,0.4260994809872493,0.41920636476790146,0.44691056478617086,0.44036969554142175,0.35600380278192006,0.39814895718992444,0.4430075411346877,0.365077456019993,0.3467529190844619,0.4351578365567038,0.3196274261926911,0.41842741654630905,0.39305718110059884,0.44345976245254637,0.4415630006400724,0.3697136523667933,0.39809659150460064,0.4109359385765445,0.4073161566741499,0.42231026243037356,0.35347747672295965,0.39764668655638735,0.4211346100737856,0.41987003936188294,0.45616185354488403,0.39120032212064887,0.4214831515593081,0.4822223566305097,0.4734982976799958,0.41722422748774807,0.3943861664310942,0.5991435161172265,0.5625560735336645,0.5442552285871496,0.3925482997218406,0.8660293870971432,0.39539734127978504,0.41165327136460145,0.40614458407640147
3,0.5372815984396054,1.0213685058171642,2.556977885305267,2.4476769117537516,1.6945781001129616,1.6248049372676499,2.257182309290438,2.51611678488666,2.406066695767424,1.6999195246360228,1.6260814186950068,3.326490867065764,2.63638033072636,2.5430955242328883,1.6424453919296267,1.5959912873057636,2.514481494321159,2.394271628978595,2.2371471387067423,2.6749934755951825,2.5313785626954064,2.1558786169867847,2.120187848779811,2.331720875450117,2.5048895899571426,2.41446092617585,2.0591557569859353,2.1446156493583377,1.952933109348851,2.0129435280046644,1.6926740779967946,1.6610396826752847,2.050639918810572,2.277957747336811,2.1789640864168462,1.7366321303203045,2.3763189766782897,2.339860207332723,2.3263895675586674,1.8115025362352775,2.2461600252700618,2.2353449988049237,2.000516225557111,1.7183436784643678,2.2206394907839253,2.6516900661310174,2.5582486480703537,2.5172449941600923,2.5699479840992887,2.5311524783935093,2.589413319920927,2.5064935168168683,2.7280334640232016,2.5836654934080063,3.041335536427782,2.936901946450104,3.3113592334697244,3.298510432506943,3.521782294024117,3.19956601193795,2.6961004993211377,2.7825315166041795
4,0.16367008723076368,0.33769475790745024,0.4514153861779611,0.4247884665829498,0.4153678462113149,0.38064729378435586,0.5712781183652473,0.40839389237070917,0.4970017088875178,0.4203369679416454,0.3770778293696474,0.9539197690257165,0.4580586055663867,0.430728749779308,0.378883116827092,0.36748285840698386,0.45515105063969596,0.5546613091633337,0.5857006091177536,0.5566017463561931,0.4307991935663741,0.5332473299853648,0.5046168831376607,0.5876385875087937,0.4271101545375476,0.38791266648152295,0.5016028587360978,0.5393787669124755,0.4604574571664533,0.4707971983099611,0.4642071348775878,0.39910686226368686,0.5050107904943926,0.6505243732045194,0.6911712267946332,0.5359159351031725,0.4858893421742145,0.5240801048320448,0.5919884310526745,0.5593093696721064,0.5633314735402204,0.5613353113391435,0.6288384198245319,0.4523239146386635,0.561905251871843,0.5244636167777267,0.44521292825780256,0.4093158423070463,0.5237525330610141,0.43392030203065785,0.4158368598057764,0.47044991928257396,0.5606182079331853,0.6741548021751183,0.8080849544117066,0.592052103199199,0.972672870908961,1.1625087180094125,1.4358455930531422,1.1398167722577088,0.7019513146603793,0.7081154970044847
5,0.3758756498609714,0.7260892157889877,1.0267265655281137,0.8661279515069619,1.1818384636574522,0.8541589280653117,0.7241420723140737,0.936828046042551,0.7373628440739373,1.1726967940985535,0.8247503605775566,1.870020698345555,1.059607235690712,0.9142353147817667,0.8217111239491199,0.6691540566450221,0.8596921826511674,0.70303252575269,0.7832308112374069,0.8976211178886024,1.0159739608147975,0.8502792410359215,0.908304227547148,0.74007529911738,1.0055539795838355,0.9156802802328654,0.8169529322386639,0.8827306996666916,0.8364049079974047,0.8243946117023494,1.1656252678852697,1.2108237991276438,0.8054262122676975,0.9956133807135594,1.1901636593292169,1.1911432029320914,0.7353028464910668,0.6945801134394105,0.9572900069790166,1.205250506777941,0.7024354154486303,0.7026823257130622,1.2002083949961562,1.2040993859915523,0.7126829123671212,0.9052459752534558,1.028054565311942,0.9729962676506221,0.9312358638170345,1.0154416888552458,0.9779200904830825,0.8320269127709451,0.9724301418574549,1.3216787665333873,1.624476532263615,1.483636587984718,1.8935110920795586,1.7467409807499303,1.3428522244965404,1.736578852377456,1.3810426815538923,1.121340034832386
6,0.2567954609024347,0.32284570422815667,0.49575581216296155,0.5235976831972234,0.5333987397841927,0.4742617213122918,0.4863348082889147,0.5327710070157355,0.49271471599025324,0.5265671576920258,0.46910205583436615,0.875943200227099,0.519299477501701,0.5438758779568833,0.4714122174426421,0.3425709407384528,0.5360245890332458,0.5053101105184592,0.4780240641424417,0.39558488857972823,0.5013920743340965,0.4521386721101066,0.4269329685756652,0.5018144088998355,0.4944399372905045,0.501380188657565,0.42880294788407197,0.4119121455910317,0.39544567632329686,0.41538386862673665,0.5624925834434993,0.533413702907878,0.42765235962761805,0.41842170715803,0.5112312778520516,0.5644506735849264,0.49050599692819175,0.4904794935293718,0.440318341317626,0.5654385512311847,0.48382414144570896,0.48170759494269594,0.5413383174549762,0.5655336344577631,0.4786834871736406,0.38517437432470375,0.5007195323937245,0.5196049876621534,0.4396872829409347,0.49906312523058904,0.5444669645311209,0.5305499578738943,0.46146594651414624,0.5035269162483179,0.7353904791375161,0.671990530775732,0.9216984080190563,0.9066096128284918,0.7843948697010343,0.909270509755568,0.5293715175685415,0.4932413993147022
7,0.38041474139453596,0.8248808133360492,2.4159407173266114,2.584928216662818,1.7439317534471568,1.3284100973381843,2.8088214533869795,2.5696581334311244,2.714026515629899,1.7241975505321392,1.3027880788320834,5.062996680451569,2.506888358598428,2.6630934047373964,1.3054689985916998,1.0160922464730535,2.7068157747469086,2.8247978611893028,2.8906958912955365,2.3453916593542576,2.4276438486998324,2.919694702282204,3.0161789682707294,2.8913403317505217,2.399525259521905,2.416817422828851,2.782109017036377,2.859925334523755,2.7222293543358282,2.748468332424477,2.5334213044771126,2.1252460660247263,2.7576149650596937,2.8439827821810004,2.963173628046261,2.727953123333273,2.666873641988241,2.7166473764998615,3.1327405946574873,2.7929378378623855,2.76556899400436,2.7576164679055273,2.8733943155124173,2.494890091491189,2.7617067225059415,2.3757551575365925,2.4310405590356092,2.4945713194461856,2.2709460760496345,2.41983500120359,2.6045637323125046,2.733971503841938,2.3855572411773984,3.2816447845502,4.404216459879432,4.168637917484828,5.068513507470153,4.943209541632827,6.613379512616389,4.774761196495001,3.0618652840198153,2.823296861653391
8,0.12628793991711387,0.7127340735683294,0.9474089213247561,0.825252576346877,0.6364903959852192,0.7858227947708246,0.8325886908352678,0.8436139389855619,0.8364495385182694,0.627155882591182,0.8334929385867476,1.5636782648913126,0.9707119838779101,0.8532473247202951,0.8607254836657268,1.123084888154748,0.857230138714782,0.8379981174531494,0.8647371672398374,1.06221624451451,0.9252331148133314,0.8662470674407494,0.9197219209997503,0.8524469675080906,0.9167827148842881,0.8344713301842124,0.838699088590325,0.888822673038256,0.8534923725544102,0.849964298447242,1.1875137161970988,1.0527576217019996,0.8263838102198259,0.9238454723360772,1.1345010798872208,1.2009954474257376,0.824420266457643,0.8177509519682367,0.9514841949251538,1.213626386181903,0.8161307046536609,0.815275211951949,1.1860899627795627,1.2139155789292777,0.8204474150201861,1.084584225717586,0.943170013947127,0.8839184240138998,0.990671404130384,0.9280838811155944,0.88945470004257,0.8609356113322476,1.053456670518154,1.7865456776185877,1.523208721491418,1.4732024983602805,1.5543096362138087,2.149656818224892,1.8450428009484676,2.0822735227311537,1.9543868139612521,1.5723637183307506
9,0.27063184695020853,0.5352778266864922,1.568164765518095,1.5090188518064442,1.9721004199722252,1.3211093726577023,1.8060927107637246,1.492049117997871,1.6083429682960284,1.9618793068845548,1.2529156538745838,2.523222038220742,1.599931845890349,1.5478486065689192,1.2374598075939771,0.85007052787298,1.5789347971830272,1.7305797427703904,1.912760732526348,1.7890989954307701,1.5257321688959173,2.0300858529916224,2.152500481818737,1.8404037116375882,1.51307255829502,1.4063086404406149,1.959476018646552,2.0848332919123465,1.9908865264671567,1.9718428375950006,2.189887354962835,2.0704189161215094,1.935851661100807,2.116418519207809,2.2830397896327277,2.2527508665289564,1.5780214857122905,1.6536195096750563,2.2345240755140634,2.2797457092522295,1.7662641670302446,1.765965202733445,2.2762227676321958,2.2057681065356176,1.7826920094506644,1.7883319638498494,1.5579264533618846,1.4451591830523496,1.669139633109461,1.5315821100231508,1.5075089264058312,1.5984732086489644,1.775247877633978,1.8108625380966397,2.235529004549784,2.0646729473868786,2.5868108083575496,3.0106658793388825,3.739085208475488,2.912714644313274,1.8857331345144819,1.8705754669404635
