Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, eta1, kappa_k, kappa, sig, lam, mup, sigp, rsmax, n, alpha, alpha1, alpha2, betam1, gamma, eta1.median, kappa_k.median, kappa.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, n.median, alpha.median, alpha1.median, alpha2.median, betam1.median, gamma.median, eta1.q5, kappa_k.q5, kappa.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, n.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, gamma.q5, eta1.q95, kappa_k.q95, kappa.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, n.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, gamma.q95, eta1.var, kappa_k.var, kappa.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, n.var, alpha.var, alpha1.var, alpha2.var, betam1.var, gamma.var, eta1.q5_w_mnoise, kappa_k.q5_w_mnoise, kappa.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, n.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, gamma.q5_w_mnoise, eta1.q95_w_mnoise, kappa_k.q95_w_mnoise, kappa.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, n.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, gamma.q95_w_mnoise, eta1.var_w_mnoise, kappa_k.var_w_mnoise, kappa.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, n.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, gamma.var_w_mnoise
28, 6.58, 0.15255, 0.03744, 0.41875, 1.4749, 0.34159, 1.9194, 0.22345, 0.9935, 0.54501, 0.57923, 4.6508, 3.615, 0.74229, 1.5107, 0.02023, 1.579, 1.8046, 0.00891, 0.90143, 1.3461, 0.84406, 0.9872, 0.5622, 0.54499, 3.5303, 4.0131, 0.6014, 1.6823, 0.0080618, 4.2981, 0.80079, 0.0081597, 0.84133, 1.346, 0.4458, 0.97076, 0.56217, 0.54488, 3.5298, 4.0125, 0.60128, 0.25575, 0.0041786, 3.8002, 0.61623, 0.0055807, 0.70472, 1.3461, 1.2423, 1.0036, 0.56223, 0.54509, 3.5308, 4.0138, 0.60153, 3.1088, 0.011945, 4.7959, 0.98535, 0.010739, 0.97795, 9.718e-10, 0.058623, 9.9914e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.75217, 5.5736e-06, 0.091616, 0.01259, 2.4584e-06, 0.0068984, 0.33672, 0.40682, 0.93918, 0.26095, 0.26295, -0.45473, 0.17484, 0.15527, -0.88831, -0.0020719, 1.2544, -0.27729, 0.0031589, 0.58876, 2.3554, 1.2813, 1.0352, 0.86345, 0.82702, 7.5154, 7.8514, 1.0475, 4.2529, 0.018196, 7.3417, 1.8789, 0.013161, 1.0939, 0.37655, 0.070662, 0.00085246, 0.033543, 0.0294, 5.8696, 5.4453, 0.073564, 2.4424, 3.7956e-05, 3.424, 0.42958, 9.2435e-06, 0.023579
29, 3, 0.19901, 0.07594, 0.1, 1.5278, 0.42467, 0.76938, 0.97434, 0.99994, 0.47404, 0.73605, 9.1521, 5.0758, 0.9761, 1.2692, 0.0034, 7.1755, 1.1196, 0.00151, 0.2285, 1.3507, 1.0162, 1.001, 0.42173, 0.51379, 4.3292, 4.8505, 0.69124, 2.6635, 0.0047139, 3.8335, 0.80641, 0.0025719, 0.25209, 1.3507, 0.88529, 0.9897, 0.42171, 0.51368, 4.3287, 4.8498, 0.69111, 1.2177, 0.0023233, 3.3286, 0.63978, 0.00075942, 0.15195, 1.3508, 1.147, 1.0123, 0.42176, 0.51389, 4.3297, 4.8512, 0.69136, 4.1094, 0.0071044, 4.3384, 0.97303, 0.0043845, 0.35223, 9.718e-10, 0.0063311, 4.7217e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.77264, 2.1122e-06, 0.094238, 0.010262, 1.2143e-06, 0.0037065, 0.22849, 0.81272, 0.95333, 0.12048, -0.096826, -0.96995, 1.477, 0.43464, -2.8128, -0.0054725, -1.7255, -0.86471, -0.0021982, -0.15016, 2.4729, 1.2196, 1.0487, 0.72298, 1.1244, 9.6284, 8.224, 0.94784, 8.1398, 0.0149, 9.3925, 2.4775, 0.0073421, 0.65433, 0.46548, 0.015299, 0.0008399, 0.033543, 0.13781, 10.379, 4.2064, 0.024337, 11.085, 3.8352e-05, 11.422, 1.0322, 8.4102e-06, 0.059803
30, 4.56, 0.08105, 0.04323, 0.2, 2.0833, 0.37977, 1.9077, 1.0372, 1.0121, 0.33598, 0.56834, 8.6523, 1.2571, 0.62042, 3.8474, 4e-05, 1.2169, 0.8561, 0.01565, 0.53217, 1.37, 1.0308, 0.99854, 0.48993, 0.51497, 4.0868, 5.0478, 0.65339, 3.9135, -0.00044945, 3.4672, 0.79333, 0.0088519, 0.53625, 1.3699, 0.85108, 0.98491, 0.48991, 0.51487, 4.0863, 5.0471, 0.65327, 2.6042, -0.0026246, 3.0181, 0.61386, 0.0067601, 0.4169, 1.37, 1.2106, 1.0122, 0.48996, 0.51508, 4.0873, 5.0485, 0.65352, 5.2227, 0.0017257, 3.9162, 0.9728, 0.010944, 0.6556, 9.718e-10, 0.011943, 6.8715e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.63359, 1.7487e-06, 0.074536, 0.011905, 1.6172e-06, 0.0052648, 0.63611, 0.73166, 0.95589, 0.18868, 0.17787, 1.3026, -3.2381, 0.1106, 2.4783, -0.0039215, 1.0732, -0.016983, 0.0057469, 0.22429, 2.1039, 1.33, 1.0412, 0.79118, 0.85208, 6.871, 13.334, 1.1962, 5.3486, 0.0030226, 5.8612, 1.6036, 0.011957, 0.84821, 0.19906, 0.033082, 0.0006726, 0.033543, 0.042003, 2.8651, 25.376, 0.1089, 0.76127, 4.4558e-06, 2.1183, 0.24269, 3.5635e-06, 0.03597
31, 3.0049, 0.1684, 0.07188, 0.2108, 1.3368, 0.50631, 0.93366, 1.0494, 1.0424, 0.77899, 0.10474, 1.6443, 3.7426, 0.93819, 6.992, 0.00901, 8.2318, 0.37722, 0.00571, 0.16043, 1.3002, 1.0024, 0.98982, 0.48215, 0.49092, 4.1345, 4.6999, 0.66486, 2.4265, 0.0043783, 2.8672, 0.76187, 0.0030775, 0.36388, 1.3002, 0.91422, 0.97896, 0.48212, 0.49081, 4.134, 4.6992, 0.66474, 1.1533, 0.002322, 2.4891, 0.58493, 0.0015548, 0.25228, 1.3003, 1.0906, 1.0007, 0.48217, 0.49102, 4.135, 4.7006, 0.66499, 3.6996, 0.0064345, 3.2454, 0.93881, 0.0046002, 0.47549, 9.718e-10, 0.0028753, 4.3588e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.59907, 1.5627e-06, 0.052851, 0.011572, 8.5699e-07, 0.0046038, 0.2221, 0.79576, 0.95644, 0.1809, -0.036223, -0.14537, 0.97833, 0.4143, -2.6526, -0.0039769, 0.65212, -0.16496, -0.0016002, 0.056159, 2.3784, 1.2091, 1.0232, 0.7834, 1.0181, 8.4144, 8.4215, 0.91543, 7.5055, 0.012733, 5.0823, 1.6887, 0.0077551, 0.67161, 0.42963, 0.015786, 0.00041183, 0.033543, 0.10271, 6.7703, 5.1192, 0.023205, 9.5348, 2.5802e-05, 1.8136, 0.3175, 8.0873e-06, 0.035
32, 4, 0.18328, 0.06227, 0.7, 1.6042, 0.48987, 1.953, 1.0468, 0.96109, 0.75555, 0.59913, 6.6105, 9.693, 0.70147, 1.961, 0.00989, 3.4786, 0.27912, 0.01466, 0.98907, 1.2092, 0.84984, 0.98389, 0.65338, 0.45813, 3.6948, 4.7786, 0.6043, 2.0581, 0.0056653, 4.9793, 0.70189, 0.0091941, 0.87166, 1.2092, 0.50146, 0.96465, 0.65335, 0.45803, 3.6943, 4.7779, 0.60418, 0.37237, 0.0017813, 4.3578, 0.50664, 0.0066415, 0.73041, 1.2093, 1.1982, 1.0031, 0.65341, 0.45823, 3.6953, 4.7793, 0.60442, 3.7439, 0.0095493, 5.6007, 0.89714, 0.011747, 1.0129, 9.718e-10, 0.044861, 0.00013683, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.0504, 5.5757e-06, 0.14273, 0.014091, 2.4083e-06, 0.0073746, 0.23418, 0.45738, 0.92274, 0.35213, 0.172, -0.29313, 1.0992, 0.17705, -0.57024, -0.0019936, 1.5834, -0.27591, 0.0053119, 0.63279, 2.1842, 1.2423, 1.045, 0.95463, 0.74425, 7.6828, 8.4579, 1.0315, 4.6865, 0.013324, 8.3751, 1.6797, 0.013076, 1.1105, 0.35139, 0.05693, 0.0013823, 0.033543, 0.030259, 5.8782, 5.0037, 0.067469, 2.5534, 2.1681e-05, 4.2623, 0.35338, 5.5705e-06, 0.02109
33, 3, 0.37842, 0.12808, 0.21077, 0.48387, 0.37332, 1.2621, 0.22193, 0.91663, 0.40342, 0.5193, 1.6157, 1.5025, 0.80662, 1.5504, 0.02125, 6.2027, 0.10848, 0.02283, 0.49664, 1.3198, 0.40142, 0.96186, 0.42826, 0.52108, 4.1471, 3.6108, 0.71574, 2.8463, 0.006304, 3.5004, 0.70745, 0.0019418, 0.46532, 1.3198, 0.20105, 0.94586, 0.42823, 0.52098, 4.1466, 3.6101, 0.71562, 1.3002, 0.0024981, 3.0451, 0.52374, -0.0006973, 0.32722, 1.3199, 0.60179, 0.97785, 0.42828, 0.52119, 4.1475, 3.6115, 0.71587, 4.3925, 0.01011, 3.9556, 0.89116, 0.004581, 0.60342, 9.718e-10, 0.01484, 9.4539e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.88354, 5.3538e-06, 0.076602, 0.012474, 2.5744e-06, 0.0070492, 1.2299, 0.14409, 0.90598, 0.12701, 0.063213, -0.30104, -1.1375, 0.3746, -0.3135, -0.0030536, 1.2342, -0.20629, -0.0032245, 0.022056, 1.4098, 0.65875, 1.0177, 0.72951, 0.97895, 8.5952, 8.3591, 1.0569, 6.0062, 0.015662, 5.7665, 1.6212, 0.0071082, 0.90858, 0.002989, 0.024476, 0.0011539, 0.033543, 0.077487, 7.313, 8.3334, 0.043014, 3.6904, 3.2365e-05, 1.8981, 0.3086, 9.8652e-06, 0.072621
34, 4, 0.17018, 0.08639, 0.7, 1.3333, 0.3995, 1.8365, 1.0038, 0.98414, 0.60494, 0.84259, 2.5862, 7.7344, 0.39224, 1.8391, 0.00731, 4.3274, 0.07396, 0.01173, 0.99464, 1.2077, 0.95071, 0.98258, 0.67055, 0.44539, 3.7983, 4.557, 0.63108, 2.2157, 0.0066921, 4.543, 0.76241, 0.01036, 0.87002, 1.2076, 0.67906, 0.96366, 0.67052, 0.44529, 3.7978, 4.5563, 0.63096, 0.56669, 0.0028928, 3.9232, 0.56478, 0.0076432, 0.74059, 1.2077, 1.2224, 1.0015, 0.67057, 0.4455, 3.7988, 4.5576, 0.63121, 3.8647, 0.010491, 5.1628, 0.96004, 0.013077, 0.99944, 9.718e-10, 0.027275, 0.00013228, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.005, 5.3353e-06, 0.14199, 0.014436, 2.7281e-06, 0.0061911, 0.33107, 0.62455, 0.92038, 0.3693, 0.16355, -0.18174, 0.79709, 0.1588, -0.3725, -0.0010428, 1.1469, 0.03455, 0.0063709, 0.5233, 2.0843, 1.2769, 1.0448, 0.9718, 0.72724, 7.7784, 8.3168, 1.1034, 4.8038, 0.014427, 7.9391, 1.4903, 0.014349, 1.2167, 0.28403, 0.039319, 0.0014296, 0.033543, 0.02936, 5.855, 5.225, 0.082442, 2.4759, 2.2113e-05, 4.2628, 0.19581, 5.8817e-06, 0.044431
35, 3, 0.21736, 0.06894, 0.10552, 1.5151, 0.47661, 1.9818, 0.96355, 0.98806, 0.57047, 0.87097, 5.1022, 2.6064, 0.49893, 3.3069, 0.00321, 1.2668, 0.33692, 0.0024, 0.41263, 1.3462, 0.91743, 0.99878, 0.41569, 0.51939, 4.2393, 4.7866, 0.67893, 2.9087, 0.0063594, 4.0001, 0.78179, 0.0031133, 0.23358, 1.3462, 0.77543, 0.98773, 0.41566, 0.51929, 4.2388, 4.786, 0.6788, 1.3893, 0.003916, 3.5015, 0.61632, 0.0011635, 0.14156, 1.3463, 1.0594, 1.0098, 0.41571, 0.5195, 4.2398, 4.7873, 0.67905, 4.4282, 0.0088029, 4.4988, 0.94726, 0.0050631, 0.3256, 9.718e-10, 0.0074522, 4.5141e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.85337, 2.2067e-06, 0.091911, 0.01012, 1.4052e-06, 0.0031298, 0.37732, 0.67241, 0.95145, 0.11444, -0.066075, -0.88392, 1.5752, 0.42582, -2.5871, -0.0028875, -1.4134, -0.92678, -0.001719, -0.099975, 2.3152, 1.1624, 1.0461, 0.71694, 1.1049, 9.3625, 7.9981, 0.93204, 8.4046, 0.015606, 9.4136, 2.4904, 0.0079455, 0.56714, 0.34699, 0.022188, 0.00082801, 0.033543, 0.12669, 9.7013, 3.812, 0.023679, 11.164, 3.1604e-05, 10.832, 1.079, 8.6306e-06, 0.041123
36, 3.0049, 0.16268, 0.06944, 0.10201, 1.3368, 0.42998, 1.0644, 1.0493, 0.99626, 0.2035, 0.35786, 0.25709, 7.5932, 0.64792, 3.318, 0.00415, 0.83995, 1.5868, 0.00184, 0.15245, 1.3265, 0.99394, 1.0006, 0.44087, 0.50856, 4.3768, 4.9692, 0.67851, 2.5909, 0.0043182, 3.5737, 0.8014, 0.0029498, 0.26317, 1.3264, 0.90643, 0.98925, 0.44085, 0.50845, 4.3763, 4.9685, 0.67838, 1.3007, 0.0020911, 3.0727, 0.63523, 0.0014409, 0.16467, 1.3265, 1.0815, 1.012, 0.4409, 0.50866, 4.3773, 4.9698, 0.67863, 3.881, 0.0065453, 4.0747, 0.96758, 0.0044587, 0.36167, 9.718e-10, 0.0028308, 4.7792e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.61523, 1.8332e-06, 0.092778, 0.010206, 8.4151e-07, 0.0035859, 0.2212, 0.82814, 0.94636, 0.13962, -0.098474, -0.90522, 1.2623, 0.4896, -2.3575, -0.0062811, -1.9585, -0.21035, -0.0017146, -0.13388, 2.4317, 1.1597, 1.0549, 0.74212, 1.1156, 9.6589, 8.6761, 0.86741, 7.5392, 0.014917, 9.1059, 1.8132, 0.0076143, 0.66022, 0.45152, 0.010161, 0.0010886, 0.033543, 0.1362, 10.312, 5.0789, 0.01319, 9.0503, 4.1524e-05, 11.312, 0.37835, 8.0417e-06, 0.058268
37, 4, 0.18588, 0.05414, 0.12047, 0.82812, 0.33729, 0.54763, 0.15597, 1.0424, 0.23514, 0.77288, 2.8295, 0.51231, 0.70773, 1.9038, 0.03268, 4.9245, 0.56752, 0.0174, 0.30857, 1.3118, 0.23049, 0.98536, 0.44754, 0.5442, 4.4074, 4.9223, 0.64743, 2.1624, 0.01039, 3.6482, 0.69848, 0.0046455, 0.44389, 1.3117, 0.03374, 0.97079, 0.44751, 0.5441, 4.4069, 4.9217, 0.64731, 1.1465, 0.0080657, 3.149, 0.52712, 0.0025052, 0.32238, 1.3118, 0.42724, 0.99992, 0.44757, 0.54431, 4.4079, 4.923, 0.64755, 3.1784, 0.012715, 4.1474, 0.86985, 0.0067858, 0.56539, 9.718e-10, 0.014308, 7.8391e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.38149, 1.9975e-06, 0.092119, 0.010854, 1.6932e-06, 0.0054569, 0.63419, -0.015048, 0.9092, 0.14629, 0.26996, 0.6349, 1.1053, 0.36193, -0.10218, 0.0030994, -1.2595, -0.066461, 0.0010273, 0.055345, 1.9893, 0.47603, 1.0615, 0.74879, 0.81845, 8.1799, 8.7394, 0.93293, 4.427, 0.017682, 8.5559, 1.4634, 0.0082637, 0.83243, 0.16969, 0.022283, 0.0021438, 0.033543, 0.027798, 5.2603, 5.3853, 0.030128, 1.8955, 1.9648e-05, 8.9024, 0.21627, 4.8387e-06, 0.055798
38, 3.5, 0.40032, 0.10048, 0.10653, 1.4286, 0.52516, 1.2594, 0.95877, 0.95151, 0.18515, 0.65808, 3.7613, 6.6158, 0.07564, 1.2745, 0.00352, 1.28, 0.09658, 0.00013, 0.2203, 1.4146, 1.0084, 0.98647, 0.35366, 0.55136, 3.7474, 3.3826, 0.70734, 2.6802, 0.0043345, 4.8155, 0.67738, 0.0013739, 0.2236, 1.4145, 0.89248, 0.97466, 0.35364, 0.55126, 3.7469, 3.3819, 0.70721, 1.5669, 0.001722, 4.3137, 0.50585, -0.0002913, 0.12918, 1.4146, 1.1244, 0.99829, 0.35369, 0.55146, 3.7479, 3.3833, 0.70746, 3.7936, 0.006947, 5.3174, 0.8489, 0.0030391, 0.31801, 9.718e-10, 0.0049697, 5.161e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.45812, 2.5226e-06, 0.093078, 0.010874, 1.0249e-06, 0.0032947, 1.214, 0.69179, 0.93208, 0.052414, 0.24091, -0.35539, -0.89912, 0.48634, 0.16425, -0.0043041, -0.42007, -0.65416, -0.0024913, 0.016514, 1.6151, 1.3251, 1.0409, 0.65491, 0.86181, 7.8502, 7.6643, 0.92834, 5.1962, 0.012973, 10.051, 2.0089, 0.0052391, 0.43068, 0.014866, 0.037058, 0.0010936, 0.033543, 0.035623, 6.2217, 6.7762, 0.018052, 2.3397, 2.7582e-05, 10.132, 0.65531, 5.522e-06, 0.01585
39, 3.5, 0.39288, 0.09861, 0.20911, 1.4286, 0.56068, 0.93851, 1.01, 1.023, 0.82614, 0.38019, 0.79746, 3.9426, 0.13887, 3.6557, 0.00782, 1.3472, 0.12588, 0.00252, 0.24777, 1.3835, 0.99009, 0.97532, 0.39576, 0.53638, 3.6332, 3.3767, 0.69192, 3.0798, 0.0039273, 4.3427, 0.67297, 0.0019394, 0.41415, 1.3834, 0.86023, 0.96386, 0.39573, 0.53628, 3.6327, 3.3761, 0.6918, 1.8296, 0.0016719, 3.9584, 0.49608, 0.0004593, 0.29874, 1.3835, 1.1199, 0.98678, 0.39579, 0.53649, 3.6336, 3.3774, 0.69204, 4.33, 0.0061827, 4.727, 0.84985, 0.0034196, 0.52957, 9.718e-10, 0.0062326, 4.8538e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.57766, 1.8802e-06, 0.054592, 0.011565, 8.0975e-07, 0.0049234, 1.1913, 0.77904, 0.93691, 0.09451, 0.23107, -0.40178, -0.93685, 0.4098, 0.49291, -0.0046681, 2.0795, -0.58945, -0.0018514, 0.22911, 1.5757, 1.2011, 1.0137, 0.69701, 0.84169, 7.6681, 7.6903, 0.97404, 5.6667, 0.012523, 6.6059, 1.9354, 0.0057303, 0.5992, 0.013654, 0.016463, 0.00054525, 0.033543, 0.034453, 6.0175, 6.8773, 0.029418, 2.4735, 2.7307e-05, 1.8932, 0.58905, 5.3116e-06, 0.012656
40, 3.0022, 0.21409, 0.08002, 0.31039, 1.7895, 0.54525, 0.9321, 0.95156, 0.96941, 0.59265, 0.52171, 3.4584, 4.0626, 0.94563, 8.0031, 0.0001, 3.7913, 0.99856, 0.00074, 0.4462, 1.3171, 0.864, 0.99865, 0.49232, 0.48201, 3.9053, 4.4966, 0.67232, 2.7881, 0.0034692, 2.9211, 0.78603, 0.0025646, 0.47328, 1.3171, 0.60512, 0.98465, 0.49229, 0.48191, 3.9048, 4.4959, 0.67219, 0.97544, 0.00065305, 2.5598, 0.59733, 0.00029267, 0.32889, 1.3172, 1.1229, 1.0126, 0.49234, 0.48212, 3.9058, 4.4973, 0.67244, 4.6008, 0.0062853, 3.2823, 0.97474, 0.0048366, 0.61768, 9.718e-10, 0.024771, 7.2379e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.2145, 2.9312e-06, 0.048237, 0.013162, 1.9079e-06, 0.0077066, 0.29897, 0.57713, 0.96759, 0.19107, 0.029713, 0.17769, 0.92073, 0.18175, -2.8359, -0.0046335, 1.7282, -0.168, -0.002396, 0.20266, 2.3353, 1.1509, 1.0297, 0.79357, 0.93432, 7.6329, 8.0724, 1.1629, 8.4122, 0.011572, 4.114, 1.7401, 0.0075253, 0.74391, 0.38315, 0.030417, 0.00035654, 0.033543, 0.075614, 5.1358, 4.7261, 0.088949, 11.691, 2.4266e-05, 0.52596, 0.33641, 9.0954e-06, 0.02707
41, 4.7, 0.41303, 0.08776, 0.4617, 1.9192, 0.52352, 1.5996, 0.97483, 0.99893, 0.624, 0.48486, 7.3705, 4.5515, 0.93898, 1.4367, 0.00051, 9.319, 1.373, 0.00176, 0.77607, 1.3816, 0.91647, 0.97526, 0.47004, 0.53683, 3.2643, 3.2744, 0.66158, 2.1342, 0.0052045, 5.876, 0.84453, 0.0026991, 0.76027, 1.3816, 0.76456, 0.95804, 0.47001, 0.53673, 3.2638, 3.2737, 0.66146, 0.51196, 0.0019952, 5.3259, 0.65706, 0.00014052, 0.67029, 1.3817, 1.0684, 0.99247, 0.47006, 0.53694, 3.2648, 3.2751, 0.6617, 3.7564, 0.0084139, 6.4261, 1.032, 0.0052577, 0.85025, 9.718e-10, 0.00853, 0.00010953, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.97268, 3.807e-06, 0.11184, 0.012991, 2.4196e-06, 0.0029925, 0.97985, 0.67789, 0.92347, 0.16879, 0.20503, -0.81523, -0.70524, 0.17099, -0.9323, -0.00059883, 2.4361, 0.041263, -0.00078621, 0.62559, 1.7834, 1.1551, 1.027, 0.77129, 0.86863, 7.3438, 7.254, 1.1522, 5.2007, 0.011008, 9.3159, 1.6478, 0.0061845, 0.89495, 0.059666, 0.021038, 0.0009912, 0.033543, 0.040691, 6.1513, 5.8537, 0.088958, 3.4756, 1.2448e-05, 4.3735, 0.23849, 4.4899e-06, 0.0067042
42, 6.5574, 0.11795, 0.07931, 0.39409, 0.88496, 0.2519, 1.4407, 0.9869, 1.0063, 0.67906, 0.23398, 3.3322, 0.9412, 0.77046, 5.913, 0.00693, 6.935, 0.4941, 0.00398, 0.69094, 1.3413, 0.92844, 0.98337, 0.59251, 0.51842, 3.5799, 3.3461, 0.6436, 3.4259, 0.0063103, 3.015, 0.93217, 0.0062596, 0.8707, 1.3412, 0.83453, 0.96772, 0.59248, 0.51831, 3.5794, 3.3455, 0.64348, 2.3418, 0.0032258, 2.5363, 0.74975, 0.0045065, 0.75514, 1.3413, 1.0223, 0.99903, 0.59253, 0.51852, 3.5804, 3.3468, 0.64372, 4.5099, 0.0093948, 3.4937, 1.1146, 0.0080127, 0.98626, 9.718e-10, 0.0032591, 9.0561e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.43435, 3.5165e-06, 0.084703, 0.0123, 1.136e-06, 0.0049359, 0.64891, 0.71976, 0.9388, 0.29126, 0.23638, -0.40517, 0.52756, 0.32184, 1.0284, -0.0035457, 0.27589, 0.058458, 0.0016334, 0.57124, 2.0337, 1.1371, 1.0279, 0.89376, 0.80045, 7.5649, 6.1647, 0.96536, 5.8234, 0.016166, 5.7542, 1.8059, 0.010886, 1.1702, 0.17719, 0.016094, 0.00073424, 0.033543, 0.0294, 5.8696, 2.9364, 0.038266, 2.1246, 3.5904e-05, 2.7732, 0.28215, 7.9103e-06, 0.033145
43, 4.6981, 0.13859, 0.04387, 0, 0.84667, 0.19799, 0.91883, 0.80622, 0.92116, 0.61894, 0.39362, 2.8903, 9.0934, 0.95328, 4.5509, 0.00069, 1.0802, 1.396, 0.00064, 0.4621, 1.3538, 0.28786, 0.98023, 0.41754, 0.57097, 4.6439, 5.1944, 0.65493, 2.6667, 0.0074562, 3.4133, 0.73582, 0.0045229, 0.33068, 1.3537, 0.18117, 0.96258, 0.41752, 0.57087, 4.6435, 5.1937, 0.65481, 1.6776, 0.0048016, 2.8172, 0.54472, 0.0030001, 0.19181, 1.3538, 0.39456, 0.99788, 0.41757, 0.57107, 4.6444, 5.1951, 0.65506, 3.6558, 0.010111, 4.0095, 0.92693, 0.0060458, 0.46954, 9.718e-10, 0.0042076, 0.00011511, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.36161, 2.6048e-06, 0.13136, 0.013499, 8.5713e-07, 0.0071271, 0.58565, 0.063261, 0.91117, 0.11629, 0.36835, 1.4009, 1.9966, 0.36232, 1.3026, -0.0014438, -1.5083, -0.07697, 0.001726, -0.1158, 2.1219, 0.51246, 1.0493, 0.71879, 0.77359, 7.887, 8.3922, 0.94754, 4.0308, 0.016356, 8.335, 1.5486, 0.0073199, 0.77716, 0.21808, 0.018645, 0.0017628, 0.033543, 0.015175, 3.8873, 3.7797, 0.031647, 0.68775, 2.9277e-05, 8.9529, 0.24418, 2.8914e-06, 0.07368
44, 4.4984, 0.27827, 0.05739, 0.09264, 0.79167, 0.36082, 1.2819, 0.17696, 0.94389, 0.58472, 0.71402, 8.506, 7.7517, 0.3153, 1.7527, 0.0421, 9.63, 0.25946, 0.01142, 0.37744, 1.3529, 0.22467, 0.97821, 0.40249, 0.57549, 4.1692, 4.3176, 0.64937, 1.8473, 0.0095467, 4.1616, 0.66758, 0.0031166, 0.50115, 1.3529, -0.019954, 0.96334, 0.40246, 0.57538, 4.1688, 4.3169, 0.64924, 0.66985, 0.0073101, 3.6416, 0.50131, 0.0013694, 0.4033, 1.353, 0.4693, 0.99309, 0.40251, 0.57559, 4.1697, 4.3183, 0.64949, 3.0247, 0.011783, 4.6816, 0.83384, 0.0048639, 0.599, 9.718e-10, 0.022119, 8.1792e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.51239, 1.8489e-06, 0.099945, 0.010218, 1.1284e-06, 0.0035392, 1.2076, -0.51121, 0.87716, 0.10124, 0.33088, 1.4302, -0.52024, 0.34319, -0.88663, 0.0056414, -1.4903, -0.0386, 0.0002223, 0.19926, 1.4983, 0.96056, 1.0793, 0.70373, 0.8201, 6.9083, 9.1554, 0.95554, 4.5812, 0.013452, 9.8135, 1.3738, 0.0060109, 0.80304, 0.0078114, 0.20015, 0.0037746, 0.033543, 0.022115, 2.7729, 8.6506, 0.034648, 2.7625, 5.6371e-06, 11.807, 0.18432, 3.0963e-06, 0.033685
