Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, eta1, kappa_k, kappa, sig, lam, mup, sigp, rsmax, n, alpha, alpha1, alpha2, betam1, gamma, eta1.median, kappa_k.median, kappa.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, n.median, alpha.median, alpha1.median, alpha2.median, betam1.median, gamma.median, eta1.q5, kappa_k.q5, kappa.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, n.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, gamma.q5, eta1.q95, kappa_k.q95, kappa.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, n.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, gamma.q95, eta1.var, kappa_k.var, kappa.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, n.var, alpha.var, alpha1.var, alpha2.var, betam1.var, gamma.var, eta1.q5_w_mnoise, kappa_k.q5_w_mnoise, kappa.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, n.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, gamma.q5_w_mnoise, eta1.q95_w_mnoise, kappa_k.q95_w_mnoise, kappa.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, n.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, gamma.q95_w_mnoise, eta1.var_w_mnoise, kappa_k.var_w_mnoise, kappa.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, n.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, gamma.var_w_mnoise
11, 2.25, 0.40365, 0.10725, 0.1045, 1.5132, 0.69031, 1.5996, 1.0209, 1.009, 0.05036, 0.27398, 7.0874, 2.7956, 0.59107, 2.3098, 0.0093, 2.0766, 1.4663, 0.00436, 0.36536, 1.385, 1.0748, 0.98588, 0.35114, 0.5198, 3.6927, 3.4041, 0.71253, 2.1164, 0.0050537, 4.6655, 0.78206, 0.0011367, 0.30418, 1.3849, 0.76597, 0.97376, 0.35112, 0.51969, 3.6922, 3.4035, 0.71241, 0.68448, 0.0014797, 4.1546, 0.60909, -0.001455, 0.22244, 1.385, 1.3837, 0.998, 0.35117, 0.5199, 3.6932, 3.4048, 0.71266, 3.5484, 0.0086277, 5.1765, 0.95503, 0.0037283, 0.38592, 9.718e-10, 0.03526, 5.4298e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.7579, 4.7212e-06, 0.096498, 0.011058, 2.4825e-06, 0.0024693, 1.148, 0.653, 0.93519, 0.049893, 0.21685, 0.45184, -0.80528, 0.45766, -0.12069, -0.015811, -0.53332, -0.7676, -0.011575, 0.13081, 1.622, 1.4967, 1.0366, 0.65239, 0.82275, 6.9336, 7.6135, 0.96741, 4.3536, 0.025919, 9.8644, 2.3317, 0.013848, 0.47755, 0.020757, 0.065773, 0.00094941, 0.033543, 0.033923, 3.8821, 6.5492, 0.02401, 1.8498, 0.00016091, 9.9899, 0.8876, 5.9724e-05, 0.01111
12, 4.56, 0.32421, 0.04323, 0.2, 2.0833, 0.76092, 0.86139, 1.0004, 0.95585, 0.60391, 0.77253, 8.8484, 2.1976, 0.67895, 9.9996, 0.00543, 2.7191, 0.01672, 0.00219, 0.56113, 1.4156, 1.0365, 0.98143, 0.39759, 0.5555, 3.1133, 3.3203, 0.62887, 3.7804, 0.0071203, 4.7177, 0.74052, 0.0020527, 0.47706, 1.4156, 0.96184, 0.96784, 0.39757, 0.55539, 3.1128, 3.3196, 0.62875, 2.5226, 0.0033934, 4.2799, 0.55627, -6.1327e-05, 0.34754, 1.4157, 1.1111, 0.99501, 0.39762, 0.5556, 3.1138, 3.321, 0.629, 5.0382, 0.010847, 5.1555, 0.92478, 0.0041667, 0.60659, 9.718e-10, 0.0020594, 6.8177e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.58471, 5.1338e-06, 0.070843, 0.012548, 1.6518e-06, 0.0062011, 0.82106, 0.85086, 0.94406, 0.096343, 0.45051, -2.0787, -0.24953, 0.082472, 0.6954, -0.0055592, 2.2991, 0.15016, -0.0010838, 0.34679, 2.0102, 1.2221, 1.0188, 0.69884, 0.66049, 8.3053, 6.8901, 1.1753, 6.8654, 0.0198, 7.1364, 1.3309, 0.0051892, 0.60734, 0.13067, 0.012736, 0.00051601, 0.033543, 0.0040742, 9.9635, 4.7102, 0.11035, 3.5177, 5.9422e-05, 2.1622, 0.12882, 3.6361e-06, 0.0062729
13, 4.6981, 0.15917, 0.04547, 0, 0.89123, 0.21796, 1.3563, 0.18037, 0.99496, 0.27706, 0.64552, 3.9033, 8.2596, 0.72121, 1.4291, 0.02037, 1.663, 0.70028, 0.01023, 0.21072, 1.3617, 0.41416, 0.97365, 0.40875, 0.57397, 4.578, 5.0697, 0.65659, 4.1118, 0.008047, 3.5356, 0.76564, 0.0034776, 0.35451, 1.3617, 0.30585, 0.95623, 0.40872, 0.57387, 4.5775, 5.069, 0.65646, 3.1529, 0.0055961, 2.9407, 0.57503, 0.0019625, 0.21559, 1.3618, 0.52248, 0.99106, 0.40877, 0.57408, 4.5785, 5.0704, 0.65671, 5.0706, 0.010498, 4.1304, 0.95625, 0.0049927, 0.49343, 9.718e-10, 0.0043362, 0.00011207, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.33981, 2.2203e-06, 0.13079, 0.013428, 8.4845e-07, 0.0071331, 0.55909, 0.18577, 0.90371, 0.1075, 0.37449, 1.3566, 1.5937, 0.3798, 2.6798, -0.00032757, -1.3867, -0.068555, 0.00068762, -0.082336, 2.1644, 0.64255, 1.0436, 0.71, 0.77345, 7.7995, 8.5457, 0.93337, 5.5438, 0.016422, 8.4578, 1.5998, 0.0062676, 0.79136, 0.23812, 0.01928, 0.0018079, 0.033543, 0.014707, 3.8358, 4.4659, 0.028315, 0.75792, 2.5922e-05, 8.955, 0.25721, 2.877e-06, 0.070536
14, 2.5, 0.13114, 0.11054, 0.25389, 0.97222, 0.42379, 1.0459, 1.0324, 0.96481, 0.86804, 0.69725, 6.0743, 1.844, 0.61211, 1.0579, 0.0079, 1.5028, 0.52839, 0.00481, 0.48648, 1.2706, 0.93266, 1.0018, 0.53075, 0.4499, 4.2881, 4.4914, 0.7032, 2.5983, 0.0038607, 1.9949, 0.88682, 0.0019486, 0.48195, 1.2705, 0.75847, 0.98892, 0.53072, 0.4498, 4.2876, 4.4907, 0.70307, 1.4114, 0.00080225, 1.6126, 0.705, -0.00050529, 0.3585, 1.2706, 1.1069, 1.0147, 0.53077, 0.45001, 4.2885, 4.492, 0.70332, 3.7853, 0.0069191, 2.3772, 1.0686, 0.0044024, 0.60541, 9.718e-10, 0.011216, 6.1576e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.52075, 3.4573e-06, 0.054013, 0.01222, 2.2256e-06, 0.0056331, 0.5086, 0.66702, 0.96961, 0.2295, 0.16023, 0.36209, 1.5087, 0.45593, 0.17208, -0.0078348, 0.37094, -0.019145, -0.0074029, -0.0001902, 2.0326, 1.1983, 1.034, 0.832, 0.73957, 8.214, 7.474, 0.95046, 5.0246, 0.015556, 3.6189, 1.7928, 0.0113, 0.9641, 0.21461, 0.026083, 0.00038363, 0.033543, 0.031014, 5.6969, 3.2882, 0.022598, 2.1758, 5.0557e-05, 0.97478, 0.30337, 3.2322e-05, 0.085921
15, 1.6364, 0.49648, 0.03517, 0.24376, 2.0833, 1.4995, 1.207, 0.15387, 0.91841, 0.51195, 0.77669, 1.822, 0.4357, 0.68701, 8.7758, 0.0145, 6.6753, 0.18683, 0.00239, 0.32155, 1.3318, 0.47759, 0.97116, 0.34787, 0.51388, 2.2346, 2.3629, 0.58068, 3.865, 0.0069706, 4.9066, 0.63905, 0.0030299, 0.42814, 1.3317, 0.27286, 0.95333, 0.34785, 0.51378, 2.2342, 2.3622, 0.58056, 2.0328, 0.00072708, 4.4255, 0.44119, -0.0019996, 0.28414, 1.3318, 0.68232, 0.989, 0.3479, 0.51398, 2.2351, 2.3635, 0.5808, 5.6972, 0.013214, 5.3877, 0.83692, 0.0080594, 0.57214, 9.718e-10, 0.015492, 0.00011756, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.2408, 1.4408e-05, 0.085562, 0.014471, 9.3496e-06, 0.0076647, 0.8396, 0.20412, 0.93287, 0.046622, 0.23185, -1.75, -1.6822, 0.029601, 1.0776, -0.0042834, 2.9789, -0.032384, -0.0073715, 0.19772, 1.8239, 0.75106, 1.0095, 0.64912, 0.79592, 6.2193, 6.4079, 1.1318, 6.6524, 0.018225, 6.8343, 1.3105, 0.013431, 0.65856, 0.089526, 0.027642, 0.00054205, 0.033543, 0.0294, 5.8684, 6.0477, 0.11225, 2.8717, 4.6813e-05, 1.3735, 0.16663, 3.9988e-05, 0.019624
16, 2.5, 0.1772, 0.06191, 0.39994, 0.97222, 0.73215, 0.50128, 0.99594, 1.0046, 0.63877, 0.81628, 6.8648, 9.1541, 0.50393, 1.5141, 0.00259, 0.94392, 0.40855, 0.00174, 0.69722, 1.2012, 0.924, 0.98866, 0.55997, 0.45763, 3.7584, 4.4375, 0.61183, 2.1831, 0.0082633, 3.4943, 0.81648, 0.0068855, 0.77083, 1.2011, 0.7735, 0.97468, 0.55994, 0.45752, 3.7579, 4.4368, 0.6117, 0.48581, 0.0048389, 3.0266, 0.63504, 0.004227, 0.6874, 1.2012, 1.0745, 1.0027, 0.55999, 0.45773, 3.7589, 4.4382, 0.61195, 3.8803, 0.011688, 3.9621, 0.99792, 0.0095439, 0.85427, 9.718e-10, 0.0083712, 7.2314e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.0647, 4.3341e-06, 0.080859, 0.012168, 2.6122e-06, 0.002573, 0.44374, 0.69229, 0.9449, 0.25872, 0.14995, -0.16866, 0.72238, 0.27528, -0.49969, -0.0068274, 0.67965, -0.080083, -0.002578, 0.64013, 1.9586, 1.1557, 1.0324, 0.86122, 0.76531, 7.6855, 8.1526, 0.94838, 4.8658, 0.023354, 6.309, 1.713, 0.016349, 0.90153, 0.21205, 0.019844, 0.00070803, 0.033543, 0.03499, 5.7001, 5.1014, 0.041864, 2.6601, 8.4172e-05, 2.9282, 0.2971, 3.3101e-05, 0.006314
17, 1.6364, 0.35704, 0.02529, 0.17529, 2.0833, 1.4488, 1.6672, 0.3322, 1.0418, 0.3658, 0.78208, 1.3282, 1.3541, 0.5638, 1.5775, 0.01986, 8.8633, 0.02218, 0.0066, 0.33435, 1.3204, 0.70716, 0.97405, 0.37668, 0.49447, 2.477, 2.8563, 0.58043, 3.5887, 0.0077732, 4.4858, 0.76122, 0.0039575, 0.45401, 1.3204, 0.39962, 0.95729, 0.37666, 0.49437, 2.4765, 2.8557, 0.58031, 1.6308, 0.0029141, 3.9802, 0.56871, 1.3255e-05, 0.31718, 1.3205, 1.0147, 0.9908, 0.37671, 0.49458, 2.4775, 2.857, 0.58055, 5.5466, 0.012632, 4.9914, 0.95372, 0.0079017, 0.59085, 9.718e-10, 0.03496, 0.00010374, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.4169, 8.7272e-06, 0.09449, 0.013697, 5.75e-06, 0.0069206, 0.79834, 0.33093, 0.93263, 0.075434, 0.21244, -1.5072, -0.8582, 0.080013, 0.78993, -0.0027761, 1.5016, 0.1386, -0.0060875, 0.2344, 1.8425, 1.0834, 1.0155, 0.67793, 0.77651, 6.4612, 6.5709, 1.0808, 6.3875, 0.018323, 7.4699, 1.3838, 0.014002, 0.67363, 0.10074, 0.052318, 0.00063402, 0.033543, 0.0294, 5.8671, 5.0998, 0.092557, 2.8952, 4.1133e-05, 3.2914, 0.14328, 3.7294e-05, 0.017827
18, 2.8571, 0.3592, 0.09246, 0.12559, 1.6927, 0.62444, 1.7328, 0.9969, 0.97991, 0.24568, 0.43752, 1.3723, 3.3403, 0.71393, 1.5823, 0.00555, 4.8334, 1.6996, 0.00248, 0.31542, 1.3924, 0.98576, 0.992, 0.36937, 0.52729, 3.7356, 3.6934, 0.69937, 2.7365, 0.0058956, 4.6316, 0.70009, 0.0023569, 0.34108, 1.3924, 0.7683, 0.97992, 0.36934, 0.52719, 3.7351, 3.6927, 0.69924, 1.505, 0.003089, 4.141, 0.53066, 2.321e-05, 0.25186, 1.3925, 1.2032, 1.0041, 0.36939, 0.5274, 3.7361, 3.6941, 0.69949, 3.9679, 0.0087021, 5.1222, 0.86953, 0.0046906, 0.4303, 9.718e-10, 0.017477, 5.394e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.56049, 2.9114e-06, 0.088955, 0.010611, 2.0129e-06, 0.002942, 1.1016, 0.53893, 0.94821, 0.068118, 0.1854, -0.53362, -0.44478, 0.35291, -0.29553, -0.0038445, 0.012933, -0.42197, -0.0033148, 0.17131, 1.6833, 1.4326, 1.0358, 0.67062, 0.86919, 8.0049, 7.8316, 1.0458, 5.7685, 0.015636, 9.2503, 1.8222, 0.0080286, 0.51085, 0.031263, 0.073794, 0.00070875, 0.033543, 0.043205, 6.7367, 6.3295, 0.044365, 3.3979, 3.5064e-05, 7.8847, 0.46535, 1.189e-05, 0.010653
19, 6.5574, 0.12536, 0.07885, 0.13961, 0.88496, 0.18522, 1.0782, 1.0116, 1.0114, 0.15384, 0.66758, 4.7007, 7.6955, 0.41897, 2.9068, 0.00444, 0.80729, 1.8342, 0.00193, 0.42481, 1.4129, 0.94868, 0.99487, 0.49179, 0.55463, 3.8443, 3.4002, 0.67467, 3.5983, 0.0060139, 3.0414, 0.87496, 0.0023884, 0.56835, 1.4129, 0.76874, 0.97693, 0.49177, 0.55453, 3.8438, 3.3995, 0.67455, 2.4514, 0.0022746, 2.5378, 0.67565, -0.00020039, 0.42909, 1.413, 1.1286, 1.0128, 0.49182, 0.55474, 3.8448, 3.4009, 0.6748, 4.7451, 0.0097533, 3.5449, 1.0743, 0.0049772, 0.70761, 9.718e-10, 0.011968, 0.000119, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.48613, 5.1682e-06, 0.093733, 0.014683, 2.4771e-06, 0.0071683, 0.67756, 0.69637, 0.93474, 0.19054, 0.2726, -0.14073, 0.46694, 0.41636, 1.1717, -0.0040669, -1.037, 0.030777, -0.0026146, 0.23422, 2.1483, 1.201, 1.055, 0.79304, 0.83667, 7.8294, 6.3334, 0.93299, 6.0249, 0.016095, 7.1197, 1.7191, 0.0073915, 0.90248, 0.19987, 0.023531, 0.0013366, 0.033543, 0.0294, 5.8696, 3.1801, 0.024663, 2.1764, 3.7561e-05, 6.1478, 0.2634, 9.2516e-06, 0.041264
20, 2.1818, 0.16255, 0.08371, 0.214, 1.0417, 0.52392, 1.9694, 0.96389, 0.95936, 0.70466, 0.5338, 5.8351, 0.5976, 0.8788, 1.5341, 0.00638, 1.8665, 1.722, 0.00246, 0.4686, 1.2588, 1.0077, 0.99129, 0.4942, 0.4696, 4.3031, 4.8507, 0.67313, 2.1611, 0.0061895, 2.7164, 0.84703, 0.0043886, 0.37329, 1.2588, 0.82515, 0.97944, 0.49418, 0.4695, 4.3026, 4.85, 0.673, 1.0768, 0.0032666, 2.3251, 0.66935, 0.0022767, 0.25772, 1.2589, 1.1903, 1.0031, 0.49423, 0.46971, 4.3036, 4.8514, 0.67325, 3.2454, 0.0091123, 3.1078, 1.0247, 0.0065006, 0.48885, 9.718e-10, 0.012322, 5.1895e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.43457, 3.1576e-06, 0.056611, 0.011669, 1.6486e-06, 0.0049366, 0.399, 0.74455, 0.95552, 0.19295, 0.30969, 0.61082, 1.3078, 0.4513, 0.4015, -0.014247, 0.53229, -0.066027, -0.0091136, -0.018958, 2.1187, 1.2709, 1.0271, 0.79545, 0.62951, 7.9953, 8.3935, 0.89496, 3.9207, 0.026626, 4.9006, 1.7601, 0.017891, 0.76553, 0.27327, 0.025602, 0.00047293, 0.033543, 0.0094512, 5.0388, 4.6393, 0.018188, 1.1444, 0.00015437, 1.7632, 0.30814, 6.7385e-05, 0.056866
21, 2, 0.062, 0.15337, 0.59912, 1.1719, 0.38897, 1.2052, 1.0045, 0.97538, 0.57543, 0.69111, 0.1498, 2.5444, 0.90687, 6.5719, 0.00114, 1.3142, 1.0357, 0.00172, 0.74388, 1.193, 0.97597, 1.0071, 0.69465, 0.35747, 4.1398, 4.3917, 0.72507, 3.4085, 0.00011654, 2.9501, 0.9275, 0.0016036, 0.78012, 1.1929, 0.73712, 0.98821, 0.69462, 0.35737, 4.1393, 4.391, 0.72494, 1.4914, -0.0066322, 2.3325, 0.73313, -0.0036057, 0.64152, 1.193, 1.2148, 1.0259, 0.69467, 0.35758, 4.1402, 4.3923, 0.72519, 5.3255, 0.0068653, 3.5677, 1.1219, 0.0068129, 0.91871, 9.718e-10, 0.021086, 0.00013117, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.3583, 1.6834e-05, 0.14099, 0.013963, 1.003e-05, 0.0070996, 0.58498, 0.68541, 0.92153, 0.3934, 0.1658, -0.4129, 1.756, 0.22936, 0.91131, -0.014186, -2.0245, 0.13173, -0.012681, 0.24449, 1.801, 1.2665, 1.0926, 0.9959, 0.54914, 8.6924, 7.0273, 1.2208, 5.9056, 0.014419, 7.9247, 1.7233, 0.015888, 1.3157, 0.13663, 0.031204, 0.0027035, 0.033543, 0.013578, 7.6608, 2.5675, 0.090824, 2.3048, 7.5606e-05, 9.1468, 0.23405, 7.5416e-05, 0.10604
22, 4, 0.27284, 0.15335, 0.38003, 1.3889, 0.31767, 1.2978, 0.98343, 0.9826, 0.5645, 0.77845, 3.5257, 2.5955, 0.78011, 1.8124, 0.01175, 6.297, 0.67071, 0.00515, 0.53972, 1.3739, 1.0369, 0.98508, 0.5234, 0.47087, 3.7103, 3.0396, 0.74939, 3.0076, 0.0035001, 3.3117, 0.93373, 0.0025014, 0.64075, 1.3739, 0.64395, 0.97121, 0.52337, 0.47077, 3.7098, 3.0389, 0.74927, 1.2921, 0.00011903, 2.8656, 0.73368, -7.0549e-05, 0.50121, 1.374, 1.4298, 0.99895, 0.52343, 0.47097, 3.7108, 3.0403, 0.74952, 4.723, 0.0068812, 3.7577, 1.1338, 0.0050733, 0.7803, 9.718e-10, 0.057059, 7.111e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.0877, 4.2253e-06, 0.07354, 0.014792, 2.4449e-06, 0.0071975, 1.0124, 0.62098, 0.94747, 0.22215, 0.19667, -0.1541, -0.95608, 0.33329, 0.22715, -0.0056973, 0.80691, -0.009174, -0.0013962, 0.21512, 1.7354, 1.4527, 1.0227, 0.82465, 0.74507, 7.5747, 7.0353, 1.1655, 5.788, 0.012698, 5.8164, 1.8766, 0.006399, 1.0664, 0.048298, 0.063924, 0.00052282, 0.033543, 0.027789, 5.5196, 5.9011, 0.063995, 2.8574, 3.1267e-05, 2.3189, 0.32861, 5.6149e-06, 0.066961
23, 6, 0.34416, 0.06131, 0.09624, 0.8642, 0.29775, 1.7139, 0.2551, 0.9419, 0.23522, 0.62856, 1.5618, 1.889, 0.94591, 2.0948, 0.00959, 5.9397, 0.18946, 0.00226, 0.50818, 1.424, 0.31639, 0.97404, 0.37931, 0.61471, 3.8098, 3.4615, 0.65276, 2.1977, 0.018709, 4.6564, 0.75827, 0.0078139, 0.3793, 1.4239, -0.093457, 0.95733, 0.37929, 0.61461, 3.8093, 3.4608, 0.65264, 0.76274, 0.014841, 4.133, 0.56306, 0.0046935, 0.25506, 1.4241, 0.72624, 0.99074, 0.37934, 0.61482, 3.8103, 3.4622, 0.65289, 3.6326, 0.022577, 5.1799, 0.95348, 0.010934, 0.50355, 9.718e-10, 0.062086, 0.00010317, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.76103, 5.5288e-06, 0.10129, 0.014085, 3.5987e-06, 0.0057056, 1.3625, -0.43183, 0.87196, 0.078065, 0.33269, -0.17493, -2.3149, 0.37494, -0.37749, 0.0086196, -0.85002, 0.0080759, 0.0026604, 0.098341, 1.4855, 1.0646, 1.0761, 0.68056, 0.89673, 7.7945, 9.2379, 0.93058, 4.7728, 0.028798, 10.163, 1.5085, 0.012967, 0.66026, 0.0013978, 0.20692, 0.0038511, 0.033543, 0.029397, 5.8686, 12.333, 0.028528, 2.451, 3.7625e-05, 11.207, 0.20802, 9.8165e-06, 0.029177
24, 4.56, 0.32421, 0.04323, 0.3, 2.0833, 0.78689, 1.7175, 1.0151, 0.96797, 0.46075, 0.53902, 0.51507, 5.0302, 0.96504, 1.1682, 0.00841, 1.3878, 1.316, 0.00147, 0.50372, 1.3878, 0.93748, 0.97759, 0.43588, 0.54218, 3.0102, 3.3013, 0.61645, 4.6397, 0.0066285, 4.4143, 0.73236, 0.0030444, 0.55189, 1.3877, 0.7741, 0.9622, 0.43585, 0.54207, 3.0097, 3.3006, 0.61633, 2.9988, 0.0030488, 4.0157, 0.5397, 0.00090216, 0.41279, 1.3878, 1.1009, 0.99298, 0.43591, 0.54228, 3.0107, 3.3019, 0.61658, 6.2806, 0.010208, 4.8129, 0.92503, 0.0051867, 0.69099, 9.718e-10, 0.0098666, 8.7568e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.99524, 4.7363e-06, 0.058729, 0.01372, 1.6963e-06, 0.0071518, 0.79125, 0.76982, 0.94741, 0.13463, 0.44226, -2.7672, -0.26781, -0.0013514, 1.3884, -0.0064409, 3.2301, 0.16239, -0.00011235, 0.41223, 1.9843, 1.1051, 1.0078, 0.73713, 0.64209, 8.7876, 6.8703, 1.2343, 7.8911, 0.019698, 5.5985, 1.3023, 0.0062012, 0.69156, 0.13153, 0.01039, 0.00033653, 0.033543, 0.0036901, 12.337, 4.7082, 0.14107, 3.9073, 6.3133e-05, 0.51832, 0.12008, 3.6833e-06, 0.0072097
25, 1.5, 0.12975, 0.1397, 0.3332, 0.9697, 0.50471, 0.52251, 1.0187, 1.0131, 0.50234, 0.2742, 5.7998, 4.6341, 0.50488, 2.616, 0.00364, 1.0966, 0.41223, 0.00108, 0.26876, 1.2378, 0.87438, 1.0096, 0.56837, 0.40195, 4.2042, 4.2395, 0.72754, 2.4681, 0.0023619, 1.8093, 0.98406, 0.0013544, 0.5511, 1.2378, 0.51, 0.99396, 0.56834, 0.40184, 4.2037, 4.2389, 0.72742, 1.1461, -0.001915, 1.3764, 0.78643, -0.0020871, 0.40652, 1.2379, 1.2388, 1.0253, 0.56839, 0.40205, 4.2047, 4.2402, 0.72766, 3.79, 0.0066388, 2.2422, 1.1817, 0.004796, 0.69568, 9.718e-10, 0.049075, 9.0569e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.64591, 6.761e-06, 0.069259, 0.014436, 4.3779e-06, 0.0077262, 0.51015, 0.46483, 0.97471, 0.26712, 0.15644, 0.17086, 1.2444, 0.43285, 0.080384, -0.01035, 0.23122, 0.07576, -0.0078576, 0.073033, 1.9655, 1.2839, 1.0445, 0.86962, 0.64745, 8.2375, 7.2347, 1.0222, 4.8557, 0.015074, 3.3874, 1.8924, 0.010566, 1.0292, 0.19571, 0.061995, 0.00045035, 0.033543, 0.022277, 6.0127, 3.3158, 0.032098, 2.1072, 5.9725e-05, 0.92046, 0.30493, 3.1366e-05, 0.084474
26, 3.0049, 0.16869, 0.07108, 0.2108, 1.3544, 0.51042, 1.518, 0.99769, 1.0164, 0.87767, 0.52508, 3.471, 7.1575, 0.78383, 6.4459, 0.0082, 0.81878, 0.23123, 0.00516, 0.24677, 1.3009, 1.0156, 0.9932, 0.48145, 0.4912, 4.1277, 4.7047, 0.66412, 2.5164, 0.0043089, 3.107, 0.7648, 0.003038, 0.35093, 1.3008, 0.92932, 0.98229, 0.48143, 0.4911, 4.1272, 4.704, 0.664, 1.21, 0.0022443, 2.7288, 0.58804, 0.0015065, 0.23903, 1.3009, 1.1019, 1.0041, 0.48148, 0.4913, 4.1282, 4.7054, 0.66425, 3.8227, 0.0063734, 3.4851, 0.94156, 0.0045694, 0.46283, 9.718e-10, 0.0027516, 4.3977e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.63077, 1.5754e-06, 0.052856, 0.011548, 8.6687e-07, 0.0046283, 0.21233, 0.80989, 0.95984, 0.1802, -0.028432, -0.14397, 0.9808, 0.40844, -2.5748, -0.0040629, 0.89167, -0.21038, -0.0016425, 0.049017, 2.3894, 1.2213, 1.0266, 0.7827, 1.0108, 8.3994, 8.4286, 0.9198, 7.6075, 0.012681, 5.3223, 1.74, 0.0077185, 0.65284, 0.43795, 0.015642, 0.00041126, 0.033543, 0.099802, 6.7445, 5.1256, 0.024163, 9.5803, 2.5905e-05, 1.8139, 0.35149, 8.0972e-06, 0.033691
27, 6.0132, 0.26546, 0.04042, 0.0685, 0.93291, 0.325, 1.9549, 0.17131, 0.90994, 0.09321, 0.85253, 6.7263, 0.2858, 0.24487, 1.1867, 0.03098, 5.8921, 0.99448, 0.00742, 0.22667, 1.4077, 0.30044, 0.97582, 0.39491, 0.60899, 3.8867, 3.8748, 0.63192, 1.7943, 0.019661, 4.3111, 0.72713, 0.0076929, 0.45086, 1.4076, 0.042636, 0.95818, 0.39488, 0.60889, 3.8862, 3.8741, 0.6318, 0.4244, 0.016011, 3.7666, 0.5318, 0.0047133, 0.31719, 1.4077, 0.55823, 0.99346, 0.39493, 0.6091, 3.8872, 3.8755, 0.63204, 3.1641, 0.023311, 4.8555, 0.92246, 0.010672, 0.58454, 9.718e-10, 0.024565, 0.00011496, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.69358, 4.9251e-06, 0.10954, 0.014102, 3.2814e-06, 0.0066044, 1.1874, -0.30004, 0.88396, 0.093658, 0.32697, -0.098035, -0.64473, 0.38015, -0.7451, 0.0096567, -1.8101, -0.1101, 0.0026175, 0.18151, 1.628, 0.90092, 1.0677, 0.69616, 0.89102, 7.8715, 8.3943, 0.88369, 4.3336, 0.029665, 10.432, 1.5643, 0.012768, 0.72021, 0.017935, 0.13327, 0.003119, 0.033543, 0.029398, 5.8688, 7.5497, 0.023428, 2.3834, 3.6992e-05, 13.849, 0.25908, 9.521e-06, 0.026815
