Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, eta1, kappa_k, kappa, sig, lam, mup, sigp, rsmax, n, alpha, alpha1, alpha2, betam1, gamma, eta1.median, kappa_k.median, kappa.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, n.median, alpha.median, alpha1.median, alpha2.median, betam1.median, gamma.median, eta1.q5, kappa_k.q5, kappa.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, n.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, gamma.q5, eta1.q95, kappa_k.q95, kappa.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, n.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, gamma.q95, eta1.var, kappa_k.var, kappa.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, n.var, alpha.var, alpha1.var, alpha2.var, betam1.var, gamma.var, eta1.q5_w_mnoise, kappa_k.q5_w_mnoise, kappa.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, n.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, gamma.q5_w_mnoise, eta1.q95_w_mnoise, kappa_k.q95_w_mnoise, kappa.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, n.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, gamma.q95_w_mnoise, eta1.var_w_mnoise, kappa_k.var_w_mnoise, kappa.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, n.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, gamma.var_w_mnoise
35, 1.1098, 0.3157, 0.05446, 0.26966, 2.4722, 1.8176, 1.3696, 1.0407, 1.0385, 0.412, 0.46342, 3.738, 3.4064, 0.97388, 1.7016, 0.00022, 7.1983, 0.41536, 0.01226, 0.1017, 1.3974, 0.81112, 1.0309, 0.44168, 0.32925, 5.6725, 4.0387, 0.70877, 2.4092, -0.00028925, 2.3987, 0.70754, 0.0084314, 0.26821, 1.3973, 0.16438, 1.0073, 0.32675, 0.32911, 5.6717, 4.0378, 0.70875, 1.4541, -0.01305, 2.3984, 0.70743, 0.0041854, -0.068647, 1.3974, 1.4579, 1.0544, 0.55661, 0.32939, 5.6733, 4.0396, 0.70878, 3.3644, 0.012471, 2.3989, 0.70766, 0.012677, 0.60507, 7.3965e-10, 0.1546, 0.00020511, 0.0048822, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.33721, 6.0184e-05, 2.4841e-08, 4.7957e-09, 6.6635e-06, 0.041941, 0.85714, 0.1604, 0.96529, 0.23114, -0.017371, 2.118, 0.31093, 0.45289, -0.048213, -0.014395, -1.1618, -0.049133, -0.0018847, -0.090963, 1.9376, 1.4619, 1.0964, 0.65222, 0.67586, 9.2271, 7.7664, 0.96464, 4.8666, 0.013817, 5.9591, 1.4642, 0.018748, 0.62738, 0.10787, 0.15651, 0.0015891, 0.016383, 0.044406, 4.67, 5.1361, 0.0242, 2.2321, 7.3546e-05, 4.6855, 0.21162, 3.9335e-05, 0.047682
36, 1.5, 0.39863, 0.02195, 0.10004, 1.6667, 1.7618, 1.7552, 0.24533, 1.0441, 0.59316, 0.66311, 6.2121, 6.2225, 0.8894, 1.8882, 0.00088, 0.61402, 1.581, 0.01093, 0.17094, 1.4541, 0.43352, 1.021, 0.41941, 0.35199, 5.9474, 4.7186, 0.75031, 3.2501, -4.8401e-05, 2.6667, 0.73781, 0.017352, 0.29284, 1.454, 0.13448, 1.003, 0.33915, 0.35185, 5.9467, 4.7177, 0.75029, 2.6901, -0.0072052, 2.6665, 0.7377, 0.01424, 0.152, 1.4541, 0.73256, 1.0389, 0.49967, 0.35212, 5.9482, 4.7195, 0.75032, 3.81, 0.0071084, 2.667, 0.73792, 0.020464, 0.43369, 7.3965e-10, 0.033053, 0.00011857, 0.0023809, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.11588, 1.8931e-05, 2.4841e-08, 4.7957e-09, 3.5789e-06, 0.0073323, 0.91384, 0.12598, 0.9572, 0.17448, 0.0053684, 2.3929, 0.99084, 0.49443, 1.4358, -0.0093956, -0.89372, -0.018866, 0.0074487, 0.10477, 1.9943, 0.74106, 1.0847, 0.66433, 0.6986, 9.502, 8.4463, 1.0062, 5.0644, 0.0092988, 6.2272, 1.4945, 0.027256, 0.48091, 0.10787, 0.034957, 0.0015026, 0.022173, 0.044406, 4.67, 5.1361, 0.0242, 1.2167, 3.2293e-05, 4.6855, 0.21162, 3.625e-05, 0.013073
37, 6.2215, 0.12155, 0.01628, 0.09479, 2.0833, 0.31572, 1.4474, 0.1075, 0.90766, 0.56612, 0.8875, 1.1026, 9.1781, 0.78095, 1.256, 0.01461, 5.1897, 1.2296, 0.00242, 0.30682, 1.7619, 0.46126, 0.91681, 0.57143, 0.79458, 1.3536, 5.8463, 0.57772, 0.81268, 0.015368, 5.7294, 1.1856, 0.0056506, 0.40633, 1.7619, -0.21923, 0.89373, 0.45994, 0.79444, 1.3528, 5.8455, 0.5777, -0.31311, 0.0020827, 5.7292, 1.1855, -0.0002233, 0.046136, 1.7619, 1.1418, 0.93989, 0.68291, 0.79472, 1.3543, 5.8472, 0.57773, 1.9385, 0.028653, 5.7297, 1.1858, 0.011524, 0.76652, 7.3965e-10, 0.17116, 0.00019687, 0.0045938, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.46845, 6.5236e-05, 2.4841e-08, 4.7957e-09, 1.2753e-05, 0.047952, 1.2217, -0.2233, 0.85141, 0.32914, 0.44797, -2.201, 2.1186, 0.32184, -1.8396, 0.00078544, 2.1689, 0.42896, -0.0054353, 0.025184, 2.3021, 1.1458, 0.98221, 0.81372, 1.1412, 4.9081, 9.5741, 0.8336, 3.4649, 0.02995, 9.2899, 1.9423, 0.016736, 0.78747, 0.10787, 0.17321, 0.0015809, 0.021698, 0.044406, 4.67, 5.1361, 0.0242, 2.6, 7.8598e-05, 4.6855, 0.21162, 4.5424e-05, 0.053693
38, 3.2222, 0.36454, 0.00983, 0.26208, 8.0211, 1.4251, 1.5532, 0.95098, 1.0178, 0.2944, 0.35765, 4.3098, 1.6311, 0.88044, 1.9466, 0.00606, 2.7285, 0.57491, 0.02773, 0.50434, 1.1385, 1.0844, 1.007, 0.44543, 0.38163, 2.5076, 2.3521, 0.81578, 2.7249, 0.0041882, 3.9575, 0.8069, 0.0099201, 0.62888, 1.1385, 0.50959, 0.98317, 0.32914, 0.38149, 2.5068, 2.3512, 0.81576, 1.9174, -0.0074011, 3.9573, 0.80679, 0.0039038, 0.34125, 1.1386, 1.6591, 1.0309, 0.56172, 0.38177, 2.5084, 2.3529, 0.81579, 3.5324, 0.015777, 3.9578, 0.80702, 0.015936, 0.9165, 7.3965e-10, 0.1221, 0.00021071, 0.0049986, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.24101, 4.9643e-05, 2.4841e-08, 4.7957e-09, 1.3378e-05, 0.030577, 0.38383, 0.50516, 0.93834, 0.19563, 0.035013, -0.073186, -2.8852, 0.6437, 1.2752, -0.0088679, 2.2738, 0.08049, -0.0081696, 0.31477, 1.8932, 1.6636, 1.0757, 0.69523, 0.72825, 5.0884, 7.5894, 0.98785, 4.1746, 0.017244, 5.6412, 1.5333, 0.02801, 0.94298, 0.21051, 0.12399, 0.0017445, 0.023064, 0.044406, 2.4618, 10.138, 0.010944, 0.77677, 6.3005e-05, 1.0478, 0.19504, 0.00012095, 0.036466
39, 3.2222, 0.39456, 0.02712, 0.28366, 5.3474, 1.1459, 0.77204, 1.0212, 0.98726, 0.77496, 0.08219, 2.5612, 1.6881, 0.7565, 1.5215, 0.0031, 9.2268, 1.3954, 0.01155, 0.52129, 1.2097, 1.0244, 1.0042, 0.53005, 0.4309, 3.0355, 3.213, 0.79216, 2.3683, 0.0010866, 4.2066, 0.89217, 0.005726, 0.63125, 1.2097, 0.80426, 0.98117, 0.42307, 0.43076, 3.0347, 3.2121, 0.79214, 1.6228, -0.0054792, 4.2063, 0.89205, 2.2331e-05, 0.47821, 1.2098, 1.2446, 1.0271, 0.63703, 0.43104, 3.0363, 3.2139, 0.79217, 3.1139, 0.0076523, 4.2069, 0.89228, 0.01143, 0.7843, 7.3965e-10, 0.017918, 0.00019531, 0.0042302, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.20544, 1.5934e-05, 2.4841e-08, 4.7957e-09, 1.2024e-05, 0.0086574, 0.49067, 0.79257, 0.93662, 0.29444, 0.084282, 0.35236, -1.7776, 0.60996, 0.76497, -0.0078162, 2.3309, 0.15745, -0.012149, 0.43315, 1.9288, 1.2563, 1.0717, 0.76567, 0.77752, 5.7187, 8.2036, 0.97435, 3.9717, 0.0099894, 6.0823, 1.6269, 0.023601, 0.82935, 0.1911, 0.01987, 0.0016858, 0.020519, 0.044406, 2.6609, 9.2056, 0.012269, 0.95019, 2.9295e-05, 1.3004, 0.19952, 0.00011809, 0.014505
40, 2, 0.14601, 0.0389, 0.19249, 1.3281, 0.83741, 1.7303, 0.98933, 0.96153, 0.89534, 0.45337, 0.22924, 4.9269, 0.55873, 4.8356, 0.00209, 0.57808, 0.11607, 0.00103, 0.28397, 1.5361, 1.1538, 0.99889, 0.54478, 0.38212, 6.0154, 4.6296, 0.65529, 2.8274, 0.003275, 3.4734, 0.74722, 0.005131, 0.22623, 1.536, 0.72575, 0.97629, 0.44185, 0.38198, 6.0146, 4.6287, 0.65528, 1.7364, -0.005957, 3.4731, 0.7471, 0.0006649, -0.014055, 1.5361, 1.5818, 1.0215, 0.64771, 0.38226, 6.0161, 4.6305, 0.65531, 3.9184, 0.012507, 3.4736, 0.74733, 0.0095972, 0.46652, 7.3965e-10, 0.067722, 0.00018876, 0.0039159, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.43996, 3.1501e-05, 2.4841e-08, 4.7957e-09, 7.3724e-06, 0.02134, 0.99585, 0.71931, 0.93365, 0.32939, 0.035504, 2.4608, 0.90183, 0.39942, 0.18903, -0.0077422, -0.087094, -0.0094587, -0.0052775, -0.044453, 2.0763, 1.5883, 1.0641, 0.76018, 0.72874, 9.5699, 8.3573, 0.91117, 5.4657, 0.014292, 7.0338, 1.5039, 0.01554, 0.49691, 0.10787, 0.069773, 0.0015728, 0.017148, 0.044406, 4.67, 5.1361, 0.0242, 2.5728, 4.4863e-05, 4.6855, 0.21162, 4.0043e-05, 0.027081
41, 3, 0.26227, 0.1191, 0.70123, 1.3333, 0.44375, 1.1804, 0.96249, 0.97926, 0.29951, 0.28592, 1.3215, 2.4887, 0.21488, 1.0789, 0.00152, 1.1477, 0.47441, 0.01001, 0.93483, 1.2675, 1.0376, 0.98934, 0.72346, 0.51169, 3.1463, 3.7353, 0.64847, 2.1241, 0.0025738, 4.5993, 1.0861, 0.0044414, 0.67958, 1.2674, 0.36182, 0.96523, 0.60317, 0.51155, 3.1456, 3.7344, 0.64845, 0.92946, -0.010634, 4.599, 1.086, -0.00023333, 0.32202, 1.2675, 1.7134, 1.0134, 0.84375, 0.51183, 3.1471, 3.7362, 0.64849, 3.3187, 0.015782, 4.5996, 1.0862, 0.0091161, 1.0371, 7.3965e-10, 0.1688, 0.00021485, 0.0053482, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.52748, 6.448e-05, 2.4841e-08, 4.7957e-09, 8.0772e-06, 0.047253, 0.77941, 0.3559, 0.92113, 0.19372, 0.16507, 2.0035, 0.994, 0.31347, -1.6571, -0.011938, -0.852, 0.39394, -0.005592, 0.29892, 1.7555, 1.7193, 1.0576, 1.2532, 0.85831, 4.2892, 6.4765, 0.98347, 5.9052, 0.017086, 10.051, 1.7782, 0.014475, 1.0602, 0.088042, 0.17177, 0.0017197, 0.10372, 0.044406, 0.48275, 2.7775, 0.04148, 5.2844, 7.7842e-05, 10.984, 0.17706, 3.7208e-05, 0.053558
42, 1.9912, 0.26268, 0.05645, 0.15009, 1.0526, 0.66684, 1.2735, 0.11079, 1.0515, 0.72772, 0.092, 8.1942, 4.1048, 0.48296, 1.1759, 0.04023, 6.7876, 0.61826, 0.02999, 0.30723, 1.4306, 0.88753, 0.98512, 0.46682, 0.42154, 5.9289, 4.5822, 0.70773, 3.3513, 0.004074, 3.8666, 0.74645, 0.0080151, 0.2052, 1.4306, 0.52597, 0.96327, 0.37401, 0.4214, 5.9281, 4.5813, 0.70772, 2.4908, -0.0043586, 3.8664, 0.74633, 0.004151, 0.01316, 1.4307, 1.2491, 1.007, 0.55964, 0.42168, 5.9296, 4.5831, 0.70775, 4.2118, 0.012507, 3.8669, 0.74656, 0.011879, 0.39724, 7.3965e-10, 0.048316, 0.00017634, 0.0031839, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.27369, 2.6283e-05, 2.4841e-08, 4.7957e-09, 5.5188e-06, 0.013631, 0.89041, 0.5186, 0.92014, 0.31023, 0.074919, 2.3743, 0.85445, 0.45185, 0.80992, -0.0062826, 0.30615, -0.010228, -0.0021497, -0.023737, 1.9709, 1.2564, 1.0501, 0.62342, 0.76815, 9.4834, 8.3099, 0.96361, 5.8926, 0.014431, 7.4271, 1.5031, 0.01818, 0.43413, 0.10787, 0.050305, 0.0015604, 0.009064, 0.044406, 4.67, 5.1361, 0.0242, 2.3871, 3.9644e-05, 4.6855, 0.21162, 3.819e-05, 0.019372
43, 3.2222, 0.25172, 0.01064, 0.28366, 8.0211, 1.102, 0.85649, 1.0286, 0.95499, 0.50485, 0.07814, 2.5197, 0.96188, 0.61142, 1.5017, 0.01146, 3.5635, 0.92004, 0.00721, 0.79672, 1.1736, 1.141, 1.0054, 0.44346, 0.36353, 2.8311, 2.2543, 0.78144, 2.9029, 0.0029218, 4.1257, 0.7763, 0.0085499, 0.59641, 1.1736, 0.53657, 0.98137, 0.32584, 0.36339, 2.8303, 2.2534, 0.78142, 1.8012, -0.0091532, 4.1254, 0.77618, 0.0021016, 0.28279, 1.1737, 1.7453, 1.0295, 0.56108, 0.36367, 2.8319, 2.2552, 0.78145, 4.0047, 0.014997, 4.1259, 0.77641, 0.014998, 0.91003, 7.3965e-10, 0.13501, 0.00021374, 0.0051132, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.44867, 5.3891e-05, 2.4841e-08, 4.7957e-09, 1.5369e-05, 0.036355, 0.62934, 0.53203, 0.93954, 0.19524, 0.016913, 0.14474, -1.4668, 0.52708, 0.32573, -0.010567, 0.61056, 0.02105, -0.0095152, 0.2589, 1.7179, 1.7499, 1.0713, 0.69168, 0.71015, 5.5175, 5.9754, 1.0358, 5.4801, 0.016411, 7.6408, 1.5315, 0.026615, 0.93391, 0.1095, 0.13705, 0.0016041, 0.022772, 0.044406, 2.6673, 5.1179, 0.023914, 2.4549, 6.7253e-05, 4.5669, 0.21082, 0.00012062, 0.042103
44, 2, 0.42151, 0.03343, 0, 1.8333, 1.205, 1.0847, 0.1996, 1.0333, 0.31393, 0.69902, 1.4757, 1.6564, 0.7348, 2.9137, 0.00217, 3.4679, 0.37516, 0.02351, 0.11314, 1.3929, 0.0601, 1.0007, 0.42256, 0.42661, 5.6725, 4.6716, 0.77917, 4.0474, 0.013849, 3.5519, 0.72258, 0.015074, 0.28987, 1.3929, -0.1876, 0.98201, 0.3401, 0.42647, 5.6718, 4.6707, 0.77915, 3.3892, 0.00762, 3.5516, 0.72247, 0.012301, 0.1682, 1.393, 0.30779, 1.0194, 0.50503, 0.42675, 5.6733, 4.6725, 0.77919, 4.7057, 0.020077, 3.5521, 0.72269, 0.017847, 0.41153, 7.3965e-10, 0.022677, 0.00012935, 0.0025136, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.16014, 1.434e-05, 2.4841e-08, 4.7957e-09, 2.8428e-06, 0.0054712, 0.85271, -0.1986, 0.93673, 0.19175, 0.079994, 2.118, 0.94387, 0.52329, 1.7512, 0.0051915, -0.0085817, -0.034096, 0.0052718, 0.1157, 1.9332, 0.3188, 1.0647, 0.65337, 0.77323, 9.2271, 8.3993, 1.035, 6.3437, 0.022506, 7.1123, 1.4793, 0.024876, 0.46404, 0.10787, 0.024737, 0.0015134, 0.01969, 0.044406, 4.67, 5.1361, 0.0242, 1.9488, 2.7702e-05, 4.6855, 0.21162, 3.5513e-05, 0.011212
45, 1.0909, 0.50742, 0.05165, 0, 1.3889, 2.0215, 1.0529, 0.54694, 1.0323, 0.4903, 0.17779, 6.2344, 1.3302, 0.42776, 5.5967, 0.00142, 2.2793, 0.23012, 0.00927, 0.25557, 1.4095, 0.21163, 1.0212, 0.35021, 0.41013, 6.0244, 4.8505, 0.77599, 4.2657, 0.0033258, 2.446, 0.66625, 0.013751, 0.40024, 1.4095, -0.3079, 0.99966, 0.25104, 0.40999, 6.0236, 4.8496, 0.77598, 3.2782, -0.0075442, 2.4458, 0.66613, 0.0099532, 0.11501, 1.4095, 0.73117, 1.0428, 0.44938, 0.41027, 6.0252, 4.8514, 0.77601, 5.2532, 0.014196, 2.4463, 0.66636, 0.017549, 0.68547, 7.3965e-10, 0.099765, 0.00017201, 0.0036353, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.36046, 4.3672e-05, 2.4841e-08, 4.7957e-09, 5.3316e-06, 0.030071, 0.86928, -0.31355, 0.95635, 0.13941, 0.063515, 2.4698, 1.1228, 0.52011, 1.255, -0.0090963, -1.1144, -0.09043, 0.0036112, 0.088968, 1.9497, 0.73681, 1.0861, 0.56101, 0.75675, 9.579, 8.5782, 1.0319, 7.2764, 0.015748, 6.0065, 1.4229, 0.023891, 0.71151, 0.10787, 0.10194, 0.001556, 0.016424, 0.044406, 4.67, 5.1361, 0.0242, 3.3502, 5.7034e-05, 4.6855, 0.21162, 3.8003e-05, 0.035812
46, 1.5, 0.2238, 0.19459, 0.35, 0.60606, 0.51908, 1.3785, 0.9843, 1.0397, 0.21401, 0.39772, 9.4568, 2.2868, 0.94819, 2.6408, 0.0003, 4.6069, 1.6373, 0.00205, 0.16637, 1.3188, 0.79703, 0.9996, 0.41538, 0.60988, 4.8841, 4.0741, 0.61439, 3.0312, 0.001632, 3.9861, 0.69867, 0.002274, 0.23455, 1.3188, 0.11777, 0.97491, 0.2921, 0.60974, 4.8834, 4.0732, 0.61438, 1.7518, -0.011633, 3.9858, 0.69856, -0.0029587, -0.12415, 1.3189, 1.4763, 1.0243, 0.53865, 0.61002, 4.8849, 4.075, 0.61441, 4.3107, 0.014897, 3.9863, 0.69878, 0.0075067, 0.59325, 7.3965e-10, 0.17053, 0.00022526, 0.0056169, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.60505, 6.5036e-05, 2.4841e-08, 4.7957e-09, 1.012e-05, 0.047556, 0.77859, 0.11368, 0.93362, 0.17075, 0.26326, 1.3296, 0.3464, 0.35851, 0.30311, -0.012932, 0.42559, -0.058007, -0.0084859, -0.14519, 1.859, 1.4804, 1.0656, 0.66001, 0.9565, 8.4387, 7.8019, 0.87027, 5.7593, 0.016196, 7.5465, 1.4553, 0.013034, 0.61428, 0.10787, 0.17259, 0.0016093, 0.022119, 0.044406, 4.67, 5.1361, 0.0242, 2.7509, 7.8397e-05, 4.6855, 0.21162, 4.2792e-05, 0.053297
47, 2.8721, 0.36112, 0.03316, 0.07126, 3.3598, 1.0931, 1.1582, 0.966, 0.96985, 0.44042, 0.64897, 8.9016, 0.7316, 0.823, 3.52, 0.0016, 1.8037, 1.548, 0.00044, 0.33705, 1.378, 0.84949, 0.99413, 0.41704, 0.48186, 4.2743, 4.2563, 0.75562, 3.2442, 0.013017, 4.0009, 0.79602, 0.0086157, 0.14655, 1.3779, 0.62634, 0.97359, 0.31973, 0.48172, 4.2736, 4.2554, 0.7556, 2.6866, 0.006378, 4.0006, 0.7959, 0.0043137, 0.011534, 1.378, 1.0726, 1.0147, 0.51435, 0.482, 4.2751, 4.2572, 0.75563, 3.8019, 0.019656, 4.0012, 0.79613, 0.012918, 0.28157, 7.3965e-10, 0.018405, 0.00015602, 0.0034998, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.11494, 1.6292e-05, 2.4841e-08, 4.7957e-09, 6.8406e-06, 0.0067382, 0.97161, 0.61728, 0.9378, 0.17106, 0.13524, -2.9416, 1.2403, 0.42416, 1.9697, 0.00406, -1.4493, -0.10089, 8.0988e-05, -0.030122, 1.7843, 1.0817, 1.0505, 0.66303, 0.82848, 11.49, 7.2722, 1.0871, 4.5187, 0.021974, 9.4511, 1.6929, 0.01715, 0.32323, 0.061031, 0.01993, 0.0011731, 0.022364, 0.044406, 19.245, 3.362, 0.040606, 0.60034, 2.9653e-05, 10.979, 0.29733, 2.6923e-05, 0.011537
48, 1.0909, 0.48746, 0.04962, 0.23736, 1.3889, 1.9415, 1.2504, 0.1253, 1.0064, 0.20927, 0.3714, 5.3045, 4.569, 0.67221, 4.179, 0.00336, 0.97158, 1.4681, 0.01095, 0.58097, 1.3462, 0.2429, 1.0159, 0.3642, 0.34103, 5.7476, 4.426, 0.7697, 3.6361, 0.0031705, 2.4732, 0.77598, 0.013124, 0.41729, 1.3462, -0.19243, 0.99606, 0.27986, 0.34089, 5.7468, 4.4251, 0.76969, 2.7468, -0.006164, 2.4729, 0.77586, 0.0097178, 0.18045, 1.3463, 0.67822, 1.0358, 0.44855, 0.34116, 5.7483, 4.4269, 0.76972, 4.5255, 0.012505, 2.4735, 0.77609, 0.016529, 0.65413, 7.3965e-10, 0.070045, 0.00014619, 0.0026295, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.29235, 3.2205e-05, 2.4841e-08, 4.7957e-09, 4.2873e-06, 0.020733, 0.80601, -0.19958, 0.95161, 0.16936, -0.005592, 2.193, 0.69823, 0.51383, 0.48185, -0.0079328, -1.0873, 0.019303, 0.0031239, 0.14966, 1.8865, 0.68537, 1.0803, 0.55904, 0.68764, 9.3021, 8.1537, 1.0256, 6.7904, 0.014274, 6.0337, 1.5327, 0.023123, 0.68492, 0.10787, 0.072363, 0.0015302, 0.014031, 0.044406, 4.67, 5.1361, 0.0242, 3.6775, 4.5567e-05, 4.6855, 0.21162, 3.6959e-05, 0.026474
49, 1.0909, 0.5348, 0.02722, 0.26042, 2.7778, 2.531, 1.4005, 0.86204, 1.0858, 0.39451, 0.54297, 8.6166, 8.5451, 0.92718, 6.5469, 0.0005, 1.261, 1.5503, 0.00276, 0.45607, 1.325, 0.65011, 1.0452, 0.41006, 0.29961, 5.1823, 4.1107, 0.79165, 3.7866, 0.0013009, 1.934, 0.78956, 0.016221, 0.58701, 1.325, 0.013638, 1.0219, 0.29544, 0.29947, 5.1815, 4.1098, 0.79164, 2.6843, -0.011269, 1.9337, 0.78944, 0.010563, 0.25714, 1.3251, 1.2866, 1.0685, 0.52467, 0.29975, 5.1831, 4.1116, 0.79167, 4.8889, 0.01387, 1.9342, 0.78967, 0.021879, 0.91689, 7.3965e-10, 0.14973, 0.00020098, 0.0048557, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.44912, 5.8395e-05, 2.4841e-08, 4.7957e-09, 1.1831e-05, 0.04022, 0.7848, 0.0091486, 0.9797, 0.17116, -0.047011, 1.6278, 0.383, 0.53578, 1.0654, -0.012633, -1.6265, 0.032883, 0.0052481, 0.23438, 1.8653, 1.2911, 1.1107, 0.64895, 0.64622, 8.7369, 7.8385, 1.0475, 6.5078, 0.015234, 5.4944, 1.5462, 0.027194, 0.93964, 0.10787, 0.15185, 0.001585, 0.021094, 0.044406, 4.67, 5.1361, 0.0242, 2.737, 7.1757e-05, 4.6855, 0.21162, 4.4502e-05, 0.045961
50, 2.5, 0.47946, 0.05863, 0.19988, 0.83333, 0.85669, 1.381, 0.22343, 0.95958, 0.40134, 0.56195, 4.2999, 1.443, 0.56278, 3.49, 0.0097, 2.6862, 1.3931, 0.00192, 0.25656, 1.3135, 0.36485, 0.96979, 0.42296, 0.47797, 4.8304, 4.6591, 0.77902, 3.3359, 0.0073736, 4.2059, 0.90164, 0.012199, 0.2342, 1.3134, -0.14326, 0.94897, 0.3322, 0.47783, 4.8297, 4.6582, 0.779, 2.4618, -0.0032128, 4.2056, 0.90152, 0.0079411, 0.02269, 1.3135, 0.87297, 0.99062, 0.51373, 0.47811, 4.8312, 4.66, 0.77903, 4.2101, 0.01796, 4.2061, 0.90175, 0.016457, 0.44571, 7.3965e-10, 0.095428, 0.00016033, 0.0030449, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.28245, 4.1423e-05, 2.4841e-08, 4.7957e-09, 6.7015e-06, 0.016535, 0.77324, -0.15054, 0.90515, 0.27229, 0.13135, 1.2747, 0.93015, 0.52316, -0.90315, -0.0048011, 0.64572, 0.14497, 0.0019697, -0.011297, 1.8537, 0.88025, 1.0344, 0.57364, 0.82459, 8.3861, 8.388, 1.0349, 7.575, 0.019548, 7.7661, 1.6583, 0.022429, 0.4797, 0.10788, 0.098179, 0.0015443, 0.0083911, 0.044406, 4.673, 5.1394, 0.024196, 6.6419, 5.4785e-05, 4.6848, 0.21162, 3.8676e-05, 0.022276
51, 1.0909, 0.47111, 0.03337, 0.11565, 2.0833, 2.3033, 1.7513, 0.23065, 0.98507, 0.32713, 0.27666, 1.9583, 8.4776, 0.49874, 2.3979, 0.00823, 0.34927, 1.0182, 0.03296, 0.87251, 1.4202, 0.5805, 1.0392, 0.40194, 0.34815, 5.74, 4.577, 0.76198, 3.8548, 0.0014134, 2.0701, 0.71294, 0.013106, 0.29381, 1.4202, 0.15363, 1.0201, 0.31457, 0.34801, 5.7392, 4.5761, 0.76197, 3.0431, -0.0076628, 2.0699, 0.71282, 0.0095405, 0.069218, 1.4203, 1.0074, 1.0582, 0.4893, 0.34829, 5.7408, 4.5779, 0.762, 4.6665, 0.010489, 2.0704, 0.71305, 0.016672, 0.5184, 7.3965e-10, 0.067351, 0.00013398, 0.0028211, 7.1751e-09, 2.147e-07, 2.9666e-07, 9.0285e-11, 0.24353, 3.0447e-05, 2.4841e-08, 4.7957e-09, 4.699e-06, 0.018644, 0.87999, 0.14615, 0.97509, 0.17468, 0.0015322, 2.1854, 0.84927, 0.5061, 1.0316, -0.0094736, -1.4903, -0.043739, 0.0030509, 0.036956, 1.9604, 1.0148, 1.1033, 0.6292, 0.69477, 9.2945, 8.3047, 1.0179, 6.6779, 0.0123, 5.6306, 1.4696, 0.023161, 0.55066, 0.10787, 0.06973, 0.001518, 0.019089, 0.044406, 4.67, 5.1361, 0.0242, 2.9459, 4.3809e-05, 4.6855, 0.21162, 3.7371e-05, 0.024385
