Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, gamma, kappa, eta1, sig, lam, mup, sigp, rsmax, alpha, alpha1, alpha2, betam1, n, kappa_k, res_min, gamma.median, kappa.median, eta1.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, alpha.median, alpha1.median, alpha2.median, betam1.median, n.median, kappa_k.median, res_min.median, gamma.q5, kappa.q5, eta1.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, n.q5, kappa_k.q5, res_min.q5, gamma.q95, kappa.q95, eta1.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, n.q95, kappa_k.q95, res_min.q95, gamma.var, kappa.var, eta1.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, alpha.var, alpha1.var, alpha2.var, betam1.var, n.var, kappa_k.var, res_min.var, gamma.q5_w_mnoise, kappa.q5_w_mnoise, eta1.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, n.q5_w_mnoise, kappa_k.q5_w_mnoise, res_min.q5_w_mnoise, gamma.q95_w_mnoise, kappa.q95_w_mnoise, eta1.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, n.q95_w_mnoise, kappa_k.q95_w_mnoise, res_min.q95_w_mnoise, gamma.var_w_mnoise, kappa.var_w_mnoise, eta1.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, n.var_w_mnoise, kappa_k.var_w_mnoise, res_min.var_w_mnoise
11, 4.7, 0.41303, 0.17869, 0.4617, 1.3333, 0.31366, 1.5232, 1.0995, 1.5454, 0.51078, 0.57717, 1.1224, 0.74663, 0.87513, 0.00392, 8.8641, 0.85558, 0.00397, 2.8428, 0.97708, 0.07179, 1.4614, 1.0119, 1.3985, 0.522, 0.62916, 2.6338, 1.0304, 0.8163, 0.0044835, 6.4774, 0.72302, 0.0037645, 2.8985, 1.0157, 0.0637, 1.225, 0.97218, 1.2129, 0.39152, 0.47704, 1.6218, -0.43068, 0.69159, -0.0026621, 4.7022, 0.34994, -0.0044423, 1.3601, 0.63921, 0.051076, 1.6977, 1.0516, 1.5842, 0.65248, 0.78129, 3.6458, 2.4915, 0.94102, 0.011629, 8.2526, 1.0961, 0.011971, 4.4369, 1.3922, 0.076324, 0.020646, 0.00058222, 0.012739, 0.0062926, 0.008554, 0.37854, 0.78906, 0.0057492, 1.8872e-05, 1.1648, 0.051447, 2.4894e-05, 0.87478, 0.052395, 5.8902e-05, 0.50865, 0.91961, 0.79561, 0.23686, 0.34654, 0.41522, -1.6628, 0.55161, -0.0083276, 2.7106, 0.02324, -0.0093372, -0.34424, 0.28685, 0.040265, 2.4141, 1.1041, 2.0014, 0.80713, 0.91179, 4.8524, 3.7236, 1.081, 0.017295, 10.244, 1.4228, 0.016866, 6.1412, 1.7446, 0.087134, 0.33548, 0.0031457, 0.13436, 0.03005, 0.029524, 1.8193, 2.6809, 0.025896, 6.0662e-05, 5.2443, 0.181, 6.3445e-05, 3.8866, 0.19635, 0.00020298
12, 3.0049, 0.29103, 0.12422, 0, 1.3368, 0.34018, 0.13438, 0.93988, 1.0817, 0.31714, 0.3177, 1.1879, 0.76344, 0.69657, 0.00011, 5.1224, 0.31644, 0.00142, 2.3397, 1.0328, 0.02895, 0.77443, 1.0342, 1.5369, 0.28791, 0.45061, 1.7236, 1.2658, 0.77863, 0.0061263, 6.4271, 0.82088, 0.0051944, 3.9681, 0.33649, 0.044608, 0.57744, 0.98351, 1.389, 0.17016, 0.28817, 0.9795, -0.4877, 0.65761, -0.0028431, 4.3047, 0.42664, -0.0042996, 2.2907, 0.028156, 0.030197, 0.97141, 1.0849, 1.6849, 0.40566, 0.61305, 2.4676, 3.0193, 0.89965, 0.015096, 8.5495, 1.2151, 0.014688, 5.6456, 0.64482, 0.059019, 0.014341, 0.00095038, 0.0080905, 0.0051246, 0.0097531, 0.20463, 1.1365, 0.0054133, 2.9735e-05, 1.665, 0.057447, 3.3315e-05, 1.04, 0.035138, 7.6758e-05, -0.268, 0.93672, 0.54557, 0.009897, 0.1623, -0.28727, -1.761, 0.45247, -0.0080745, 0.69813, 0.06392, -0.0092156, 0.2467, -0.42555, 0.020164, 1.8168, 1.1317, 2.5282, 0.56592, 0.73892, 3.7344, 4.2926, 1.1048, 0.020327, 12.156, 1.5778, 0.019604, 7.6896, 1.0985, 0.069051, 0.40164, 0.0035139, 0.36323, 0.028568, 0.030723, 1.4945, 3.3861, 0.039319, 7.4537e-05, 12.131, 0.21178, 7.6749e-05, 5.1188, 0.21463, 0.00022084
13, 4, 0.16546, 0.09921, 0.38996, 1.5333, 0.36631, 1.047, 0.94381, 1.831, 0.35225, 0.02547, 1.6428, 0.42134, 0.36263, 0.00817, 1.195, 0.26831, 0.00114, 1.0004, 1.732, 0.04851, 1.2168, 0.98578, 1.154, 0.58054, 0.37261, 0.77649, 1.3214, 0.68534, 0.00602, 3.0335, 0.66662, 0.0034371, 4.5437, 1.5009, 0.047545, 1.066, 0.95201, 1.0422, 0.49441, 0.19638, 0.20573, -0.44679, 0.60282, -0.002951, 1.6269, 0.24639, -0.0079801, 3.416, 1.3096, 0.0381, 1.3677, 1.0196, 1.2658, 0.66666, 0.54885, 1.3472, 3.0896, 0.76787, 0.014991, 4.4402, 1.0868, 0.014854, 5.6714, 1.6921, 0.056989, 0.0084056, 0.00042153, 0.0046227, 0.0027416, 0.01148, 0.1204, 1.1556, 0.0025173, 2.9746e-05, 0.73136, 0.065268, 4.818e-05, 0.47003, 0.013521, 3.2968e-05, 0.55927, 0.89591, 0.65452, 0.31444, 0.076313, -2.8777, -1.2024, 0.40721, -0.0073583, 0.4508, -0.24374, -0.0091192, 1.7783, 0.42328, 0.025658, 1.8744, 1.0756, 1.6535, 0.84664, 0.66891, 4.4307, 3.8451, 0.96348, 0.019398, 5.6163, 1.577, 0.015993, 7.309, 2.5785, 0.069431, 0.15982, 0.002985, 0.09221, 0.026171, 0.03245, 4.9355, 2.3542, 0.028593, 6.6153e-05, 2.4655, 0.30631, 5.8273e-05, 2.8265, 0.4292, 0.00017705
14, 2.1818, 0.29133, 0.0918, 0.25974, 1.3333, 0.64866, 0.86012, 1.01, 1.4164, 0.57783, 0.32175, 1.3124, 0.80963, 0.79559, 0.00053, 4.1451, 1.2245, 0.00235, 3.7724, 0.61854, 0.05583, 0.80135, 1.0078, 1.4225, 0.49145, 0.32045, 4.335, 1.2355, 0.77325, 0.0061933, 2.976, 0.54596, 0.0079254, 4.4245, 0.83284, 0.044061, 0.68185, 0.96127, 1.2723, 0.40482, 0.1896, 3.7698, -0.4965, 0.68525, -0.0027462, 1.2633, 0.19656, -0.0014393, 3.3801, 0.64756, 0.036191, 0.92084, 1.0543, 1.5727, 0.57807, 0.45131, 4.9002, 2.9675, 0.86126, 0.015133, 4.6886, 0.89536, 0.01729, 5.4689, 1.0181, 0.05193, 0.0052777, 0.00079914, 0.0083377, 0.0027736, 0.0063291, 0.11806, 1.1088, 0.0028627, 2.9538e-05, 1.0841, 0.045122, 3.2414e-05, 0.40317, 0.012689, 2.2889e-05, -0.21844, 0.91238, 0.52674, 0.21601, 0.048686, 2.4877, -1.7779, 0.50653, -0.011371, -2.5229, -0.21169, -0.0063653, 1.239, -0.11377, 0.022807, 1.8211, 1.1031, 2.3183, 0.76688, 0.59222, 6.1823, 4.2489, 1.04, 0.023757, 8.4749, 1.3036, 0.022216, 7.6101, 1.7795, 0.065315, 0.38439, 0.0033626, 0.29658, 0.028041, 0.027299, 1.2613, 3.3564, 0.026295, 0.00011402, 11.176, 0.21217, 7.5484e-05, 3.7507, 0.3312, 0.00016697
15, 4.56, 0.08105, 0.04323, 0.2, 2.0833, 0.37977, 0.64628, 1.0768, 1.6017, 0.52521, 0.71765, 3.2224, 1.2615, 0.688, 0.00012, 2.2106, 0.23115, 0.04396, 6.1086, 2.4097, 0.04345, 1.059, 1.0368, 1.0434, 0.47565, 0.50861, 2.0275, 1.1525, 0.63393, 0.0045253, 2.7327, 0.66945, 0.033907, 4.2814, 1.6312, 0.060112, 0.91338, 0.99891, 0.92764, 0.36167, 0.31563, 1.0596, -0.43551, 0.52989, -0.0041041, 1.6942, 0.1969, 0.027393, 3.3236, 1.366, 0.051962, 1.2046, 1.0747, 1.1591, 0.58963, 0.70158, 2.9954, 2.7405, 0.73797, 0.013155, 3.7712, 1.142, 0.04042, 5.2393, 1.8964, 0.068261, 0.0078376, 0.00053026, 0.0049498, 0.004802, 0.013764, 0.34629, 0.9321, 0.0040009, 2.7524e-05, 0.39861, 0.082534, 1.5681e-05, 0.3391, 0.025999, 2.4549e-05, 0.78656, 0.94529, 0.76644, 0.11917, 0.20206, -3.6162, -1.6615, 0.38081, -0.019932, 0.59445, -0.54603, 0.027229, 2.692, -0.28396, 0.038752, 1.3314, 1.1283, 1.3203, 0.83213, 0.81516, 7.6712, 3.9665, 0.88705, 0.028982, 4.8709, 1.8849, 0.040585, 5.8709, 3.5463, 0.081471, 0.027432, 0.0030937, 0.028344, 0.046969, 0.034734, 11.773, 2.9268, 0.023681, 0.00022108, 1.6899, 0.54606, 1.6485e-05, 0.93375, 1.3556, 0.00016863
16, 2, 0.35329, 0.12544, 0.20759, 0.78652, 0.498, 0.26529, 1.0591, 1.8561, 0.25017, 0.10517, 2.8836, 2.3685, 0.71813, 0.00015, 3.775, 0.07673, 0.00094, 1.697, 1.6013, 0.03549, 0.89485, 1.0053, 1.4164, 0.40758, 0.29893, 1.3642, 1.2708, 0.76899, 0.0055279, 6.4701, 0.46513, 0.005798, 3.6358, 0.69461, 0.043119, 0.71943, 0.96803, 1.2626, 0.30673, 0.14402, 0.7407, -0.47007, 0.66984, -0.0033031, 4.9228, 0.10769, -0.0059741, 2.5046, 0.4358, 0.033642, 1.0703, 1.0425, 1.5703, 0.50843, 0.45385, 1.9877, 3.0117, 0.86813, 0.014359, 8.0173, 0.82256, 0.01757, 4.767, 0.95342, 0.052597, 0.011375, 0.00051226, 0.0087495, 0.0037593, 0.0088703, 0.14369, 1.1202, 0.0036332, 2.8825e-05, 0.88489, 0.047222, 5.1222e-05, 0.47297, 0.024758, 3.32e-05, 0.29544, 0.91403, 0.61567, 0.13409, 0.014796, 0.16883, -1.2412, 0.45727, -0.010653, 2.6617, -0.46593, -0.010551, 0.58469, -0.11808, 0.021219, 1.4943, 1.0965, 2.2172, 0.68107, 0.58307, 2.5596, 3.7829, 1.0807, 0.021708, 10.278, 1.3962, 0.022147, 6.6869, 1.5073, 0.06502, 0.1328, 0.0030758, 0.23699, 0.027646, 0.02984, 0.52816, 2.3324, 0.035913, 9.6768e-05, 5.3606, 0.3204, 9.8799e-05, 3.4409, 0.24412, 0.00017728
17, 3.9167, 0.12699, 0.06402, 0, 1.3229, 0.22169, 0.98261, 1.0157, 1.4987, 0.31919, 0.41162, 0.98462, 0.56256, 0.74492, 0.00767, 7.4124, 1.7882, 0.00233, 4.0706, 0.32542, 0.04698, 0.81421, 0.99879, 0.99135, 0.40785, 0.49033, 0.94291, 1.0322, 0.8439, 0.0056261, 6.1353, 0.85858, 0.0086435, 4.623, 0.49873, 0.044654, 0.63184, 0.9571, 0.88016, 0.30272, 0.31075, 0.39427, -0.67007, 0.73068, -0.0031243, 4.8095, 0.41423, -0.0036679, 3.5153, 0.25061, 0.033844, 0.99659, 1.0405, 1.1025, 0.51298, 0.66991, 1.4915, 2.7344, 0.95712, 0.014377, 7.4612, 1.3029, 0.020955, 5.7307, 0.74685, 0.055465, 0.012293, 0.00064233, 0.0045692, 0.0040851, 0.01192, 0.11125, 1.071, 0.0047377, 2.8301e-05, 0.64976, 0.072979, 5.6022e-05, 0.45351, 0.022755, 4.3194e-05, -0.24996, 0.90566, 0.48077, 0.12546, 0.19203, -0.76779, -0.93029, 0.56424, -0.0088626, 3.7907, 0.10453, -0.0081335, 2.1261, -0.093581, 0.022145, 1.8784, 1.0919, 1.5019, 0.69023, 0.78863, 2.6536, 2.9946, 1.1236, 0.020115, 8.4799, 1.6126, 0.02542, 7.1199, 1.091, 0.067164, 0.41857, 0.0032058, 0.096353, 0.029472, 0.03289, 1.0817, 1.4235, 0.028906, 7.759e-05, 2.0318, 0.21016, 0.00010403, 2.3043, 0.12967, 0.00018727
18, 3.5, 0.39435, 0.10278, 0.20989, 1.3757, 0.54613, 1.3573, 1.0758, 0.51689, 0.58708, 0.48509, 1.0719, 0.72147, 0.89135, 0.00032, 7.7913, 1.1948, 0.01131, 5.29, 0.40646, 0.05681, 1.1675, 1.0233, 1.415, 0.4392, 0.51433, 1.0664, 1.1933, 0.80973, 0.004998, 6.0812, 0.83646, 0.0081452, 4.6393, 0.56689, 0.042545, 1.0292, 0.98424, 1.2678, 0.3433, 0.30669, 0.48067, -0.5373, 0.72074, -0.0038029, 4.6821, 0.37755, -0.0038546, 3.7271, 0.37485, 0.034914, 1.3057, 1.0623, 1.5623, 0.5351, 0.72197, 1.6522, 2.924, 0.89872, 0.013799, 7.4804, 1.2954, 0.020145, 5.5516, 0.75892, 0.050177, 0.0070655, 0.00056331, 0.0080191, 0.0033991, 0.015935, 0.12682, 1.107, 0.0029269, 2.8628e-05, 0.72354, 0.077841, 5.3222e-05, 0.30758, 0.013631, 2.1529e-05, 0.2091, 0.9313, 0.64259, 0.16801, 0.19834, -1.1752, -1.7931, 0.48165, -0.0079513, 2.4646, -0.11505, -0.0070861, 1.4303, -0.61479, 0.021378, 2.1259, 1.1153, 2.1875, 0.71038, 0.83031, 3.3081, 4.1798, 1.1378, 0.017947, 9.6979, 1.788, 0.023376, 7.8484, 1.7486, 0.063713, 0.33949, 0.0031268, 0.22055, 0.027182, 0.036905, 1.8573, 3.2966, 0.039782, 6.1978e-05, 4.8345, 0.33464, 8.5747e-05, 3.8062, 0.51611, 0.00016561
19, 5.4951, 0.18313, 0.04428, 0.26576, 2.2281, 0.41515, 1.1184, 1.0798, 1.1035, 0.66249, 0.42974, 1.2357, 0.26638, 0.67189, 0.00121, 8.086, 1.3222, 0.02083, 7.9834, 0.74892, 0.04648, 1.2085, 1.0161, 1.223, 0.46847, 0.38406, 1.618, 1.0938, 0.57672, 0.0072763, 1.6009, 0.70935, 0.022731, 4.6493, 1.9853, 0.052435, 1.0894, 0.97914, 1.1082, 0.36631, 0.21337, 0.7762, -0.42208, 0.47863, 0.00012857, 0.28053, 0.26395, 0.020661, 3.5988, 1.7332, 0.044019, 1.3275, 1.053, 1.3379, 0.57063, 0.55476, 2.4597, 2.6096, 0.67481, 0.014424, 2.9212, 1.1548, 0.024801, 5.6999, 2.2373, 0.060851, 0.0052395, 0.00050389, 0.0048778, 0.0038577, 0.010769, 0.26188, 0.8493, 0.0035565, 1.8883e-05, 0.64433, 0.073325, 1.5832e-06, 0.40793, 0.023481, 2.6181e-05, 0.9062, 0.92496, 0.73056, 0.19419, 0.091025, -2.7497, -2.1633, 0.31234, -0.0065621, -1.8698, -0.58381, 0.020046, 2.0303, 0.29598, 0.030972, 1.5108, 1.1072, 1.7155, 0.74275, 0.6771, 5.9856, 4.3508, 0.84111, 0.021115, 5.0715, 2.0025, 0.025416, 7.2683, 3.6745, 0.073898, 0.033773, 0.0030674, 0.089642, 0.027806, 0.031739, 7.0507, 3.921, 0.025836, 7.0781e-05, 4.4521, 0.61809, 2.6653e-06, 2.5353, 1.0547, 0.00017026
20, 4, 0.25756, 0.09774, 0.21, 1.5, 0.38708, 0.80888, 0.96822, 1.9965, 0.35204, 0.52437, 0.40713, 1.5386, 0.85234, 0.00013, 0.85966, 1.2515, 0.00198, 3.1628, 1.1869, 0.04649, 1.1041, 0.99484, 1.4916, 0.52036, 0.46505, 1.1634, 1.2019, 0.73252, 0.0052567, 4.1803, 0.803, 0.0097607, 5.3771, 0.83199, 0.050397, 0.98562, 0.95923, 1.3692, 0.44279, 0.32143, 0.6815, -0.55635, 0.65287, -0.0030874, 3.0309, 0.39344, 0.00090607, 4.5635, 0.66967, 0.044005, 1.2226, 1.0305, 1.614, 0.59793, 0.60867, 1.6454, 2.9602, 0.81216, 0.013601, 5.3297, 1.2126, 0.018615, 6.1908, 0.99431, 0.05679, 0.0051885, 0.00046878, 0.0055359, 0.002224, 0.007624, 0.085851, 1.1427, 0.0023446, 2.5734e-05, 0.48831, 0.061999, 2.8979e-05, 0.24469, 0.0097384, 1.5102e-05, 0.38885, 0.90427, 0.86103, 0.27474, 0.18691, -2.3092, -2.0938, 0.45111, -0.0041196, -2.3115, -0.18385, -0.00089313, 1.3222, -0.28817, 0.029645, 1.8194, 1.0854, 2.1222, 0.76598, 0.74319, 4.6361, 4.4977, 1.0139, 0.014633, 10.672, 1.7898, 0.020414, 9.432, 1.9521, 0.07115, 0.18909, 0.0030323, 0.14697, 0.022298, 0.028594, 4.4572, 4.0147, 0.02927, 3.2494e-05, 15.577, 0.35995, 4.1952e-05, 6.0772, 0.46377, 0.00015918
21, 4, 0.23335, 0.05971, 0.73864, 0.95, 0.41217, 1.6449, 0.95325, 1.5069, 0.32566, 0.31955, 0.06911, 2.0257, 0.63946, 0.00364, 2.5114, 0.56838, 0.0121, 2.3161, 2.1292, 0.0762, 1.6453, 0.97642, 1.4693, 0.45699, 0.30749, 1.0105, 1.0505, 0.53142, 0.0062633, 3.0786, 0.52568, 0.0058819, 2.6525, 1.9431, 0.066803, 1.3961, 0.93, 1.307, 0.32165, 0.12872, 0.00062868, -0.61827, 0.39463, -0.0026807, 0.62146, 0.090203, -0.0048481, 0.82884, 1.5267, 0.051692, 1.8945, 1.0228, 1.6316, 0.59234, 0.48626, 2.0204, 2.7193, 0.66821, 0.015207, 5.5357, 0.96116, 0.016612, 4.4761, 2.3595, 0.081914, 0.022951, 0.00079622, 0.0097372, 0.0067706, 0.011812, 0.37697, 1.0293, 0.0069165, 2.9567e-05, 2.2315, 0.070094, 4.2555e-05, 1.2292, 0.064081, 8.4397e-05, 0.96064, 0.88108, 0.87467, 0.1772, 0.0096806, -0.16097, -1.0879, 0.2261, -0.0044709, -4.018, -0.63564, -0.011166, -1.2459, 1.1796, 0.041941, 2.33, 1.0718, 2.0639, 0.73678, 0.60531, 2.182, 3.1889, 0.83674, 0.016998, 10.175, 1.687, 0.022929, 6.5509, 2.7066, 0.091666, 0.17328, 0.0033597, 0.13068, 0.028935, 0.032782, 0.50726, 1.6902, 0.034455, 4.2588e-05, 18.614, 0.49848, 0.00010742, 5.6172, 0.21547, 0.00022848
22, 2.5, 0.47946, 0.05863, 0.19988, 0.83333, 0.85669, 0.81227, 1.0873, 1.38, 0.39822, 0.43119, 1.0617, 0.57231, 0.69524, 0.01855, 8.2264, 1.2439, 0.00839, 4.3326, 0.31149, 0.02851, 1.074, 1.0308, 1.2721, 0.41773, 0.40664, 2.1452, 1.2766, 0.78453, 0.0062669, 6.9165, 0.77078, 0.0078924, 4.3321, 0.52792, 0.039519, 0.90569, 0.9821, 1.0585, 0.27653, 0.20763, 0.99454, -0.48261, 0.64608, -0.0027219, 5.1138, 0.32764, -0.0048256, 3.0397, 0.18231, 0.027779, 1.2424, 1.0795, 1.4857, 0.55892, 0.60564, 3.2958, 3.0359, 0.92299, 0.015256, 8.7191, 1.2139, 0.02061, 5.6244, 0.87352, 0.051259, 0.010475, 0.00087675, 0.016864, 0.0073684, 0.014637, 0.48937, 1.1439, 0.0070853, 2.9864e-05, 1.2011, 0.072582, 5.9784e-05, 0.61732, 0.044148, 5.0941e-05, 0.46113, 0.93433, 0.51942, 0.12717, 0.096256, 0.7196, -1.2866, 0.56687, -0.00856, 3.1446, 0.19965, -0.0094939, 1.3542, -0.35451, 0.016549, 1.6869, 1.1273, 2.0248, 0.70829, 0.71702, 3.5708, 3.8399, 1.0022, 0.021094, 10.688, 1.3419, 0.025279, 7.3099, 1.4103, 0.062489, 0.13885, 0.0034402, 0.20941, 0.031205, 0.035607, 0.75117, 2.4284, 0.017512, 8.1254e-05, 5.2583, 0.12057, 0.00011173, 3.2775, 0.2878, 0.00019502
23, 4.56, 0.08105, 0.08646, 0.3, 1.0417, 0.27718, 1.4479, 0.98909, 1.2872, 0.52359, 0.53536, 1.2386, 1.0729, 0.69251, 0.01595, 2.9169, 0.78989, 0.02172, 8.5994, 0.67804, 0.05496, 1.0216, 1.0288, 1.0574, 0.69962, 0.42692, 1.4554, 1.151, 0.70317, 0.0059133, 2.1549, 0.54373, 0.027352, 4.9661, 1.4061, 0.050453, 0.85011, 0.98483, 0.94273, 0.60257, 0.24149, 1.0359, -0.57927, 0.60555, -0.003036, 0.31388, 0.15054, 0.017115, 3.5984, 1.1995, 0.039504, 1.1932, 1.0727, 1.1721, 0.79668, 0.61235, 1.8749, 2.8813, 0.8008, 0.014863, 3.9958, 0.93691, 0.037589, 6.3338, 1.6127, 0.061402, 0.010875, 0.00071373, 0.0048606, 0.0034816, 0.012709, 0.065042, 1.1066, 0.0035227, 2.9602e-05, 1.2527, 0.05714, 3.8735e-05, 0.6914, 0.015781, 4.4309e-05, 0.25924, 0.93461, 0.78982, 0.32244, 0.12506, 0.84296, -0.66484, 0.44955, -0.01904, -0.48131, -0.15913, 0.0081915, 3.0651, 0.98142, 0.027877, 1.784, 1.1229, 1.325, 1.0768, 0.72878, 2.0678, 2.9669, 0.9568, 0.030866, 4.791, 1.2466, 0.046512, 6.867, 1.8308, 0.07303, 0.21484, 0.0032772, 0.026465, 0.052583, 0.033678, 0.13863, 1.2187, 0.023775, 0.00023014, 2.5686, 0.18259, 0.00013569, 1.3356, 0.066666, 0.00018839
24, 6.2215, 0.12155, 0.01628, 0.09479, 2.0833, 0.31572, 1.9871, 0.958, 1.7262, 0.37289, 0.5704, 0.66887, 0.45233, 0.68311, 1e-05, 9.065, 0.79542, 0.00212, 1.375, 1.7917, 0.08933, 0.77918, 1.0375, 1.0415, 0.44909, 0.46112, 1.1327, 1.3383, 0.71173, 0.0055782, 4.5349, 0.74204, 0.0032904, 4.5708, 1.7747, 0.062059, 0.60141, 0.99558, 0.92882, 0.32473, 0.25914, 0.092283, -0.40324, 0.59515, -0.0032202, 2.8794, 0.30249, -0.0053228, 3.0605, 1.3966, 0.050693, 0.95696, 1.0794, 1.1541, 0.57344, 0.66309, 2.1731, 3.0798, 0.82831, 0.014377, 6.1904, 1.1816, 0.011904, 6.0812, 2.1528, 0.073425, 0.011681, 0.00064956, 0.0046899, 0.0057158, 0.015078, 0.40007, 1.121, 0.0050232, 2.8612e-05, 1.013, 0.07141, 2.742e-05, 0.84315, 0.052845, 4.7748e-05, 0.48371, 0.94427, 0.46082, 0.16618, 0.14882, -3.863, -1.7299, 0.43177, -0.0089611, 1.9529, -0.20139, -0.0054564, 1.6062, 0.18875, 0.039277, 1.0747, 1.1307, 1.6221, 0.73199, 0.77341, 6.1283, 4.4064, 0.99169, 0.020117, 7.1169, 1.6855, 0.012037, 7.5354, 3.3607, 0.084841, 0.032268, 0.003213, 0.12462, 0.029581, 0.036048, 9.2241, 3.4794, 0.028968, 7.8132e-05, 2.4641, 0.32898, 2.8278e-05, 3.2485, 0.92967, 0.00019183
25, 3.75, 0.72522, 0.11557, 0.2412, 0.99099, 0.57057, 1.0871, 0.99065, 1.6722, 0.31319, 0.66779, 0.7575, 0.90584, 0.89583, 0.00094, 9.2066, 0.81282, 0.00187, 4.7959, 0.41124, 0.05737, 1.4132, 1.0001, 1.455, 0.34411, 0.51315, 1.1784, 1.254, 0.73054, 0.006025, 7.0582, 0.96498, 0.007009, 5.0548, 0.34241, 0.054364, 1.1099, 0.95001, 1.24, 0.19738, 0.30771, 0.38872, -0.50601, 0.58243, -0.002928, 4.2473, 0.53649, -0.0048697, 3.5103, -0.15928, 0.037977, 1.7166, 1.0502, 1.6701, 0.49085, 0.71859, 1.9681, 3.014, 0.87865, 0.014978, 9.8691, 1.3935, 0.018888, 6.5994, 0.84411, 0.070751, 0.034007, 0.00092736, 0.017094, 0.0079583, 0.015599, 0.23051, 1.1449, 0.0081081, 2.9627e-05, 2.9203, 0.067862, 5.2153e-05, 0.88173, 0.093029, 9.9256e-05, 0.66709, 0.90292, 0.81144, 0.050876, 0.1986, 0.069365, -1.2433, 0.4085, -0.0085903, 2.7135, 0.085258, -0.010982, 2.0003, -0.66247, 0.028706, 2.1594, 1.0973, 2.0986, 0.63735, 0.82769, 2.2875, 3.7513, 1.0526, 0.02064, 11.403, 1.8447, 0.025, 8.1094, 1.3473, 0.080023, 0.20578, 0.0034909, 0.15309, 0.031782, 0.036569, 0.45463, 2.3051, 0.038334, 7.8952e-05, 6.9769, 0.28604, 0.00011963, 3.4485, 0.37323, 0.00024334
26, 2.8571, 0.37557, 0.09667, 0.13131, 1.6927, 0.62603, 1.405, 0.90815, 0.50188, 0.48596, 0.68235, 0.67907, 0.57241, 0.99338, 0.00092, 7.931, 1.4361, 0.001, 2.4199, 0.39314, 0.03929, 0.84486, 0.96814, 1.3912, 0.37425, 0.42085, 3.4886, 1.515, 0.77145, 0.0086218, 4.7468, 0.6412, 0.0046388, 4.1811, 0.57132, 0.040447, 0.71486, 0.92949, 1.236, 0.27737, 0.25364, 2.5768, -0.18724, 0.68852, 1.688e-05, 3.2569, 0.21438, -0.0061056, 3.178, 0.35026, 0.033535, 0.97486, 1.0068, 1.5465, 0.47112, 0.58806, 4.4004, 3.2172, 0.85438, 0.017227, 6.2367, 1.068, 0.015383, 5.1843, 0.79239, 0.047359, 0.0062467, 0.00055212, 0.008907, 0.0034686, 0.010334, 0.30728, 1.071, 0.002542, 2.7368e-05, 0.82045, 0.067332, 4.2669e-05, 0.37194, 0.018062, 1.7659e-05, 0.37419, 0.87633, 0.52501, 0.10171, 0.12983, -1.0541, -1.9755, 0.48497, -0.0060078, 1.0656, -0.18343, -0.0065708, 1.0908, -0.46604, 0.019528, 1.3155, 1.06, 2.2574, 0.64678, 0.71187, 8.0314, 5.0054, 1.0579, 0.023251, 8.428, 1.4658, 0.015848, 7.2715, 1.6087, 0.061366, 0.081879, 0.0031156, 0.27733, 0.027453, 0.031304, 7.6274, 4.503, 0.030334, 7.9106e-05, 5.0087, 0.25134, 4.6443e-05, 3.5299, 0.39775, 0.00016174
