Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, gamma, kappa, eta1, sig, lam, mup, sigp, rsmax, alpha, alpha1, alpha2, betam1, n, kappa_k, res_min, gamma.median, kappa.median, eta1.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, alpha.median, alpha1.median, alpha2.median, betam1.median, n.median, kappa_k.median, res_min.median, gamma.q5, kappa.q5, eta1.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, n.q5, kappa_k.q5, res_min.q5, gamma.q95, kappa.q95, eta1.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, n.q95, kappa_k.q95, res_min.q95, gamma.var, kappa.var, eta1.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, alpha.var, alpha1.var, alpha2.var, betam1.var, n.var, kappa_k.var, res_min.var, gamma.q5_w_mnoise, kappa.q5_w_mnoise, eta1.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, n.q5_w_mnoise, kappa_k.q5_w_mnoise, res_min.q5_w_mnoise, gamma.q95_w_mnoise, kappa.q95_w_mnoise, eta1.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, n.q95_w_mnoise, kappa_k.q95_w_mnoise, res_min.q95_w_mnoise, gamma.var_w_mnoise, kappa.var_w_mnoise, eta1.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, n.var_w_mnoise, kappa_k.var_w_mnoise, res_min.var_w_mnoise
27, 3, 0.24453, 0.05395, 0.11871, 1.5151, 0.59776, 0.55993, 0.90153, 1.752, 0.16836, 0.42723, 7.2512, 6.4201, 0.49806, 0.02915, 0.45405, 0.26621, 0.00774, 4.9483, 0.69782, 0.04736, 0.72372, 0.99149, 1.3563, 0.44184, 0.49884, 1.6884, 1.3077, 0.71824, 0.0057179, 5.0907, 0.85874, 0.010245, 5.5928, 0.69402, 0.044934, 0.61173, 0.95928, 1.2152, 0.37057, 0.40061, 0.90163, -0.32695, 0.64459, -0.0030737, 3.8791, 0.54337, 0.0040184, 4.7312, 0.51543, 0.038635, 0.83571, 1.0237, 1.4974, 0.51312, 0.59706, 2.4752, 2.9423, 0.7919, 0.01451, 6.3023, 1.1741, 0.016472, 6.4544, 0.87262, 0.051234, 0.0046355, 0.00038338, 0.0073605, 0.0018775, 0.0035661, 0.2288, 0.98758, 0.0020054, 2.8568e-05, 0.54256, 0.03676, 1.4331e-05, 0.27437, 0.011789, 1.4668e-05, 0.03308, 0.9022, 0.28381, 0.17708, 0.24119, -2.1645, -1.9154, 0.4151, -0.0081085, -2.0288, 0.032137, 0.0018787, 1.966, -0.42629, 0.02421, 1.4144, 1.0808, 2.4288, 0.70661, 0.75648, 5.5413, 4.5307, 1.0214, 0.019544, 12.21, 1.6853, 0.018612, 9.2196, 1.8143, 0.065659, 0.1763, 0.0029469, 0.42516, 0.025909, 0.024536, 5.4867, 3.8395, 0.033966, 7.0659e-05, 18.734, 0.25254, 2.5872e-05, 4.8618, 0.4639, 0.00015875
28, 6.5574, 0.1047, 0.0838, 0.50605, 0.88496, 0.24638, 0.8706, 1.074, 0.64377, 0.86394, 0.58756, 2.2467, 0.40053, 0.66611, 0.00057, 9.965, 0.31629, 0.01586, 3.4083, 2.1609, 0.08053, 1.0952, 0.98473, 1.174, 0.647, 0.49325, 1.6749, 1.0174, 0.52158, 0.0056476, 6.1983, 0.73016, 0.020451, 2.3256, 2.3584, 0.072706, 0.89016, 0.93934, 1.0467, 0.5374, 0.36073, 1.2447, -0.70107, 0.41115, -0.0032229, 4.4535, 0.42761, 0.012264, 0.76518, 2.1347, 0.060521, 1.3002, 1.0301, 1.3013, 0.7566, 0.62578, 2.1051, 2.7358, 0.63201, 0.014518, 7.9431, 1.0327, 0.028638, 3.8859, 2.5821, 0.084892, 0.015536, 0.00076142, 0.0059872, 0.0044399, 0.0064913, 0.068395, 1.0915, 0.0045074, 2.9083e-05, 1.1252, 0.033833, 2.4775e-05, 0.89992, 0.018497, 5.4884e-05, 0.45865, 0.88988, 0.57554, 0.37043, 0.22068, 0.92914, -0.81425, 0.24184, -0.0089227, 3.5467, 0.077258, 0.0052572, -0.70652, 1.8933, 0.049505, 1.7317, 1.0796, 1.7725, 0.92358, 0.76583, 2.4207, 2.849, 0.80131, 0.020218, 8.8498, 1.3831, 0.035645, 5.3576, 2.8234, 0.095908, 0.14975, 0.0033249, 0.13238, 0.028273, 0.027461, 0.20557, 1.24, 0.028923, 7.8466e-05, 2.5987, 0.15756, 8.5326e-05, 3.398, 0.079939, 0.00019896
29, 2, 0.062, 0.15337, 0.3497, 1.1719, 0.35343, 1.7917, 1.0908, 0.92032, 0.88552, 0.88839, 1.045, 1.079, 0.88366, 0.00026, 0.65724, 0.65562, 0.00892, 6.7166, 0.85853, 0.04083, 0.71459, 1.0377, 1.1591, 0.64769, 0.3853, 1.5147, 1.2759, 0.72344, 0.006476, 3.3374, 0.92629, 0.0023025, 4.1928, 1.261, 0.035473, 0.50935, 0.99744, 1.003, 0.53202, 0.23801, 0.75016, -0.45643, 0.61037, -0.0025127, 2.0695, 0.5465, -0.0071732, 2.912, 1.0215, 0.024547, 0.91983, 1.0781, 1.3153, 0.76337, 0.53259, 2.2793, 3.0083, 0.83651, 0.015465, 4.6053, 1.3061, 0.011778, 5.4737, 1.5005, 0.0464, 0.01557, 0.0006006, 0.0090093, 0.0049454, 0.0080184, 0.21607, 1.1092, 0.0047253, 2.9863e-05, 0.59419, 0.053311, 3.3187e-05, 0.6064, 0.021199, 4.4129e-05, -0.21976, 0.94522, 0.43258, 0.36946, 0.10525, 0.097209, -0.57352, 0.42233, -0.0081726, 0.81012, 0.18408, -0.015409, 1.1594, 0.64611, 0.012908, 1.6489, 1.1303, 1.8857, 0.92593, 0.66535, 2.9323, 3.1254, 1.0245, 0.021125, 5.8647, 1.6685, 0.020014, 7.2262, 1.876, 0.058039, 0.32268, 0.0031641, 0.19512, 0.028613, 0.028988, 0.7427, 1.2643, 0.03351, 7.9312e-05, 2.3607, 0.20361, 0.00011595, 3.401, 0.13976, 0.00018821
30, 3.0049, 0.16268, 0.06944, 0.10201, 1.3368, 0.42998, 0.19636, 0.96975, 1.0673, 0.50572, 0.51429, 1.9557, 0.59306, 0.60697, 0.00332, 4.0659, 0.22156, 0.00313, 5.5905, 0.29652, 0.03673, 0.63914, 1.0175, 1.0788, 0.47839, 0.53001, 2.1826, 1.2313, 0.73291, 0.0074589, 5.8249, 0.7076, 0.0075169, 5.6123, 0.65302, 0.047467, 0.50379, 0.98468, 0.96601, 0.41115, 0.41785, 1.6275, -0.20102, 0.65437, -4.6511e-05, 4.6326, 0.34722, 0.00079413, 4.7587, 0.48339, 0.04106, 0.77449, 1.0503, 1.1915, 0.54563, 0.64217, 2.7377, 2.6637, 0.81144, 0.014964, 7.0172, 1.068, 0.01424, 6.4659, 0.82265, 0.053873, 0.0067713, 0.00039802, 0.0046988, 0.001671, 0.0046495, 0.1139, 0.7583, 0.0022798, 2.0821e-05, 0.52543, 0.048001, 1.6705e-05, 0.2693, 0.010636, 1.5169e-05, -0.41287, 0.92798, -0.019398, 0.31744, 0.26674, 0.34357, -0.67941, 0.33951, -0.0050004, 3.5005, -0.5279, -0.005354, 1.7953, -0.36764, 0.026709, 1.6911, 1.107, 2.1769, 0.63934, 0.79329, 4.0216, 3.1421, 1.1263, 0.019918, 8.1494, 1.9431, 0.020388, 9.4294, 1.6737, 0.068224, 0.40906, 0.0029615, 0.44574, 0.0095747, 0.025619, 1.25, 1.3494, 0.057202, 5.7377e-05, 1.997, 0.56419, 6.123e-05, 5.3852, 0.38504, 0.00015925
31, 4.7, 0.41303, 0.08776, 0.4617, 1.9192, 0.52352, 1.9273, 1.0065, 1.9418, 0.63449, 0.58351, 1.2537, 0.6942, 0.94268, 6e-05, 6.5153, 0.04537, 0.00219, 2.908, 1.3303, 0.03907, 1.45, 1.029, 1.3453, 0.51977, 0.59807, 0.84838, 0.87767, 0.76766, 0.0037923, 6.2934, 0.68553, 0.0058613, 2.4107, 1.1035, 0.065777, 1.2841, 0.99119, 1.1842, 0.39399, 0.4599, -0.13476, -0.4588, 0.65499, -0.0033212, 4.7123, 0.27683, 0.00080208, 1.2394, 0.78178, 0.055893, 1.616, 1.0668, 1.5064, 0.64556, 0.73625, 1.8315, 2.2141, 0.88034, 0.010906, 7.8745, 1.0942, 0.010921, 3.5819, 1.4251, 0.07566, 0.010179, 0.00052844, 0.0095952, 0.0058479, 0.0070569, 0.35725, 0.66018, 0.0046924, 1.8703e-05, 0.92396, 0.061739, 9.4605e-06, 0.50701, 0.038245, 3.6108e-05, 1.1118, 0.93754, 0.75026, 0.23655, 0.32271, -4.1772, -2.2028, 0.48678, -0.0090088, 2.6149, -0.30068, 0.00042741, -0.67206, -0.29867, 0.043697, 1.7882, 1.1205, 1.9403, 0.803, 0.87344, 5.874, 3.9582, 1.0486, 0.016593, 9.9719, 1.6717, 0.011295, 5.4934, 2.5056, 0.087856, 0.042272, 0.0030919, 0.13087, 0.029649, 0.028027, 9.3352, 3.5074, 0.029162, 6.0567e-05, 5.0013, 0.35948, 1.0914e-05, 3.5125, 0.72664, 0.00018019
32, 6.58, 0.15255, 0.05183, 0.41875, 1.0417, 0.27964, 1.2589, 0.91403, 1.7128, 0.13078, 0.40948, 0.81358, 1.995, 0.25709, 0.00968, 1.9398, 0.42969, 0.00027, 1.8152, 2.1744, 0.06344, 1.1035, 0.98479, 1.1477, 0.68628, 0.4721, 1.1054, 0.95868, 0.68843, 0.0048323, 6.1386, 0.83456, 0.0045553, 3.1104, 2.2885, 0.061911, 0.94299, 0.95291, 1.0291, 0.59672, 0.36555, 0.59374, -0.45293, 0.60202, -0.0036656, 5.1868, 0.53788, -0.00038299, 2.0234, 2.0707, 0.053722, 1.264, 1.0167, 1.2664, 0.77584, 0.57864, 1.6172, 2.3703, 0.77484, 0.01333, 7.0903, 1.1312, 0.0094936, 4.1975, 2.5063, 0.070101, 0.0095213, 0.00037557, 0.0052039, 0.0029647, 0.0041958, 0.096781, 0.73651, 0.0027598, 2.6691e-05, 0.3348, 0.032533, 9.0136e-06, 0.43676, 0.01753, 2.479e-05, 0.35925, 0.89561, 0.5499, 0.41704, 0.21117, 0.36388, -0.66188, 0.41742, -0.0095134, 3.9281, 0.11142, -0.011425, 0.28511, 1.8473, 0.040537, 1.8477, 1.074, 1.7455, 0.95552, 0.73303, 1.847, 2.5792, 0.95943, 0.019178, 8.349, 1.5577, 0.020536, 5.9358, 2.7297, 0.083286, 0.20472, 0.0029391, 0.13209, 0.026793, 0.025165, 0.20326, 0.97068, 0.027145, 7.6065e-05, 1.8059, 0.19328, 9.4392e-05, 2.9504, 0.071957, 0.00016887
33, 3.0049, 0.2895, 0.12357, 0.36241, 1.3368, 0.48702, 1.8249, 1.074, 1.2253, 0.20694, 0.41138, 1.6604, 7.7699, 0.68264, 0.01968, 0.59822, 0.11743, 0.04534, 4.2926, 0.22415, 0.03884, 1.1596, 1.0044, 1.5321, 0.52851, 0.4062, 1.4108, 1.0917, 0.81297, 0.014817, 2.3481, 0.88402, 0.020192, 5.0625, 1.0472, 0.039692, 1.0055, 0.96193, 1.3969, 0.43683, 0.26277, 0.89823, -0.35212, 0.71473, 0.0078249, 0.57673, 0.49763, 0.012448, 4.0438, 0.85773, 0.031467, 1.3137, 1.047, 1.6674, 0.62018, 0.54964, 1.9234, 2.5355, 0.9112, 0.02181, 4.1194, 1.2704, 0.027937, 6.0812, 1.2366, 0.047918, 0.0087769, 0.00066801, 0.0067645, 0.0031064, 0.0076044, 0.097106, 0.7705, 0.0035668, 1.8072e-05, 1.1597, 0.055182, 2.2167e-05, 0.38355, 0.013264, 2.5008e-05, 0.15973, 0.91094, 0.55222, 0.25735, 0.12816, -0.47999, -1.7407, 0.41039, 0.0017765, -3.3197, -0.074133, 0.0070487, 1.588, -0.11182, 0.018304, 2.1594, 1.0979, 2.5121, 0.79967, 0.68425, 3.3016, 3.9242, 1.2155, 0.027858, 8.0158, 1.8422, 0.033336, 8.5371, 2.2061, 0.061081, 0.36948, 0.0032315, 0.35491, 0.027177, 0.028574, 1.3214, 2.9653, 0.059903, 6.2857e-05, 11.873, 0.33933, 6.3852e-05, 4.4622, 0.49647, 0.00016909
34, 2.5, 0.13114, 0.11054, 0.25389, 0.97222, 0.42379, 0.88513, 0.94691, 1.3673, 0.69261, 0.85921, 2.5579, 1.0546, 0.53489, 0.00371, 0.3588, 0.53943, 0.00061, 2.3382, 1.1408, 0.02865, 0.70426, 1.0147, 1.0701, 0.66983, 0.51784, 1.3004, 1.134, 0.72973, 0.0058693, 2.0096, 0.58673, 0.0075241, 5.1801, 0.85384, 0.049585, 0.55915, 0.97663, 0.94657, 0.58904, 0.37715, 0.71362, -0.58937, 0.64415, -0.0030073, 0.49418, 0.26988, -0.003445, 4.1369, 0.68894, 0.041705, 0.84936, 1.0528, 1.1937, 0.75062, 0.65852, 1.8872, 2.8574, 0.8153, 0.014746, 3.5251, 0.90358, 0.018493, 6.2232, 1.0187, 0.057466, 0.0077822, 0.0005362, 0.0056411, 0.0024125, 0.0073156, 0.12727, 1.0978, 0.0027064, 2.9123e-05, 0.84887, 0.037107, 4.4472e-05, 0.4022, 0.01005, 2.2954e-05, 0.013189, 0.92315, 0.1364, 0.43611, 0.2412, 0.48858, -0.71996, 0.37848, -0.0084822, -0.44624, -0.39384, -0.011298, 1.8154, 0.16854, 0.028327, 1.3953, 1.1063, 2.0038, 0.90354, 0.79447, 2.1122, 2.988, 1.081, 0.020221, 4.4655, 1.5673, 0.026346, 8.5448, 1.5391, 0.070844, 0.17652, 0.0030997, 0.32223, 0.020189, 0.028285, 0.2436, 1.2704, 0.045601, 7.6128e-05, 2.2293, 0.35538, 0.00013094, 4.1845, 0.17358, 0.00016703
35, 6.5574, 0.12536, 0.07885, 0.13961, 0.88496, 0.18522, 1.0637, 1.0594, 0.53823, 0.58288, 0.62286, 1.9736, 0.46374, 0.76149, 0.00056, 4.3636, 0.72288, 0.00637, 5.6036, 0.61502, 0.06222, 1.0791, 1.0356, 1.0861, 0.47813, 0.52644, 0.80456, 1.19, 0.74294, 0.0055037, 3.997, 0.95272, 0.0026931, 4.903, 1.224, 0.063514, 0.89432, 0.99707, 0.9718, 0.36803, 0.34323, 0.31838, -0.44298, 0.6387, -0.0031978, 2.4341, 0.54275, -0.0051403, 3.6713, 0.95577, 0.051989, 1.2639, 1.074, 1.2004, 0.58823, 0.70965, 1.2907, 2.823, 0.84718, 0.014205, 5.5599, 1.3627, 0.010527, 6.1347, 1.4923, 0.075039, 0.012619, 0.00054721, 0.0048287, 0.0044806, 0.012406, 0.087366, 0.98565, 0.0040163, 2.7985e-05, 0.90285, 0.062121, 2.268e-05, 0.56072, 0.026595, 4.9093e-05, 0.44277, 0.94381, 0.49011, 0.20137, 0.22594, 0.026288, -0.57933, 0.46512, -0.0089641, 1.4717, 0.21055, -0.012691, 2.0246, 0.67139, 0.040652, 1.7154, 1.1273, 1.6821, 0.75489, 0.82694, 1.5828, 2.9594, 1.0208, 0.019972, 6.5224, 1.6949, 0.018077, 7.7814, 1.7766, 0.086375, 0.14966, 0.0031107, 0.13129, 0.028311, 0.033375, 0.22388, 1.1571, 0.028527, 7.7367e-05, 2.3571, 0.20359, 8.7478e-05, 3.0623, 0.11288, 0.00019317
36, 4.6981, 0.15862, 0.04387, 0.1029, 0.84667, 0.3102, 0.79241, 1.0622, 0.55011, 0.45916, 0.3469, 1.3454, 1.1421, 0.89835, 0.02138, 6.0631, 0.12965, 0.02151, 9.4721, 1.0125, 0.05454, 1.0776, 1.012, 1.1145, 0.44899, 0.43638, 1.169, 1.3089, 0.75125, 0.0036984, 4.9611, 0.75727, 0.013514, 6.3373, 0.63284, 0.058475, 0.9423, 0.98032, 1.0126, 0.36413, 0.30935, 0.74496, 0.54241, 0.66728, -0.00334, 3.9368, 0.42093, 0.0051972, 5.4816, 0.46851, 0.051542, 1.213, 1.0438, 1.2164, 0.53386, 0.56342, 1.593, 2.0754, 0.83523, 0.010737, 5.9854, 1.0936, 0.021831, 7.1929, 0.79716, 0.065408, 0.0067703, 0.00037193, 0.0038366, 0.0026621, 0.0059648, 0.066451, 0.21715, 0.0026065, 1.8311e-05, 0.38779, 0.041813, 2.5566e-05, 0.27059, 0.0099809, 1.7766e-05, 0.46857, 0.92293, 0.80047, 0.17032, 0.16644, 0.28311, 0.18323, 0.506, -0.013039, 2.7689, -0.078063, -0.0016743, 4.237, 0.16806, 0.037549, 1.6867, 1.1012, 1.4285, 0.72766, 0.70633, 2.0548, 2.4346, 0.99651, 0.020436, 7.1532, 1.5926, 0.028702, 8.4375, 1.0976, 0.079401, 0.13711, 0.0029354, 0.036451, 0.028703, 0.026934, 0.29005, 0.46835, 0.022232, 0.00010354, 1.7762, 0.25791, 8.5264e-05, 1.6304, 0.079844, 0.00016185
37, 4, 0.2671, 0.04197, 0.13674, 2.25, 0.51118, 1.5134, 1.0564, 1.5884, 0.25543, 0.47478, 0.82318, 1.1474, 0.69133, 0.0006, 4.2576, 0.14208, 0.00957, 3.4762, 0.69529, 0.05307, 0.9499, 0.9556, 1.4535, 0.46907, 0.56529, 1.4909, 1.475, 0.70924, 0.0072962, 4.4495, 0.64954, 0.0016005, 4.5261, 1.0584, 0.051993, 0.83053, 0.9211, 1.3171, 0.35022, 0.3897, 0.59617, -0.20658, 0.60944, -0.0016513, 2.9875, 0.20324, -0.0080973, 3.4211, 0.79136, 0.044354, 1.0693, 0.99009, 1.5898, 0.58793, 0.74087, 2.3857, 3.1566, 0.80903, 0.016244, 5.9115, 1.0959, 0.011298, 5.6312, 1.3254, 0.059632, 0.0052667, 0.00043977, 0.0068726, 0.0052211, 0.011395, 0.29592, 1.0452, 0.0036812, 2.959e-05, 0.79003, 0.073623, 3.4761e-05, 0.45134, 0.02635, 2.157e-05, 0.63551, 0.86545, 0.81196, 0.19347, 0.26937, -2.7238, -2.2558, 0.40569, -0.0025983, -1.6514, -0.46052, -0.0082654, 0.38818, -0.21566, 0.030823, 1.2643, 1.0457, 2.095, 0.74468, 0.8612, 5.7057, 5.2059, 1.0128, 0.017191, 10.55, 1.7596, 0.011466, 8.6641, 2.3324, 0.073163, 0.036532, 0.0030033, 0.15211, 0.028075, 0.032365, 6.5659, 5.1447, 0.034055, 3.6185e-05, 13.757, 0.45545, 3.5976e-05, 6.3287, 0.59993, 0.00016565
38, 2, 0.16718, 0.11289, 0.56689, 1.3123, 0.52876, 0.97247, 0.93562, 1.2127, 0.15669, 0.52852, 2.2164, 0.89257, 0.2654, 0.00597, 0.57087, 1.1129, 0.00026, 1.604, 1.4799, 0.07342, 1.0622, 0.99388, 1.2245, 0.56265, 0.30051, 0.8677, 1.381, 0.4883, 0.0064328, 3.1572, 0.83106, 0.0084456, 1.8002, 1.601, 0.04282, 0.87476, 0.94389, 1.0757, 0.45113, 0.13486, 0.015083, -0.38552, 0.37542, -0.0025528, 1.1543, 0.40165, -0.0041107, 0.38495, 1.338, 0.032072, 1.2496, 1.0439, 1.3734, 0.67417, 0.46617, 1.7203, 3.1474, 0.60117, 0.015418, 5.16, 1.2605, 0.021002, 3.2154, 1.864, 0.053568, 0.012984, 0.00092338, 0.0081899, 0.0045969, 0.010142, 0.26869, 1.1534, 0.004709, 2.9842e-05, 1.4827, 0.068153, 5.8274e-05, 0.7403, 0.025559, 4.2695e-05, 0.087255, 0.89675, 0.44016, 0.29052, 0.010385, -0.93263, -0.78858, 0.17922, -0.008561, 0.098513, -0.11219, -0.0081407, -1.4164, 0.47689, 0.020341, 2.0371, 1.091, 2.0089, 0.83477, 0.59064, 2.668, 3.5505, 0.79738, 0.021427, 6.2158, 1.7743, 0.025032, 5.0168, 2.7251, 0.0653, 0.35131, 0.0034869, 0.22741, 0.02737, 0.031112, 1.198, 1.7397, 0.035309, 8.3094e-05, 3.4578, 0.32884, 0.00010168, 3.8241, 0.46705, 0.00018678
39, 1.9912, 0.27023, 0.05807, 0.30689, 1.0526, 0.71435, 1.6918, 1.0025, 1.5077, 0.23838, 0.30685, 8.142, 0.05836, 0.99276, 0.03226, 0.59444, 0.01478, 0.01515, 3.4914, 0.40701, 0.08043, 0.75869, 1.019, 1.3665, 0.53528, 0.27251, 1.8353, 1.3048, 0.71751, 0.0062139, 3.1074, 0.70232, 0.0039181, 4.4873, 0.8886, 0.049017, 0.61839, 0.97312, 1.2036, 0.43275, 0.13078, 1.0785, -0.46271, 0.61088, -0.0027733, 1.211, 0.34683, -0.006192, 3.2377, 0.64976, 0.039745, 0.899, 1.065, 1.5295, 0.63781, 0.41425, 2.5921, 3.0723, 0.82414, 0.015201, 5.0039, 1.0578, 0.014028, 5.7369, 1.1274, 0.058289, 0.007276, 0.00077949, 0.0098154, 0.0038854, 0.0074251, 0.21168, 1.1547, 0.0042027, 2.9853e-05, 1.3293, 0.046707, 3.778e-05, 0.57713, 0.021084, 3.1775e-05, -0.016556, 0.92394, 0.53308, 0.25033, -0.0046564, 0.89398, -1.169, 0.47299, -0.010291, -3.0298, 0.046915, -0.014764, 1.2967, 0.018924, 0.027205, 1.5339, 1.1141, 2.2, 0.82023, 0.54968, 2.7766, 3.7786, 0.96203, 0.022719, 9.2447, 1.3577, 0.0226, 7.6779, 1.7583, 0.07083, 0.22214, 0.003343, 0.25674, 0.030012, 0.028395, 0.32751, 2.2619, 0.022099, 0.00010069, 13.922, 0.15877, 0.000129, 3.7626, 0.27955, 0.00017586
40, 1.5, 0.12975, 0.1397, 0.3332, 0.9697, 0.50471, 0.17717, 0.96432, 0.58978, 0.9131, 0.03206, 2.1719, 0.8805, 0.99635, 0.01558, 4.1445, 0.31675, 0.00676, 4.9521, 0.96827, 0.03542, 0.74639, 1.0161, 1.1448, 0.64927, 0.41106, 1.7154, 1.3182, 0.71534, 0.0061689, 2.2548, 0.93068, 0.0017557, 4.5663, 1.1824, 0.042546, 0.53895, 0.97361, 0.98948, 0.55589, 0.20328, 1.0577, -0.41221, 0.61664, -0.0027758, 0.80773, 0.50683, -0.010377, 3.2349, 0.94275, 0.031555, 0.95383, 1.0585, 1.3002, 0.74265, 0.61885, 2.3731, 3.0485, 0.81404, 0.015114, 3.7019, 1.3545, 0.013888, 5.8976, 1.4221, 0.053537, 0.015905, 0.00066638, 0.008921, 0.0032228, 0.015958, 0.15987, 1.1067, 0.0036004, 2.9572e-05, 0.77399, 0.066399, 5.4407e-05, 0.65515, 0.021234, 4.4647e-05, 0.045267, 0.92259, 0.46909, 0.37936, 0.094979, 0.67761, -0.5505, 0.42698, -0.0085108, -0.19405, 0.0089039, -0.017326, 1.5482, 0.32901, 0.019949, 1.4475, 1.1095, 1.8206, 0.91919, 0.72715, 2.7532, 3.1868, 1.0037, 0.020849, 4.7037, 1.8525, 0.020838, 7.5843, 2.0359, 0.065143, 0.18169, 0.0032299, 0.16878, 0.026928, 0.036927, 0.39807, 1.2906, 0.030734, 7.965e-05, 2.2166, 0.31405, 0.00013458, 3.3666, 0.2692, 0.00018873
41, 4.7, 0.26135, 0.13402, 0.19952, 1.3333, 0.26562, 1.4242, 0.97031, 1.9281, 0.55257, 0.62716, 1.6537, 0.50733, 0.87132, 0.00195, 5.9565, 0.8309, 0.0031, 3.9174, 0.4819, 0.03888, 1.1596, 0.98982, 1.5047, 0.47096, 0.60518, 1.2587, 1.2248, 0.75514, 0.0036658, 4.1753, 0.91701, 0.0063778, 4.8767, 0.81821, 0.056342, 0.97772, 0.9529, 1.3546, 0.381, 0.43031, 0.52409, -0.47268, 0.65887, -0.0037516, 2.6905, 0.48971, -0.0053995, 3.6163, 0.58232, 0.045623, 1.3415, 1.0267, 1.6547, 0.56092, 0.78004, 1.9934, 2.9222, 0.85141, 0.011083, 5.66, 1.3443, 0.018155, 6.1372, 1.0541, 0.067061, 0.012225, 0.00050388, 0.0083183, 0.0029911, 0.011301, 0.19948, 1.065, 0.0034257, 2.0335e-05, 0.81482, 0.067486, 5.1267e-05, 0.58722, 0.020566, 4.2466e-05, 0.13947, 0.89872, 1.0504, 0.2072, 0.30969, -0.70077, -1.5882, 0.50115, -0.0087584, -2.2397, 0.22034, -0.0096891, 1.5985, 0.22557, 0.033876, 2.1797, 1.0809, 1.9589, 0.73472, 0.90066, 3.2182, 4.0377, 1.0091, 0.01609, 10.59, 1.6137, 0.022445, 8.1549, 1.4109, 0.078808, 0.38464, 0.0030674, 0.076262, 0.025714, 0.032271, 1.4192, 2.9247, 0.023845, 5.7053e-05, 15.21, 0.17939, 9.5414e-05, 3.9721, 0.12982, 0.00018655
42, 3, 0.35974, 0.12176, 0.20036, 0.48387, 0.37378, 0.61482, 0.9618, 1.2713, 0.32289, 0.29609, 1.5024, 0.77862, 0.65415, 0.00472, 9.4119, 0.48097, 0.00393, 2.9344, 0.90805, 0.06033, 1.0768, 1.02, 1.4778, 0.37174, 0.5101, 1.6917, 1.2672, 0.77433, 0.0053904, 5.5128, 0.7824, 0.009005, 4.5001, 0.61439, 0.044209, 0.90819, 0.98295, 1.3295, 0.24991, 0.33309, 0.96586, -0.43252, 0.6644, -0.003478, 4.0501, 0.33314, -0.0026372, 3.3292, 0.34721, 0.035113, 1.2454, 1.057, 1.6261, 0.49358, 0.68712, 2.4176, 2.9668, 0.88426, 0.014259, 6.9756, 1.2317, 0.020647, 5.671, 0.88156, 0.053305, 0.01051, 0.0005072, 0.0081281, 0.0054865, 0.011581, 0.19475, 1.0678, 0.0044663, 2.9069e-05, 0.79085, 0.0746, 5.0097e-05, 0.50677, 0.026383, 3.0581e-05, 0.51827, 0.92884, 0.60798, 0.09085, 0.21334, -0.20702, -1.1478, 0.43044, -0.0089835, 1.7728, -0.082883, -0.0048703, 1.2582, -0.1035, 0.022471, 1.6354, 1.1111, 2.3476, 0.65264, 0.80687, 3.5905, 3.6822, 1.1182, 0.019764, 9.2529, 1.6477, 0.02288, 7.742, 1.3323, 0.065948, 0.11531, 0.0030707, 0.27965, 0.029163, 0.032551, 1.3326, 2.1556, 0.043711, 7.6366e-05, 5.1702, 0.27673, 7.1159e-05, 3.8847, 0.19048, 0.00017466
