Unnamed: 0,UniqueId,Name_x,Type,FailureType,ar,lrr,srr,alr,sdr,smr,Name_y,Location,res_mean,res_median,res_std,res_max,res_min,gamma,kappa,eta1,sig,lam,mup,sigp,rsmax,alpha,alpha1,alpha2,betam1,n,kappa_k,color
241,168,"Saatcioglu and Grira 1999, BG-4",Rectangular,Flexure,4.7,0.3920207541420919,0.0893472910671677,0.4617046818727491,2.6666666666666665,0.5021850676314081,"Saatcioglu and Grira 1999, BG-4",c267b521-dede-4586-8cb5-75bdbb85cbcf-007,0.0714408644861206,0.0712434421449332,0.0016390605683574,0.0779689122105755,0.0677063744213013,0.9143318878650036,1.0239055083258135,1.9296620996874927,0.5723200603159245,0.7455335273694903,1.7294276131663926,0.1237871737981172,0.8340771468008091,4.242578368419286e-05,4.612342097438362,1.9518789701381845,0.0105279950487662,1.7727437420275975,0.8609397241291692,blue
175,66,"Sakai et al. 1990, B1",Rectangular,Flexure,2.0,0.092643441806449,0.0407301962123701,0.3499095477386935,2.0,0.7989298367630033,"Sakai et al. 1990, B1",dd160887-2a5d-4975-a33f-39947eabf7cd-007,0.0729720385832737,0.0726225887948402,0.0029767362357955,0.0825862886979773,0.0660204083387479,0.5661476141451965,1.0979724551742152,1.1462272578639117,0.296597334574606,0.4236578341576252,0.7453703384500022,2.091465585143636,0.907447839791493,0.0110200553103977,3.93846508806331,1.9587424094213768,0.0252181405599424,1.3313322678140989,1.0787489479260668,blue
129,69,"Sakai et al. 1990, B4",Rectangular,Flexure,2.0,0.092643441806449,0.0592534895802698,0.3499095477386935,2.0,0.6778157230307,"Sakai et al. 1990, B4",f8130e0c-f849-4c26-a228-0a857f2a2cc1-007,0.0981354371870815,0.0977833201071226,0.0031432075679024,0.1088790110241392,0.0928243134014956,0.3794984421431777,0.9738449816400752,1.4469639272712795,0.374785968049631,0.615967301869945,1.6727407272014831,0.188783187189639,0.7118102792162121,3.906593728741328e-08,8.894431147915128,1.452459188755568,0.002844318766151,5.182937472359933,1.9930746341204555,blue
210,397,"Soderstrom 2001,C3",Spiral,Flexure,4.698090692124105,0.1385867845521421,0.0438650292272484,0.0,0.8466666666666666,0.1979925176808568,"Soderstrom 2001,C3",f22d0c30-7093-4b60-b60e-04703c0de64a-007,0.0467004179048194,0.0466677362604134,0.0003930648816077,0.0477094137290082,0.045927509949895,0.8892110348362766,0.9290972901492348,1.190793603022331,0.2582906446062506,0.2215258363133834,0.7716292450902712,1.4400008484948252,0.9526032656791978,9.675221376017677e-05,3.5490548113228875,0.213465919248968,0.0011145788674906,4.514414039843852,0.4259530187848849,blue
135,53,"Kanda et al. 1988, 85PDC-3",Rectangular,Flexure,3.0,0.2173575308185968,0.0689416314726482,0.1055197132616487,1.5151515151515151,0.476614025346575,"Kanda et al. 1988, 85PDC-3",c24b1478-bb7e-4609-a7c8-ec347be5e5f0-007,0.047340715837436,0.0472553089456809,0.0007438792401479,0.0506282235158198,0.0456897419769467,0.7417092889489073,0.9430086913520396,1.3895153291959126,0.5572726876932775,0.7105860115376512,0.3842731283235926,0.7694138568769578,0.9692337441222814,0.0037927736281782,0.6681443727986054,1.0175427786918858,0.0008074784551973,5.032114952590693,0.8148749789405438,blue
60,171,"Saatcioglu and Grira 1999, BG-7",Rectangular,Flexure,4.7,0.3920207541420919,0.0877617316170006,0.4617046818727491,1.91919191919192,0.5080437016339787,"Saatcioglu and Grira 1999, BG-7",13bca49a-2fe2-4088-93a6-7d74660a6003-007,0.0752966857763851,0.075083306455929,0.0016223904462283,0.080756093288978,0.0723852707211007,1.5420704057065526,1.0088389415876349,1.267479669180281,0.4547376533904897,0.5580740919922756,1.3594963679597727,0.7909654683524237,0.6489224181553689,0.0009227851623079,6.7929779711338485,0.1936901672731027,0.0047026014503725,3.757621215658226,0.6506227358699015,blue
230,365,"Vu et al. 1998, NH6",Spiral,Flexure,1.9912472647702408,0.720349014975276,0.1720176062206572,0.3333892619100884,0.5249343832020998,0.6811417752409096,"Vu et al. 1998, NH6",6dd59525-07aa-4d94-badc-19405a02c483-007,0.0311711684926282,0.031129977965505,0.0003974071872919,0.0324316654692928,0.0303559829239065,1.9057687243553223,0.94259195758615,1.7270769114947129,0.4461847786381315,0.6417152009903918,0.6255174905455085,0.2850292517957068,0.9272362662774726,9.387928502784485e-05,7.995855149041054,1.241956077448623,0.0003078222974563,8.603757965509843,0.4819450260229678,blue
58,385,"Saatcioglu and Baingo 1999, RC7",Spiral,Flexure,6.58,0.1525532444444444,0.0785398163397448,0.2093771695786712,1.1111111111111112,0.1734527065755909,"Saatcioglu and Baingo 1999, RC7",2ec29f1d-7205-41a1-9e2a-183f2b8902c6-007,0.0567028439404168,0.0565269757257093,0.0007842379619512,0.0592300462741907,0.0549551915541173,1.1198317840957348,0.9439305953685,1.883470993205316,0.3766779006348769,0.5598671778456592,0.4034754787054676,0.9357651709689214,0.8493400367868227,0.0013573060830294,1.2018167074603072,1.6681959393063617,0.0008543571031544,3.486226221887065,1.9556305155429103,blue
0,222,"Paultre et al., 2001, No. 1206040",Rectangular,Flexure,6.557377049180328,0.1048966533891443,0.0747353491454496,0.4134537862030472,0.8849557522123892,0.2588162222221008,"Paultre et al., 2001, No. 1206040",8b808d1d-662c-4ecf-9531-2f259731f92c-007,0.0661993685145479,0.0659754734059092,0.0019852834928846,0.0752578619004538,0.0626690502431147,0.9973342554319956,1.078595865062946,0.6789858856973244,0.7679027136953915,0.5935800773880504,1.68579109006096,0.2683469335399058,0.5069641645969386,0.0035112016158106,1.990431435345691,0.3060328360720474,0.0321652328305438,2.6682625857756745,1.0469785275646224,blue
64,219,"Paultre and Legeron, 2000, No. 10013025",Rectangular,Flexure,6.557377049180328,0.1130376979162133,0.0344163403111726,0.2640687436957026,1.91740412979351,0.379560746716228,"Paultre and Legeron, 2000, No. 10013025",e8809b43-b7f8-40bc-818b-04b801f568e9-007,0.0569833534585934,0.0566540094303131,0.0018251477000294,0.0632402730326871,0.0536989518656685,0.8993813728411724,1.0361664837831033,0.5095606483197739,0.569513547895839,0.3289695048822033,0.5988884124176675,1.5454919531030669,0.5275585680266724,0.0002202794536311,1.3232875272136784,0.5122192619735828,0.0283327588359471,2.892036234247506,2.4425409127899003,blue
