Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, eta_1, kappa_k, kappa, sig, lam, mup, sigp, rsmax, n, alpha, alpha1, alpha2, betam1, gamma, eta_1.median, kappa_k.median, kappa.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, n.median, alpha.median, alpha1.median, alpha2.median, betam1.median, gamma.median, eta_1.q5, kappa_k.q5, kappa.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, n.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, gamma.q5, eta_1.q95, kappa_k.q95, kappa.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, n.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, gamma.q95, eta_1.var, kappa_k.var, kappa.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, n.var, alpha.var, alpha1.var, alpha2.var, betam1.var, gamma.var, eta_1.q5_w_mnoise, kappa_k.q5_w_mnoise, kappa.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, n.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, gamma.q5_w_mnoise, eta_1.q95_w_mnoise, kappa_k.q95_w_mnoise, kappa.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, n.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, gamma.q95_w_mnoise, eta_1.var_w_mnoise, kappa_k.var_w_mnoise, kappa.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, n.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, gamma.var_w_mnoise
1, 0.16073, 0.11341, 0.02512, 0.05049, 0.48, 0.23969, 1.8547, 0.96269, 1.0147, 0.9348, 0.33152, 3.3639, 4.7569, 0.11493, 1.7271, 0.01462, 6.0277, 0.90279, 0.006, 1.5073, 1.3369, 1.594, 1.0059, 0.4749, 0.40901, 1.8529, 2.048, 0.67954, 3.3772, 0.0097041, 5.9666, 0.72858, 0.0067212, 1.2753, 1.1019, 0.91235, 0.97563, 0.28441, 0.2654, 1.4391, 1.1208, 0.49047, 1.6516, 0.0050095, 4.9582, 0.33839, 0.0040155, 0.96158, 1.572, 2.2756, 1.0362, 0.66538, 0.55262, 2.2666, 2.9753, 0.86862, 5.1028, 0.014399, 6.975, 1.1188, 0.0094269, 1.5891, 0.020425, 0.17172, 0.0003391, 0.013412, 0.0076228, 0.063272, 0.3178, 0.013214, 1.1006, 8.1459e-06, 0.37583, 0.056272, 2.7059e-06, 0.036387, 0.61357, -0.30033, 0.96131, 0.17684, 0.14556, -0.020311, 0.23894, 0.3477, 0.13916, -0.0038381, 2.3017, -0.14883, -0.007405, 0.6948, 2.0603, 3.4882, 1.0505, 0.77295, 0.67246, 3.726, 3.8571, 1.0114, 6.6153, 0.023246, 9.6315, 1.606, 0.020847, 1.8559, 0.1934, 1.3263, 0.00073559, 0.032836, 0.025653, 1.2969, 1.2097, 0.040702, 3.8754, 6.7784e-05, 4.9645, 0.28454, 7.3756e-05, 0.12457
2, 0.61111, 0.35704, 0.03865, 0.17529, 0.48, 0.84857, 1.4378, 0.7689, 1.0438, 0.05818, 0.09813, 3.8296, 3.4891, 0.56592, 9.0116, 0.00196, 0.57056, 0.53702, 0.013, 1.0318, 1.2852, 1.1848, 1.0034, 0.34782, 0.2917, 2.4325, 1.6347, 0.77054, 3.4969, 0.0048362, 3.1586, 0.72493, 0.014593, 0.21162, 1.059, 0.49948, 0.97271, 0.16814, 0.13186, 1.8593, 0.78499, 0.56771, 2.0225, 0.00066207, 2.105, 0.37745, 0.011547, -0.20981, 1.5114, 1.8701, 1.0341, 0.52749, 0.45153, 3.0056, 2.4845, 0.97337, 4.9713, 0.0090104, 4.2121, 1.0724, 0.017638, 0.63306, 0.018907, 0.1736, 0.00034845, 0.011932, 0.0094423, 0.12142, 0.26689, 0.015206, 0.80352, 6.4399e-06, 0.41025, 0.044628, 3.4275e-06, 0.065646, 0.5647, -0.71081, 0.95852, 0.056548, 0.019063, 0.51777, -0.13586, 0.43067, 0.38542, -0.0085345, -0.51903, -0.13434, 0.00039736, -0.43351, 2.0057, 3.0804, 1.0483, 0.63908, 0.56433, 4.3472, 3.4054, 1.1104, 6.6084, 0.018207, 6.8362, 1.5842, 0.028788, 0.85675, 0.19188, 1.3282, 0.00074494, 0.031357, 0.027473, 1.355, 1.1588, 0.042694, 3.5784, 6.6078e-05, 4.9989, 0.2729, 7.4478e-05, 0.15383
3, 0.5, 0.20729, 0.00268, 0.00216, 0.28937, 0.53531, 1.1848, 0.90832, 0.95948, 0.39622, 0.25651, 0.53134, 0.31729, 0.83032, 1.3417, 0.02207, 7.2165, 0.27051, 0.00689, 0.27808, 1.2964, 1.7071, 1.0079, 0.3057, 0.31096, 1.4909, 1.3422, 0.7984, 3.6481, 0.0075842, 5.9806, 0.49923, 0.015847, 0.17576, 1.086, 1.1208, 0.98308, 0.1959, 0.20693, 1.0405, 0.84221, 0.6551, 1.8795, 0.0035593, 4.9399, 0.17993, 0.011809, -0.066827, 1.5069, 2.2933, 1.0328, 0.41551, 0.41499, 1.9413, 1.8422, 0.94169, 5.4167, 0.011609, 7.0214, 0.81853, 0.019886, 0.41836, 0.016367, 0.12702, 0.0002283, 0.0044563, 0.0039998, 0.074972, 0.092401, 0.0075896, 1.1561, 5.9875e-06, 0.40035, 0.037683, 6.0285e-06, 0.021752, 0.58072, -0.15502, 0.96682, 0.051518, 0.066823, -0.3907, -0.28966, 0.49033, 0.38691, -0.0057407, 2.3067, -0.34903, 0.0014064, -0.36961, 2.0122, 3.5692, 1.049, 0.55989, 0.5551, 3.3725, 2.9741, 1.1065, 6.9093, 0.020909, 9.6546, 1.3475, 0.030288, 0.72114, 0.18934, 1.2816, 0.0006248, 0.023881, 0.02203, 1.3086, 0.98426, 0.035078, 3.9309, 6.5625e-05, 4.989, 0.26595, 7.7079e-05, 0.10994
4, 0.26882, 0.20527, 0.01264, 0.33953, 2.58, 0.31963, 1.8322, 0.6427, 0.96889, 0.52442, 0.34084, 0.78391, 1.1778, 0.79777, 2.7095, 0.02072, 4.0191, 0.74981, 0.00587, 1.396, 1.3314, 1.1517, 1.0033, 0.34448, 0.45678, 1.3249, 1.7245, 0.73147, 3.4222, 0.009797, 4.5728, 0.72478, 0.0081696, 1.273, 1.0922, 0.20731, 0.9726, 0.13389, 0.31057, 0.83685, 0.74216, 0.50964, 1.6159, 0.0026425, 2.7797, 0.32361, 0.0057212, 0.75105, 1.5707, 2.096, 1.034, 0.55508, 0.60299, 1.813, 2.7069, 0.9533, 5.2284, 0.016951, 6.366, 1.1259, 0.010618, 1.7949, 0.021154, 0.32962, 0.00034845, 0.016392, 0.007901, 0.088057, 0.3567, 0.018188, 1.2059, 1.8919e-05, 1.1885, 0.059484, 2.2158e-06, 0.10068, 0.60672, -0.85221, 0.95841, 0.033189, 0.19191, -0.56603, -0.1134, 0.37993, 0.14042, -0.0047818, 0.61933, -0.15757, -0.0059096, 0.55814, 2.0562, 3.1555, 1.0482, 0.65578, 0.72166, 3.2159, 3.5625, 1.083, 6.7039, 0.024376, 8.5263, 1.6071, 0.022249, 1.9878, 0.19413, 1.4842, 0.00074495, 0.035817, 0.025931, 1.3217, 1.2486, 0.045676, 3.9807, 7.8557e-05, 5.7771, 0.28776, 7.3266e-05, 0.18886
5, 0.26667, 0.72522, 0.08344, 0.2412, 1.0091, 0.38041, 2, 0.88392, 0.95, 0.28079, 0.64575, 0.76984, 1.1531, 0.86978, 2.5923, 0, 7.1176, 0.9356, 0.00074, 0.42127, 1.4306, 1.2124, 0.98855, 0.3429, 0.70354, 1.4743, 1.2621, 0.65836, 2.818, 0.005037, 7.5022, 0.6986, 0.0070229, 0.42614, 1.2082, 0.37357, 0.96614, 0.17162, 0.56384, 1.0235, 0.43186, 0.44743, 1.3979, -0.00048145, 5.9464, 0.35347, 0.0026171, -0.030904, 1.653, 2.0512, 1.0109, 0.51418, 0.84324, 1.9252, 2.0924, 0.8693, 4.2382, 0.010556, 9.0579, 1.0437, 0.011429, 0.88319, 0.018285, 0.26006, 0.00018546, 0.010844, 0.0072133, 0.075125, 0.2548, 0.016446, 0.74545, 1.1256e-05, 0.8946, 0.044026, 7.1747e-06, 0.077209, 0.71127, -0.74397, 0.94886, 0.056736, 0.4422, -0.40737, -0.49921, 0.31359, -0.26812, -0.0088124, 3.6505, -0.15972, -0.0075249, -0.24279, 2.15, 3.1687, 1.0282, 0.62907, 0.96488, 3.356, 3.0235, 1.0031, 5.9042, 0.018886, 11.354, 1.5569, 0.021571, 1.0951, 0.19126, 1.4146, 0.00058196, 0.030268, 0.025244, 1.3087, 1.1467, 0.043934, 3.5203, 7.0894e-05, 5.4832, 0.2723, 7.8225e-05, 0.16539
6, 0.61111, 0.7193, 0.05485, 0.17658, 0.48, 0.89347, 0.92164, 3.029, 1.0004, 0.21303, 0.22709, 2.2409, 2.0492, 0.91933, 2.4873, 0.00432, 5.8405, 1.1439, 0.00934, 0.31902, 1.3229, 1.4993, 1.0033, 0.34737, 0.43778, 2.7386, 1.7211, 0.73639, 3.363, 0.0054044, 5.3175, 0.72899, 0.0095723, 0.48399, 1.0841, 0.49057, 0.9726, 0.14888, 0.1615, 2.1368, 0.77558, 0.51571, 1.5592, -0.0014144, 3.5136, 0.32882, 0.0051392, -0.08659, 1.5617, 2.508, 1.034, 0.54587, 0.71405, 3.3404, 2.6666, 0.95707, 5.1667, 0.012223, 7.1214, 1.1292, 0.014005, 1.0546, 0.021077, 0.37609, 0.00034845, 0.014563, 0.028211, 0.13386, 0.33042, 0.018, 1.2026, 1.7185e-05, 1.2027, 0.05919, 7.2636e-06, 0.12033, 0.59837, -0.53571, 0.95841, 0.044133, 0.08407, 0.81518, -0.097419, 0.38558, 0.082566, -0.0090126, 1.3591, -0.1529, -0.0049839, -0.26711, 2.0475, 3.5343, 1.0482, 0.65061, 0.79148, 4.6621, 3.5396, 1.0872, 6.6434, 0.019821, 9.2759, 1.6109, 0.024128, 1.2351, 0.19405, 1.5307, 0.00074495, 0.033987, 0.046241, 1.3675, 1.2223, 0.045489, 3.9774, 7.6823e-05, 5.7914, 0.28746, 7.8314e-05, 0.20851
7, 0.125, 0.44876, 0.0411, 0.28113, 0.75, 0.33309, 1.9187, 6.4369, 1.05, 0.35274, 0.63893, 3.8038, 1.507, 0.75136, 1.8524, 0, 3.1636, 1.7143, 0.00018, 0.57703, 1.2718, 1.925, 1.0118, 0.35372, 0.41721, 1.6277, 1.8554, 0.74716, 3.4771, 0.0039617, 5.2932, 0.63165, 0.0076948, 0.98554, 1.0451, 1.1952, 0.98222, 0.1972, 0.25524, 1.1374, 1.0217, 0.56805, 1.672, 0.00085148, 3.9743, 0.27318, 0.0045573, 0.67245, 1.4984, 2.6548, 1.0414, 0.51025, 0.57918, 2.118, 2.689, 0.92628, 5.2821, 0.0070718, 6.6122, 0.99013, 0.010832, 1.2986, 0.018988, 0.19684, 0.00032315, 0.0090556, 0.0096963, 0.088852, 0.25687, 0.011858, 1.2043, 3.5753e-06, 0.64299, 0.047496, 3.6383e-06, 0.036231, 0.55112, 0.012869, 0.96766, 0.076138, 0.14332, -0.26382, 0.092437, 0.42089, 0.19595, -0.009116, 1.531, -0.23212, -0.0065204, 0.40536, 1.9925, 3.8371, 1.0559, 0.63131, 0.6911, 3.5193, 3.6183, 1.0734, 6.7582, 0.017039, 9.0555, 1.4954, 0.02191, 1.5657, 0.19196, 1.3514, 0.00071965, 0.02848, 0.027727, 1.3225, 1.1487, 0.039346, 3.9791, 6.3213e-05, 5.2316, 0.27577, 7.4688e-05, 0.12441
8, 0.15198, 0.21123, 0.13895, 0.31341, 1.356, 0.16402, 1.876, 0.84286, 1.0105, 0.38127, 0.6269, 1.3521, 0.43455, 0.46173, 2.1319, 0.00537, 1.3671, 0.52485, 0.00254, 1.9136, 1.3426, 0.93467, 1.0033, 0.47601, 0.55394, 1.6615, 1.416, 0.6878, 3.4163, 0.010239, 4.8136, 0.56857, 0.0051353, 1.3381, 1.1073, 0.42803, 0.9726, 0.35444, 0.38331, 1.1394, 0.843, 0.48802, 1.6098, 0.0045285, 3.2621, 0.23807, -0.0018649, 1.0061, 1.5779, 1.4413, 1.034, 0.59758, 0.72458, 2.1835, 1.9889, 0.88757, 5.2228, 0.01595, 6.3651, 0.89907, 0.012135, 1.6702, 0.020466, 0.094872, 0.00034845, 0.005463, 0.010762, 0.10073, 0.12133, 0.014751, 1.2062, 1.2054e-05, 0.88971, 0.040373, 1.8112e-05, 0.040753, 0.61915, -0.90392, 0.95841, 0.21652, 0.27484, -0.23856, -0.23972, 0.34974, 0.13439, -0.0036879, 0.96371, -0.28398, -0.010396, 0.74752, 2.066, 2.7732, 1.0482, 0.7355, 0.83305, 3.5615, 3.0716, 1.0259, 6.6982, 0.024166, 8.6636, 1.4211, 0.020667, 1.9288, 0.19344, 1.2494, 0.00074495, 0.024887, 0.028792, 1.3343, 1.0132, 0.04224, 3.9811, 7.1692e-05, 5.4783, 0.26864, 8.9162e-05, 0.12894
9, 0.5022, 0.69368, 0.07249, 0.14806, 1.6933, 0.45189, 0.50095, 0.60679, 1.0034, 0.12798, 0.532, 0.58074, 2.2236, 0.7472, 1.7649, 0.00625, 6.5873, 1.5816, 0.00638, 0.43669, 1.3314, 1.0425, 1.0033, 0.31519, 0.52182, 1.1042, 1.6114, 0.75464, 3.4127, 0.0099649, 5.861, 0.72179, 0.0058951, 0.49915, 1.0922, 0.17312, 0.9726, 0.1376, 0.30842, 0.65537, 0.80033, 0.53467, 1.6062, 0.0035469, 4.1525, 0.32068, 0.0019824, -8.5227e-05, 1.5707, 1.9119, 1.034, 0.49279, 0.73522, 1.5529, 2.4224, 0.97462, 5.2192, 0.016383, 7.5695, 1.1229, 0.0098078, 0.99838, 0.021154, 0.27935, 0.00034845, 0.011657, 0.016832, 0.074442, 0.24313, 0.017886, 1.2062, 1.5225e-05, 1.0789, 0.059465, 5.6585e-06, 0.092119, 0.60672, -0.92716, 0.95841, 0.025209, 0.2147, -0.77706, -0.14098, 0.40427, 0.13082, -0.0042669, 1.9452, -0.16053, -0.0085111, -0.19929, 2.0562, 3.0121, 1.0482, 0.60518, 0.82893, 2.9854, 3.3637, 1.105, 6.6946, 0.024197, 9.7768, 1.6041, 0.020301, 1.1976, 0.19413, 1.4339, 0.00074495, 0.031081, 0.034862, 1.308, 1.135, 0.045374, 3.9811, 7.4863e-05, 5.6675, 0.28774, 7.6709e-05, 0.1803
10, 0.5, 0.44862, 0.01598, 0, 0.9, 0.63472, 0.79307, 0.62209, 1.0359, 0.20199, 0.19839, 2.371, 1.8119, 0.69755, 1.8175, 0.01209, 3.6578, 1.3234, 0.0205, 0.17995, 1.3198, 1.0858, 1.0037, 0.18641, 0.21289, 1.7483, 2.2982, 0.87777, 3.4316, 0.0049058, 4.9472, 0.74616, 0.015698, 0.17867, 1.0813, 0.54203, 0.9733, 0.10265, 0.11454, 1.2987, 1.8737, 0.76652, 1.6254, 0.001279, 3.9197, 0.35822, 0.01282, -0.055153, 1.5583, 1.6295, 1.034, 0.27017, 0.31124, 2.198, 2.7226, 0.98903, 5.2379, 0.0085327, 5.9747, 1.1341, 0.018576, 0.41249, 0.021026, 0.10927, 0.00034057, 0.0025929, 0.003575, 0.074729, 0.066587, 0.0045748, 1.2059, 4.8619e-06, 0.39024, 0.055625, 3.0616e-06, 0.020207, 0.5953, -0.76339, 0.959, -0.057656, -0.028885, -0.13311, 0.68785, 0.58324, 0.14987, -0.0083043, 1.277, -0.13025, 0.0015374, -0.36286, 2.0443, 2.9349, 1.0483, 0.43048, 0.45466, 3.6297, 3.9085, 1.1723, 6.7134, 0.018116, 8.6174, 1.6226, 0.029858, 0.7202, 0.194, 1.2638, 0.00073707, 0.022017, 0.021605, 1.3083, 0.95845, 0.032063, 3.9807, 6.45e-05, 4.9789, 0.2839, 7.4112e-05, 0.10839
