% ar	lrr	srr	alr	sdr	smr
0.61111	0.46080	0.04391	0.00000	0.48000	0.76940
0.25000	0.27666	0.03959	0.58943	1.09091	0.35315
0.50000	0.23049	0.00283	0.00240	0.28937	0.56103
0.91667	0.47111	0.04439	0.11565	0.48000	0.94280
0.61111	0.47111	0.04439	0.00000	1.02857	0.51611
0.16669	0.24413	0.00777	0.18697	0.30236	0.62526
0.61111	0.47262	0.04446	0.11602	0.48000	0.83664
0.91667	0.47414	0.04454	0.23278	0.48000	0.96950
0.50220	0.26402	0.03736	0.09860	0.95000	0.42686
0.66667	0.08881	0.18901	0.14145	1.06800	0.20878
0.50000	0.44862	0.01598	0.00000	0.90000	0.63472
0.50000	0.27313	0.01861	0.23911	0.80000	0.60230
0.91667	0.50742	0.04432	0.00000	0.72000	0.80742
0.38786	0.18065	0.01599	0.00000	0.15753	0.41111
0.61111	0.34942	0.03823	0.08578	0.48000	0.78839
0.61111	0.78019	0.05713	0.38305	0.48000	0.88483
0.91667	0.47349	0.04281	0.11528	1.02857	0.74456
0.61111	0.35704	0.03865	0.17529	0.48000	0.84857
0.45833	0.47720	0.04468	0.23429	0.48000	0.79806
0.61111	0.50326	0.04588	0.12354	1.02857	0.60695
0.91667	0.32820	0.04365	0.11986	0.72000	0.65770
0.66667	0.28878	0.00000	0.00000	10.00000	0.86381
0.91667	0.51984	0.00000	0.12657	10.00000	1.30778
0.66703	0.16021	0.00808	0.05737	0.30236	0.50529
0.91667	0.51803	0.00000	0.25225	10.00000	1.25804
0.50000	0.41081	0.01519	0.38993	0.55385	0.92438
0.38786	0.18065	0.01599	0.00000	0.15753	0.41111
0.61111	0.47414	0.00000	0.11639	10.00000	1.26814
0.91667	0.49891	0.04394	0.12147	0.36000	1.03148
0.50000	0.29161	0.01923	0.57173	1.20000	0.53949
0.45833	0.48346	0.04497	0.11868	0.48000	0.75422
0.25000	0.31953	0.06769	0.61304	0.80000	0.31132
0.91667	0.47500	0.04288	0.23130	1.02857	0.79126
0.91667	0.53480	0.04550	0.26042	0.36000	1.04840
0.15964	0.26776	0.05024	0.19381	0.18689	0.46394
0.50000	0.19083	0.00262	0.00206	0.28937	0.50593
0.16073	0.11341	0.02512	0.05049	0.48000	0.23969
0.91667	0.51623	0.04470	0.00000	0.36000	1.03969
0.91667	0.64994	0.04344	0.11868	0.72000	1.05311
