eta1,kappa_k,kappa,sig,lam,mup,sigp,rsmax,n,alpha,alpha1,alpha2,betam1,gamma,name,PeakDrift,FailureType,ar,lrr,srr,alr,sdr,smr
0.801188999603738,1.9861980854386871,1.0001558213975006,0.27546643103783375,0.3294287537619691,2.668026541659404,1.7470248471847258,0.7149043159894088,1.0137877886824675,0.0023198301353267213,9.877437175036105,0.023947184983514086,0.0006896479531406529,0.19034149573698214,"Hamilton, 2002, UCI5",0.04078235199465547,Flexure-Shear,0.3878602786791372,0.1806499909942363,0.0027140240184668,0.0,0.1575262543757292,0.4111093133546804
1.4043753307513656,0.5347017033424484,1.0281130604222417,0.33760398026931826,0.16708874838167687,1.2950837180858734,0.7408581812676345,0.7571296205309281,2.437902912576152,0.009448885950274733,7.5276828242882345,1.9393538054171284,0.002021570638002901,1.7084762873735397,"Benzoni and Priestley 1994, NR1",0.035607217058501915,Flexure-Shear,0.2223032069970845,0.3380501060049569,0.0033761970329918,0.1013856923953268,1.263157894736842,0.2461657413952742
0.9216362778330394,3.0290441977928437,1.0004269032301498,0.21303192809255717,0.22708875192434125,2.2408677023293007,2.0492509276310678,0.9193325898580462,2.4873075613276114,0.004322443752360856,5.840506503900241,1.143890807917629,0.009337895564534782,0.3190155226626371,"Arakawa et al. 1988, No. 22",0.03451777777777778,Shear,0.4583333333333333,0.4834622950819672,0.0081431402088327,0.118681588778999,0.48,0.7542196317905766
1.591043691487554,1.1203212340832938,1.0097327350664118,0.30117946613769786,0.08591379364071239,2.7322796267112635,3.611899120229382,0.9736092094909958,2.941208219488632,0.00040208975006423425,1.8449623412269496,1.2680143174131424,0.014138698645031061,0.7375278545183614,"Ang et al. 1985, No. 7",0.0401575,Shear,0.6666666666666666,0.4635215946843853,0.0029607864298091,0.0,0.6,0.8635593678789127
2.0,2.606157356875428,1.030410470667337,0.29908666399851597,0.22863766350630255,3.980547398005798,1.3139504229340822,0.7523364880368959,1.4679588635216279,0.0,3.926528278865662,1.4322239557417198,9.75608635293076e-05,0.25177484726425664,"BRI No. 3 (Japan), ws26bs",0.046858,Flexure-Shear,1.0,0.2976013524528302,0.0345965202063067,0.1237684931033124,1.1608695652173917,0.4078208604662262
0.7213576199753462,1.1743083875699714,1.0369477813652541,0.17766236437526775,0.1883639459553546,4.637513172899133,2.9354994901655975,0.8670270788959547,1.369160828702963,0.0,3.087188594173679,1.167824619727653,0.049772614008072945,0.23369412684089308,"Ang et al. 1985, No. 20",0.04613,Shear,0.6666666666666666,0.4055813953488372,0.0025748912472653,0.0999344991507249,0.45,0.9438649780755112
1.8367458992897718,0.695673238025841,0.9995870878730961,0.30719640876868315,0.40428759051882845,0.515607310049158,0.14051604525345285,0.9616621386493168,4.49882343444455,0.021005863317127223,5.970997398836696,0.4045552220268539,0.012290052171151545,0.20904266156876194,"Vu et al. 1998, NH2",0.0256978021978022,Flexure-Shear,0.5021978021978022,0.2702272796515058,0.0061076872900125,0.3068922873330327,0.95,0.5551391647093903
1.4350574061510892,1.6036261171667539,0.9776722376308059,0.3602718208603382,0.2114559470269233,2.6138644792097883,0.1256912508930281,0.613966903463917,7.027651353598695,0.00028725148355227535,3.3230712472949557,1.6487435352001478,0.004663596251243714,0.25450103373516,"Arakawa et al. 1988, No. 15",0.03470444444444445,Flexure-Shear,0.9166666666666666,0.4749988646265149,0.0076642604969215,0.2312963870772824,1.0285714285714285,0.7912649916489607
1.0220810006167143,0.6294092194107135,0.9804210571836947,0.6678023630240392,0.28812442809715544,0.23307704090877612,1.8332127711671278,0.6194713101203413,2.697440756603447,0.0025410025333148165,0.7669832954300144,0.4416391258051091,0.008880628535933147,0.23577800649967606,"Benzoni and Priestley 1994, NR2",0.021065751776927284,Flexure-Shear,0.6670311645708037,0.0801031765654393,0.0014743130864549,0.0573716286842055,0.5039370078740159,0.3232615848738929
0.9177642849923435,0.6676143307581679,0.9945514552680509,0.19344604679026306,0.15896189315141623,1.0103024558539424,4.900075429164135,0.7425013566874841,4.956193947447744,0.009243871499375531,1.1872307501906079,0.06533528037122938,0.018950445165328816,0.9765941239997351,"Arakawa et al. 1987, No. 10",0.03343,Flexure-Shear,0.9166666666666666,0.6499438016528926,0.0078652902804473,0.118681588778999,0.72,1.053114918673528
1.2615697406716548,0.9575913567389183,0.9876733867997135,0.37836152935469747,0.02917798561025431,1.0685966248602239,1.912581495832971,0.8838021576152746,1.4658212631902936,0.0005592714883891348,2.759753044007436,0.8116207153846222,0.0064733506698901495,0.5652022772456284,"Arakawa et al. 1987, No. 8",0.033328333333333335,Shear,0.9166666666666666,0.5198414147835635,0.0083878095648127,0.1265660299915899,0.72,0.8646875766903411
1.1669928036896895,0.8757975857059845,1.038902970853923,0.08334682574501046,0.10838379196461445,1.6608006462536733,2.5905824955237513,0.9348267333851195,3.489657797125063,0.0009315026134810826,9.548671906531062,0.5234292676597523,0.010421854518236295,0.1760984735221759,"Ang et al. 1985, No. 14",0.04392,Flexure-Shear,0.5,0.3854143646408839,0.0024468579808267,0.1000214076060944,1.2,0.620939556188632
2.0,0.5,1.05,0.23454729035276162,0.24523672059519105,5.0,0.34452983319967123,0.8374102252503861,2.2857993099700638,0.0,1.754100088672179,0.6328016298712226,0.020941121928590697,0.1636017594085242,"Ang et al. 1985, No. 25",0.03213666666666667,Shear,0.5,0.4215105740181268,0.0072265115064712,0.0,0.5454545454545454,0.6397940442004048
1.2812291979280408,2.2802108694629273,0.956892986740304,0.13376249399403617,0.1401041535026214,0.37992777387159293,4.316730101548506,0.9618798906905309,4.988814173656307,0.0012670281539053294,3.1362503439219727,0.15782374058067172,0.009690140978424447,0.22367502366318648,"Ang et al. 1985, No. 16",0.040802500000000005,Shear,0.5,0.240551724137931,0.0025452947961473,0.0,0.6,0.4456365353860116
1.2673352723775273,2.678181402693087,1.0447351313504023,0.38976199863088967,0.3255976329750259,0.3865662840481101,0.5174635132415588,0.993301534705652,6.5359334756164555,0.0023770027503879215,9.966063438823483,0.33619155078492213,0.02017793451452131,0.20636493158976377,"McDaniel, 1997, S1-2",0.010621719160104987,Shear,0.5,0.2072878831160347,0.0004918205163997,0.0021615325863471,0.2893700787401575,0.5353114254661003
