ground_motion,scale_factor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
gm7,sf_2.0,0.768499,1.15614,1.23436,1.27026,1.2345,1.20119,1.1678,1.13924,1.15428,1.08057,1.0382,1.00907,1.24591,0.968008,0.882217,0.805031,0.730303,0.732214,0.710002,0.689492,0.683787,0.626395,0.590474,0.562246,0.542179,0.53001,0.506116,0.488326,0.472023,0.45684,0.439088,0.428028,0.418526,0.409872,0.40002,0.394476,0.389835,0.386492,0.381072,0.378457,0.37696,0.376497,0.376251,0.376474,0.3777,0.38079,0.386312,0.390529,0.408067,0.426521,0.448926,0.46377,0.47906,0.494779,0.510544,0.532638,0.545723,0.557625,0.56776,0.575791,0.58345,0.586508,0.589955,0.59292,0.602483
gm7,sf_3.0,1.22924,1.95779,2.0861,2.2508,2.35615,2.45156,2.24017,1.99575,1.89713,1.78279,1.76087,1.5884,1.84187,1.44087,1.32183,1.22784,1.10554,1.08925,1.05581,1.03303,1.03387,0.99177,0.962831,0.940609,0.928573,0.913595,0.883246,0.860079,0.839195,0.819914,0.797305,0.783437,0.772075,0.763093,0.752474,0.747155,0.743541,0.742168,0.740445,0.740757,0.74261,0.746295,0.753501,0.758659,0.76668,0.77636,0.793323,0.806588,0.819876,0.834491,0.851228,0.861799,0.872757,0.887815,0.907415,0.934246,0.949068,0.960984,0.969615,0.975367,0.978824,0.976422,0.970742,0.964929,0.973689
gm8,sf_0.5,0.0212984,0.0475921,0.0824861,0.109811,0.118107,0.115494,0.126805,0.139809,0.147557,0.13044,0.11149,0.0901558,0.117488,0.0822534,0.0639403,0.0479101,0.0388855,0.044191,0.0470439,0.0477449,0.0473752,0.0381037,0.0322206,0.0282828,0.0253607,0.0228961,0.0208987,0.0199425,0.0197236,0.0195116,0.0192118,0.0189963,0.0188673,0.0188316,0.0187451,0.0187219,0.0187492,0.018857,0.0190146,0.0191018,0.0192362,0.0194663,0.0198762,0.0201415,0.0205044,0.0209876,0.0218385,0.0224639,0.0230746,0.0236961,0.0244237,0.0249514,0.0255381,0.0262027,0.0269137,0.0279069,0.0284865,0.0290108,0.0294348,0.0297506,0.0299922,0.0300492,0.0301324,0.0302656,0.030495
gm8,sf_1.0,0.0717628,0.170032,0.222677,0.265677,0.277745,0.277661,0.265482,0.257786,0.255141,0.218854,0.185323,0.146336,0.219096,0.166512,0.141931,0.114806,0.0928717,0.0983154,0.0990027,0.098683,0.0987044,0.0839142,0.0750195,0.0693242,0.0651864,0.060961,0.0543083,0.0499087,0.0460067,0.0426178,0.0389961,0.0380322,0.0377872,0.0377069,0.0375264,0.0374737,0.0375237,0.0377328,0.0380569,0.0382297,0.0384958,0.0389534,0.0397982,0.0406938,0.0420392,0.043649,0.0463318,0.0480307,0.0495405,0.0509563,0.0525175,0.0536177,0.0548956,0.0563774,0.0579626,0.0601112,0.0612839,0.0622969,0.0631193,0.0637721,0.0642584,0.0643935,0.0645937,0.0649118,0.0648485
gm8,sf_2.0,0.229365,0.409269,0.471716,0.527052,0.552775,0.543302,0.488795,0.449053,0.429416,0.394724,0.368197,0.308017,0.387695,0.273934,0.227951,0.191066,0.168667,0.179085,0.179509,0.17802,0.17866,0.158645,0.144726,0.134105,0.126726,0.119002,0.10966,0.104121,0.0991637,0.0946751,0.0894316,0.0861224,0.0851258,0.0859623,0.0869704,0.0877127,0.0886597,0.0898887,0.0917558,0.0929227,0.0943044,0.0970033,0.103184,0.106975,0.111171,0.115761,0.123419,0.129437,0.135371,0.141317,0.14846,0.153182,0.158031,0.163059,0.168075,0.17481,0.178555,0.181918,0.184835,0.187226,0.188953,0.189029,0.188786,0.188774,0.192842
gm8,sf_3.0,0.28411,0.553022,0.614628,0.643824,0.673638,0.686105,0.662362,0.629188,0.60879,0.582171,0.576503,0.513335,0.615435,0.444308,0.369926,0.314841,0.27414,0.278586,0.272501,0.267497,0.26791,0.24618,0.232165,0.222076,0.215732,0.208588,0.194851,0.184587,0.175543,0.167185,0.157711,0.152101,0.147274,0.142757,0.140081,0.140204,0.14062,0.141472,0.142533,0.143072,0.144011,0.145504,0.151846,0.157251,0.163234,0.169744,0.180878,0.189781,0.198663,0.20762,0.218498,0.225716,0.233198,0.241013,0.249011,0.260763,0.26793,0.274452,0.279765,0.283754,0.288093,0.290191,0.292574,0.294623,0.300547
gm9,sf_0.5,0.0559104,0.108701,0.153165,0.186751,0.190901,0.193861,0.186034,0.184305,0.182407,0.15275,0.126111,0.109397,0.144035,0.101673,0.081294,0.0720622,0.0655842,0.0677859,0.0673209,0.0662696,0.0667218,0.0653132,0.0637029,0.062422,0.0618622,0.0607973,0.0575248,0.0549441,0.0525592,0.0504016,0.0477948,0.0461185,0.0446715,0.0433002,0.0415282,0.040519,0.0399473,0.0402456,0.0412869,0.0421432,0.043128,0.0443842,0.0467959,0.048309,0.0500792,0.0521621,0.0556451,0.0581109,0.0606854,0.0640625,0.0682194,0.0709651,0.0737828,0.0767202,0.0796601,0.0836627,0.0859381,0.0879761,0.0897073,0.0910712,0.0918452,0.0915181,0.0909431,0.0906475,0.0899489
gm9,sf_1.0,0.174976,0.429045,0.518352,0.583704,0.589298,0.570337,0.536352,0.521819,0.524744,0.472818,0.436748,0.381422,0.471055,0.32931,0.263219,0.206225,0.180066,0.185891,0.185537,0.183096,0.183613,0.170353,0.160505,0.153279,0.148992,0.144214,0.13508,0.128722,0.123214,0.11844,0.113356,0.111919,0.114863,0.118413,0.122798,0.125977,0.129581,0.133609,0.139947,0.143767,0.14783,0.152541,0.160493,0.165397,0.170892,0.177151,0.18758,0.19485,0.201608,0.20817,0.215692,0.220704,0.226006,0.23168,0.23749,0.24552,0.250193,0.25439,0.257905,0.260505,0.261627,0.261093,0.260534,0.260469,0.263385
gm9,sf_2.0,0.349846,0.676968,0.772904,0.852578,0.898667,0.948634,0.933737,0.892851,0.882512,0.803323,0.758283,0.739936,0.956853,0.693691,0.597628,0.5104,0.434597,0.438042,0.422029,0.404549,0.395049,0.351496,0.335744,0.322968,0.315087,0.306098,0.28957,0.277912,0.26841,0.26,0.250736,0.245178,0.240823,0.238097,0.239578,0.2458,0.252776,0.260748,0.273642,0.281598,0.290074,0.29974,0.31618,0.326412,0.337726,0.350378,0.371547,0.387064,0.401845,0.416574,0.433853,0.44538,0.457147,0.469354,0.48145,0.49767,0.507035,0.515428,0.522578,0.528046,0.530493,0.529086,0.527136,0.526092,0.529776
gm9,sf_3.0,0.516783,0.90246,1.03235,1.12578,1.11663,1.12534,1.14072,1.09287,1.09259,1.01887,0.997831,0.927565,1.18627,0.887064,0.797536,0.738756,0.683781,0.691024,0.679352,0.67092,0.669469,0.623288,0.59376,0.570819,0.553233,0.535646,0.509479,0.491506,0.475269,0.460257,0.443037,0.432968,0.425282,0.418726,0.411149,0.407218,0.407604,0.418571,0.436043,0.447374,0.459691,0.473757,0.49773,0.512751,0.529441,0.548167,0.579715,0.603103,0.626224,0.648998,0.675921,0.694036,0.712638,0.731968,0.751182,0.777211,0.792245,0.805498,0.816502,0.824574,0.827517,0.824889,0.821369,0.819062,0.821804
