Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, eta_1, kappa_k, kappa, sig, lam, mup, sigp, rsmax, n, alpha, alpha1, alpha2, betam1, gamma, eta_1.median, kappa_k.median, kappa.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, n.median, alpha.median, alpha1.median, alpha2.median, betam1.median, gamma.median, eta_1.q5, kappa_k.q5, kappa.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, n.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, gamma.q5, eta_1.q95, kappa_k.q95, kappa.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, n.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, gamma.q95, eta_1.var, kappa_k.var, kappa.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, n.var, alpha.var, alpha1.var, alpha2.var, betam1.var, gamma.var, eta_1.q5_w_mnoise, kappa_k.q5_w_mnoise, kappa.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, n.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, gamma.q5_w_mnoise, eta_1.q95_w_mnoise, kappa_k.q95_w_mnoise, kappa.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, n.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, gamma.q95_w_mnoise, eta_1.var_w_mnoise, kappa_k.var_w_mnoise, kappa.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, n.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, gamma.var_w_mnoise
1, 0.5, 0.24182, 0.04249, 0.73674, 1.7454, 0.37436, 1.951, 0.52527, 0.95999, 0.36661, 0.87746, 1.6626, 1.8418, 0.59774, 1.877, 0.0301, 5.4061, 0.12757, 0.01643, 0.76642, 1.3068, 0.65676, 0.99398, 0.35381, 0.73917, 1.3983, 1.8417, 0.68393, 1.0854, 0.020708, 5.951, 0.46562, 0.0091016, 1.1914, 0.70002, 0.21318, 0.95313, 0.30516, 0.57705, -0.20708, 1.1647, 0.56966, -0.76735, 0.013871, 4.3664, 0.16898, 0.0010693, 0.505, 1.9136, 1.1003, 1.0348, 0.40246, 0.9013, 3.0037, 2.5186, 0.79821, 2.9381, 0.027545, 7.5356, 0.76226, 0.017134, 1.8777, 0.13608, 0.072726, 0.00061696, 0.00087483, 0.0097147, 0.95257, 0.16938, 0.0048268, 1.2688, 1.7277e-05, 0.92809, 0.032525, 2.3847e-05, 0.17413, 0.62942, -0.073055, 0.94321, 0.30516, 0.57705, -0.32748, 1.1647, 0.51688, -0.76735, 0.010065, 4.2783, -0.073804, 0.0010693, 0.505, 1.9842, 1.3866, 1.0448, 0.40246, 0.9013, 3.1241, 2.5186, 0.85098, 2.9381, 0.031352, 7.6237, 1.005, 0.017134, 1.8777, 0.16959, 0.19687, 0.00095303, 0.00087483, 0.0097147, 1.1008, 0.16938, 0.010314, 1.2688, 4.187e-05, 1.0342, 0.10755, 2.3847e-05, 0.17413
2, 0.5, 0.27313, 0.01861, 0.23911, 0.8, 0.6023, 1.1565, 0.51341, 0.99506, 0.27882, 0.32927, 1.0843, 0.59583, 0.48159, 3.3641, 0.02342, 6.0766, 1.0394, 0.01491, 0.99104, 0.80059, 0.65385, 0.97398, 0.26618, 0.3887, 0.5848, 0.94502, 0.63424, 3.2908, 0.023167, 7.3799, 0.97105, 0.014475, 1.1508, 0.60251, -0.07372, 0.95735, 0.237, 0.26573, 0.081777, -0.20658, 0.37972, 3.0488, 0.016542, 4.6515, 0.54193, 0.012122, 0.8071, 0.99866, 1.3814, 0.99061, 0.29536, 0.51167, 1.0878, 2.0966, 0.88876, 3.5329, 0.029792, 10.108, 1.4002, 0.016828, 1.4944, 0.014501, 0.19566, 0.00010222, 0.00031473, 0.0055894, 0.093525, 0.49017, 0.023943, 0.021658, 1.6222e-05, 2.7515, 0.068061, 2.0471e-06, 0.043654, 0.44018, -0.27633, 0.93955, 0.237, 0.26573, -0.22396, -0.20658, 0.35206, 3.0488, 0.012658, 4.5994, 0.34886, 0.012122, 0.8071, 1.161, 1.584, 1.0084, 0.29536, 0.51167, 1.3936, 2.0966, 0.91642, 3.5329, 0.033675, 10.16, 1.5932, 0.016828, 1.4944, 0.048011, 0.3198, 0.00043828, 0.00031473, 0.0055894, 0.24176, 0.49017, 0.029431, 0.021658, 4.0815e-05, 2.8576, 0.14308, 2.0471e-06, 0.043654
3, 0.61111, 0.50326, 0.04588, 0.12354, 1.0286, 0.60695, 0.96824, 0.7577, 0.97548, 0.33344, 0.43858, 1.1762, 2.4563, 0.91432, 3.3203, 0.01111, 2.8384, 0.29855, 0.00262, 0.46836, 0.96348, 1.5268, 0.9817, 0.34922, 0.3724, 0.83676, 2.2602, 0.73187, 3.3452, 0.010242, 2.5811, 0.47865, 0.0060002, 0.59366, 0.68075, -0.8389, 0.96013, 0.32126, 0.24217, 0.090907, 1.8799, 0.41235, 2.9421, 0.00050675, 1.6348, -0.0059529, -0.0035483, 0.41538, 1.2462, 3.8925, 1.0033, 0.37718, 0.50263, 1.5826, 2.6405, 1.0514, 3.7483, 0.019977, 3.5275, 0.96326, 0.015549, 0.77193, 0.029547, 2.0686, 0.00017189, 0.00028896, 0.0062684, 0.20561, 0.053447, 0.037735, 0.060071, 3.503e-05, 0.33098, 0.0868, 3.3699e-05, 0.011747, 0.55044, -0.90885, 0.94463, 0.32126, 0.24217, -0.14169, 1.8799, 0.38991, 2.9421, -0.0024589, 1.4937, -0.18303, -0.0035483, 0.41538, 1.3765, 3.9625, 1.0188, 0.37718, 0.50263, 1.8152, 2.6405, 1.0738, 3.7483, 0.022943, 3.6686, 1.1403, 0.015549, 0.77193, 0.063057, 2.1927, 0.00050795, 0.00028896, 0.0062684, 0.35385, 0.053447, 0.043222, 0.060071, 5.9623e-05, 0.43706, 0.16182, 3.3699e-05, 0.011747
4, 0.25, 0.27666, 0.03959, 0.58943, 1.0909, 0.35315, 1.4019, 1.2775, 0.98285, 0.4716, 0.5737, 1.1762, 1.0645, 0.7856, 2.3512, 0.00513, 9.0459, 1.4588, 0.01002, 1.7844, 1.4291, 0.9834, 0.9767, 0.42505, 0.60635, 1.3227, 1.3292, 0.76555, 2.4773, 0.011194, 6.1305, 0.87146, 0.011046, 1.2893, 1.146, 0.27671, 0.95053, 0.2914, 0.36226, 0.56135, 0.49164, 0.64798, 2.0998, 0.0054901, 3.4147, 0.36266, 0.0080248, 0.66829, 1.7123, 1.6901, 1.0029, 0.55869, 0.85044, 2.0841, 2.1667, 0.88311, 2.8549, 0.016897, 8.8463, 1.3803, 0.014067, 1.9104, 0.029636, 0.18459, 0.00025312, 0.0066019, 0.022022, 0.21427, 0.25927, 0.0051088, 0.052693, 1.2023e-05, 2.7261, 0.095683, 3.3735e-06, 0.14256, 1.0158, 0.069464, 0.93678, 0.2914, 0.36226, 0.3324, 0.49164, 0.59623, 2.0998, 0.0012403, 3.3624, 0.19186, 0.0080248, 0.66829, 1.8424, 1.8973, 1.0166, 0.55869, 0.85044, 2.3131, 2.1667, 0.93487, 2.8549, 0.021147, 8.8986, 1.5511, 0.014067, 1.9104, 0.063146, 0.30873, 0.00058919, 0.0066019, 0.022022, 0.36251, 0.25927, 0.010596, 0.052693, 3.6617e-05, 2.8322, 0.17071, 3.3735e-06, 0.14256
5, 0.45833, 0.48346, 0.04497, 0.11868, 0.48, 0.75422, 0.87932, 1.4325, 1.05, 0.40596, 0.37356, 0.34526, 0.59728, 0.79928, 6.7099, 0, 2.8682, 0.01273, 0.00126, 0.61139, 0.95749, 0.68473, 1.008, 0.58622, 0.56179, 0.88156, 0.64122, 0.94657, 6.6008, 0.012963, 3.3957, 0.60813, 0.007289, 0.53941, 0.72844, 0.11087, 0.99015, 0.14605, 0.19563, 0.32154, 0.49999, 0.8269, 5.9757, 0.006646, 2.9749, 0.31562, 0.0021004, 0.36443, 1.1865, 1.2586, 1.0259, 1.0264, 0.92794, 1.4416, 0.78244, 1.0662, 7.2259, 0.019279, 3.8164, 0.90064, 0.012478, 0.7144, 0.019391, 0.12172, 0.00011814, 0.071615, 0.049554, 0.11592, 0.0073716, 0.005293, 0.14444, 1.4748e-05, 0.065433, 0.031625, 9.9504e-06, 0.011317, 0.57917, -0.13086, 0.97298, 0.14605, 0.19563, 0.036168, 0.49999, 0.77578, 5.9757, 0.0026457, 2.7145, 0.070966, 0.0021004, 0.36443, 1.3358, 1.5003, 1.0431, 1.0264, 0.92794, 1.7269, 0.78244, 1.1174, 7.2259, 0.02328, 4.0769, 1.1453, 0.012478, 0.7144, 0.052901, 0.24586, 0.00045421, 0.071615, 0.049554, 0.26415, 0.0073716, 0.010781, 0.14444, 3.9341e-05, 0.17151, 0.10665, 9.9504e-06, 0.011317
6, 0.25, 0.31953, 0.06769, 0.61304, 0.8, 0.31132, 1.6027, 1.365, 0.95107, 0.39924, 0.43912, 1.817, 0.53878, 0.38078, 2.9536, 0.00609, 5.5728, 0.31201, 0.00542, 1.4279, 1.4897, 0.93801, 0.98081, 0.55051, 0.52337, 2.0988, 1.5032, 0.47963, 2.8291, 0.0076189, 5.1187, 0.86364, 0.0080451, 1.4349, 1.2743, 0.33107, 0.96099, 0.13938, 0.15914, 1.5117, -1.0103, 0.27835, 2.3399, -0.00057162, 1.4501, 0.27539, -0.00092522, 0.81397, 1.7052, 1.5449, 1.0006, 0.96163, 0.88759, 2.686, 4.0167, 0.68092, 3.3183, 0.015809, 8.7873, 1.4519, 0.017015, 2.0559, 0.01715, 0.13615, 0.00014523, 0.062474, 0.049033, 0.12742, 2.3351, 0.014975, 0.088472, 2.4795e-05, 4.9746, 0.1279, 2.9741e-05, 0.14252, 1.1195, 0.09882, 0.94473, 0.13938, 0.15914, 1.2352, -1.0103, 0.24434, 2.3399, -0.0039406, 1.4111, 0.12268, -0.00092522, 0.81397, 1.86, 1.7772, 1.0169, 0.96163, 0.88759, 2.9624, 4.0167, 0.71492, 3.3183, 0.019178, 8.8263, 1.6046, 0.017015, 2.0559, 0.05066, 0.26029, 0.00048129, 0.062474, 0.049033, 0.27566, 2.3351, 0.020462, 0.088472, 4.9388e-05, 5.0807, 0.20292, 2.9741e-05, 0.14252
7, 0.45833, 0.4772, 0.04468, 0.23429, 0.48, 0.79806, 1.0217, 0.63314, 1.0152, 0.9014, 0.91754, 1.2111, 0.16169, 0.9554, 8.0057, 0.01311, 3.6157, 0.79713, 0.00785, 1.0137, 0.91617, 1.4379, 1.0203, 0.4902, 0.52066, 0.53066, 0.12734, 0.78109, 7.6832, 0.0053213, 3.128, 0.28334, 0.0028668, 0.87819, 0.61529, 0.86405, 1.0013, 0.050021, 0.15451, -0.20035, -0.05706, 0.63939, 6.7926, -0.0010084, 2.6314, -0.0058064, -0.0023763, 0.42305, 1.217, 2.0118, 1.0394, 0.93038, 0.88682, 1.2617, 0.31173, 0.92279, 8.5738, 0.011651, 3.6246, 0.57249, 0.0081099, 1.3333, 0.03346, 0.12172, 0.00013413, 0.071615, 0.049554, 0.19751, 0.012567, 0.0074216, 0.29317, 1.4808e-05, 0.091153, 0.030902, 1.0161e-05, 0.076568, 0.4905, 0.62233, 0.98468, 0.050021, 0.15451, -0.43652, -0.05706, 0.5942, 6.7926, -0.0050036, 2.3975, -0.25199, -0.0023763, 0.42305, 1.3418, 2.2535, 1.056, 0.93038, 0.88682, 1.4978, 0.31173, 0.96797, 8.5738, 0.015646, 3.8585, 0.81868, 0.0081099, 1.3333, 0.06697, 0.24586, 0.00047019, 0.071615, 0.049554, 0.34575, 0.012567, 0.012909, 0.29317, 3.9402e-05, 0.19723, 0.10593, 1.0161e-05, 0.076568
8, 0.5, 0.23577, 0.02438, 0.40689, 0.85714, 0.58015, 0.6704, 0.70299, 0.95545, 0.32397, 0.23517, 0.40712, 2.1362, 0.72663, 1.9777, 0.02552, 6.0653, 1.0002, 0.00903, 1.2867, 1.0336, 0.55833, 0.98016, 0.3608, 0.36286, 1.1071, 1.8813, 0.59634, 2.2007, 0.023912, 5.8942, 0.88405, 0.010113, 1.1859, 0.84398, 0.04315, 0.96442, 0.16816, 0.072118, 0.65198, 0.29387, 0.46095, 1.5348, 0.018056, 4.8074, 0.46022, 0.0034731, 0.4994, 1.2233, 1.0735, 0.99591, 0.55344, 0.65361, 1.5622, 3.4687, 0.73173, 2.8666, 0.029768, 6.981, 1.3079, 0.016753, 1.8724, 0.013295, 0.0981, 9.1647e-05, 0.013716, 0.031244, 0.07655, 0.93136, 0.0067754, 0.1639, 1.2676e-05, 0.43657, 0.066396, 1.6295e-05, 0.17418, 0.67779, -0.21709, 0.94615, 0.16816, 0.072118, 0.32722, 0.29387, 0.41419, 1.5348, 0.01387, 4.6825, 0.26549, 0.0034731, 0.4994, 1.3895, 1.3338, 1.0142, 0.55344, 0.65361, 1.8869, 3.4687, 0.77849, 2.8666, 0.033954, 7.1059, 1.5026, 0.016753, 1.8724, 0.046805, 0.22224, 0.00042771, 0.013716, 0.031244, 0.22479, 0.93136, 0.012263, 0.1639, 3.7269e-05, 0.54265, 0.14142, 1.6295e-05, 0.17418
9, 0.25, 0.30326, 0.01606, 0.20813, 0.9, 0.41679, 1.1598, 0.81379, 0.98808, 0.283, 0.39041, 1.479, 0.89974, 0.54937, 2.707, 0.01579, 8.0381, 1.2179, 0.00607, 1.4701, 1.2904, 1.3299, 0.97033, 0.51903, 0.58919, 1.2738, 0.8969, 0.52889, 2.4945, 0.0096714, 5.2896, 1.1135, 0.0059047, 1.4841, 1.0877, 0.91305, 0.95445, 0.12637, 0.22451, 0.6725, -0.013053, 0.41988, 2.1591, 0.0031502, 2.6475, 0.68367, 0.0015851, 1.2687, 1.4931, 1.7467, 0.9862, 0.91168, 0.95387, 1.8751, 1.8069, 0.6379, 2.8298, 0.016193, 7.9318, 1.5432, 0.010224, 1.6996, 0.015185, 0.064217, 9.3093e-05, 0.056987, 0.049155, 0.13364, 0.30604, 0.0043921, 0.041566, 1.5718e-05, 2.5803, 0.068273, 6.8964e-06, 0.017159, 0.92742, 0.616, 0.93625, 0.12637, 0.22451, 0.40052, -0.013053, 0.3654, 2.1591, -0.000772, 2.5937, 0.49081, 0.0015851, 1.2687, 1.6534, 2.0437, 1.0044, 0.91168, 0.95387, 2.1471, 1.8069, 0.69238, 2.8298, 0.020115, 7.9856, 1.7361, 0.010224, 1.6996, 0.048695, 0.18836, 0.00042916, 0.056987, 0.049155, 0.28188, 0.30604, 0.0098796, 0.041566, 4.0311e-05, 2.6864, 0.1433, 6.8964e-06, 0.017159
10, 0.16073, 0.11341, 0.02512, 0.05049, 0.48, 0.23969, 1.8547, 0.96269, 1.0147, 0.9348, 0.33152, 3.3639, 4.7569, 0.11493, 1.7271, 0.01462, 6.0277, 0.90279, 0.006, 1.5073, 1.6901, 1.9619, 1.0058, 0.50828, 0.53261, 2.3276, 2.2284, 0.66222, 2.0755, 0.013048, 6.0812, 1.1364, 0.0086477, 1.3263, 1.2964, -0.060383, 0.98431, 0.059639, 0.16541, 1.2133, 0.14975, 0.20416, 0.82897, 0.0026441, 4.987, 0.63351, -0.0011302, 0.96785, 2.0837, 3.9842, 1.0274, 0.95693, 0.89982, 3.442, 4.3071, 1.1203, 3.322, 0.023452, 7.1755, 1.6392, 0.018426, 1.6847, 0.057273, 1.5116, 0.00017131, 0.074396, 0.049838, 0.45898, 1.597, 0.077551, 0.57431, 4.0009e-05, 0.44256, 0.093457, 3.5338e-05, 0.047485, 1.1945, -0.14179, 0.96879, 0.059639, 0.16541, 1.0459, 0.14975, 0.18823, 0.82897, -0.00017239, 4.8629, 0.4612, -0.0011302, 0.96785, 2.1857, 4.0656, 1.0429, 0.95693, 0.89982, 3.6093, 4.3071, 1.1362, 3.322, 0.026269, 7.2996, 1.8115, 0.018426, 1.6847, 0.090783, 1.6357, 0.00050738, 0.074396, 0.049838, 0.60722, 1.597, 0.083039, 0.57431, 6.4602e-05, 0.54864, 0.16848, 3.5338e-05, 0.047485
