eta1,kappa_k,kappa,sig,lam,mup,sigp,rsmax,n,alpha,alpha1,alpha2,betam1,gamma,name,PeakDrift,FailureType,ar,lrr,srr,alr,sdr,smr
1.2687659194979628,0.5603424577919727,0.989811403939767,0.4221572479166052,0.5088878961017931,0.2899578031618326,0.6554783078850007,0.5385702239761715,6.1088983484487684,0.013199438519856487,0.8907177095416462,0.21707271030261202,0.004583825904117958,1.921803752591049,"BRI No. 2 (Japan), spbaa1",0.03594933333333333,Flexure,0.1666666666666666,0.375175965665236,0.0028006571973863,0.1049193101240992,1.1571428571428573,0.2174876655574191
1.3025731730672832,0.6645206261328873,1.0198296738224892,0.2954166285860299,0.3798018484313796,0.1974795495837829,0.3960078296106895,0.5419343707896654,6.798783374109237,0.010121046848234031,1.4280882500733023,0.49630207429739304,0.005416105192456361,1.467695180842852,"Vu et al. 1998, NH1",0.05105934065934066,Flexure,0.1666666666666666,0.2932552861349178,0.0029577351776138,0.1481933204537532,1.0,0.3102844219111448
1.0819391243233627,1.690771067280048,0.9988111077014904,0.3440182794485443,0.46976132581505076,0.7162810992018283,1.5473623546647677,0.5502374990614256,1.7182158161038608,0.008189738423877985,7.864278010043802,1.3566320418081534,0.007736013610745433,1.3224532535946432,"Saatcioglu and Baingo 1999, RC4",0.04443768996960486,Flexure,0.1519756838905775,0.1525532444444444,0.0126360242741058,0.4187543391573424,0.9,0.2135472115754018
0.519748009034884,1.07314155624211,1.0062064417548822,0.37353008665184395,0.3419813111694573,0.33444280772296386,0.6794397734455336,0.9834440528250594,2.987563263369709,0.0009819958225643572,7.661978214055971,0.6578513928766675,0.000839005215165116,0.3384983805376968,"Arakawa et al. 1988, No. 16",0.035075555555555554,Flexure,0.6111111111111112,0.4608,0.0077614305115436,0.0,0.48,0.7694040372681877
0.7075290235299123,1.8382746193164579,1.0498839612509356,0.20473538002572556,0.38322648577196816,3.123346443811636,2.0972436370507,0.557610881017578,5.62424214340728,0.0014629134537621179,6.394973262920437,0.3207607674614604,0.003096463259726845,0.38359413147044685,"Lehman et al. 1998, 415",0.07340879265091864,Flexure,0.125,0.4487600395128919,0.0066147661781198,0.281132086683322,0.75,0.333086854485856
1.4788352443959665,5.314510241509449,0.9766170986984037,0.3864202900770636,0.748542231402226,2.4418889002490713,0.31408844183544415,0.6377860589814045,1.1984694142411785,0.00734532913169408,4.025868062527579,1.336204092568741,0.005919000033330991,1.3767156179088818,"Davey 1975, No. 3",0.035756923076923075,Flexure,0.2857142857142857,0.2887488735632184,0.0017932548881206,0.0556127617240645,0.6,0.5283890120372289
1.960111099525177,0.6215256945866132,0.952017376025428,0.2604030194623564,0.4846475740318665,0.9647137256037466,0.8060992555556166,0.3467215125014948,5.716156533355077,0.00035798438351280354,2.6062529385588893,0.18523680240710605,0.004544903731047229,0.72372385685555,"NIST, Model N4",0.090024,Flexure,0.1666666666666666,0.3441574803149606,0.0025691067991772,0.0962448789721067,1.1571428571428573,0.2168245575199555
0.6952935722549383,0.626196860185809,1.0103860642186198,0.5633464856231362,0.214474096368738,1.0708376531015542,1.863669830398143,0.9511930751042039,7.216170399204289,0.005336612776555651,7.324941014294624,0.08152692120016247,0.01291157508201301,1.2927390583135303,"Graff, 2001,C8",0.0960418157988316,Flexure,0.2128524257048514,0.163271043034654,0.0062902593934747,0.1028987116985612,1.1811023622047243,0.2452069227785667
0.733325605189586,0.6223606388149632,1.0139840252215895,0.3926738181274265,0.5436168975033897,0.6306197402608174,0.5649459168421862,0.6632385000340999,1.749506192806975,0.0229874883814621,9.695930381790294,0.37832532316486067,0.0041055518603839505,0.8492919426849024,"Vu et al. 1998, NH6",0.09611813186813187,Flexure,0.5021978021978022,0.3490480589717059,0.006923637953911,0.0848654923315939,0.7125,0.5251420937266751
1.8759748713972044,0.8428647468629986,1.0104541888477778,0.38126763514526407,0.6269028605959914,1.3520732015271186,0.43454517382321445,0.4617255224608485,2.131855022728389,0.00537374752774953,1.3670976908688766,0.5248488525950221,0.0025427757669414033,1.913639170783175,"Saatcioglu and Baingo 1999, RC2",0.07443768996960487,Flexure,0.1519756838905775,0.2112275692307692,0.0174960336103004,0.3134128110117324,0.9,0.1574754177604063
