UniqueId,split,err_cal_exp,err_surr_exp,err_surr_cal,ar,lrr,srr,alr,sdr,smr,no_model_err,one_model_err,ColumnType,FailureMode
64,1,0.05439294958555291,0.19973552136988007,0.21035222593051664,1.5,0.2975403315468571,0.1333872229663706,0.2567829457364341,1.9444444444444444,0.7526079372813009,0.39897095554164846,0.6010290444583515,Rectangular,Flexure-Shear
352,5,0.06334252641617248,0.08942032134582682,0.07220053316093496,4.498360655737705,0.2782729531138365,0.0573855178626642,0.0926380853990227,0.7916666666666666,0.3608154540952911,0.34061376844172736,0.6599220504558365,Spiral,Flexure
379,3,0.07401394689325531,0.10614029903310918,0.06064958518836914,3.0,0.2677432121212121,0.0485525062547868,0.0428700183412512,1.1228070175438596,0.5041050008447017,0.43324961217510294,0.5679551253263131,Spiral,Flexure
374,1,0.061151432129703524,0.07577627269449315,0.04928733247914038,3.0,0.3479286155432214,0.0730848949551309,0.0905565245626531,0.6614583333333331,0.5016320326049301,0.43457491567776374,0.5654250843222363,Spiral,Flexure
190,0,0.04286588421956508,0.09092059638645059,0.0826892914990777,3.5,0.4177286036035967,0.1088761188952565,0.1111660079051383,1.3756613756613758,0.5119187778069219,0.3871840021162779,0.6128159978837221,Rectangular,Flexure
125,2,0.050840340404973115,0.11630256729645459,0.10268105197271138,4.5600000000000005,0.3242123618504666,0.0432283149133955,0.2,2.083333333333333,0.7609223826520778,0.5099557686468753,0.49178637593564384,Rectangular,Flexure
67,1,0.05194304084889628,0.07196184124931207,0.03550507672387672,2.0,0.092643441806449,0.0610952943185552,0.3499095477386935,1.3333333333333333,0.6677504471434148,0.49707914681892584,0.503092778429528,Rectangular,Flexure
32,2,0.07185767634479402,0.16790707220456952,0.16474480311024342,4.0,0.20693024755868,0.0416846908295117,0.0320060483870967,1.851851851851852,0.4528985576643131,0.5186583741968008,0.4845416924958251,Rectangular,Flexure
149,1,0.04104992281966353,0.1593950401486567,0.1511010486675118,2.0,0.1460085905369636,0.0388969081265255,0.0962443785352687,1.3281249999999998,0.741460410374528,0.4712984718116829,0.5287015281883171,Rectangular,Flexure-Shear
100,2,0.03992348895214644,0.12096570643193859,0.11929096855420974,1.1097560975609757,0.3157000782988364,0.054460996242006,0.2696561127101954,2.4722222222222223,1.817652418872768,0.2430992761104721,0.7569007238895279,Rectangular,Shear
337,1,0.03295878573280186,0.21906401897055502,0.2192127221326828,1.6363636363636362,0.5032627986348123,0.076397473226608,0.1235422681829171,0.9722222222222222,1.0487633365439422,0.4875738626351944,0.5124261373648056,Spiral,Flexure
155,3,0.027615975985752043,0.10075789911095437,0.09592226704277867,2.0,0.0620035612233917,0.1971910684634253,0.3496965892446118,0.9114583333333331,0.2932052623748773,0.5373370468594063,0.46266295314059375,Rectangular,Flexure
335,4,0.03725361345324952,0.1145207422941391,0.10564536526614876,1.6363636363636362,0.4741350482315112,0.0,0.1163919118250633,2.0,2.6253097065065103,0.39188120375374835,0.6081187962462516,Spiral,Shear
398,4,0.05648129010606729,0.08616280535621233,0.06566593547371898,4.698090692124105,0.1385867845521421,0.0438650292272484,0.1028987116985612,0.8466666666666666,0.2855176954456508,0.40162227610316736,0.5983777238968325,Spiral,Flexure
396,3,0.056989599077355145,0.14772380979744631,0.13837135710670675,4.698090692124105,0.1540837093423177,0.0440149831610284,0.0,0.8912280701754386,0.2172556643312284,0.4248614781950648,0.5757696862259184,Spiral,Flexure
306,1,0.05730642359054235,0.11723591210198553,0.11128493625452582,6.0131578947368425,0.2654607560276389,0.040424478291429,0.0685014756456048,0.9329140461215932,0.3249960137095146,0.49047945531020903,0.5095205446897909,Spiral,Flexure
145,0,0.03352900960787365,0.10608110155969155,0.09513415003676585,2.0,0.2384161954674675,0.1055673753920099,0.0997304626188199,0.913978494623656,0.5598902879369332,0.442283180112503,0.5577168198874971,Rectangular,Flexure
169,0,0.0664690045292651,0.09292880664262929,0.062214888044585547,4.7,0.3920207541420919,0.1786945821343354,0.4617046818727491,1.3333333333333333,0.3043874938185217,0.49613642388443463,0.5052103106539341,Rectangular,Flexure
136,3,0.03772072359397044,0.11861242212123771,0.11459816663415894,3.8278688524590168,0.3547213947733016,0.0546170367251115,0.2324374614267423,2.305555555555556,0.7295960902153189,0.5426658485788091,0.45749446761405854,Rectangular,Flexure
175,4,0.024752327068574824,0.1337268018769618,0.1288385121498335,3.004926108374384,0.1622985079540362,0.0535658231327001,0.0495093276968009,1.336842105263158,0.45659162347404,0.422540136834733,0.577459863165267,Rectangular,Flexure
33,5,0.05265119099955979,0.1431424683969728,0.14478048522630224,2.0,0.2318495378349267,0.0469226315244763,0.14296875,1.5151515151515151,0.8042647315190902,0.40984751573093137,0.5901524842690686,Rectangular,Flexure-Shear
322,2,0.03266603609233914,0.07094842289807833,0.05764520175395833,1.090909090909091,0.5198414147835635,0.0,0.1265660299915899,2.0,4.068249664091903,0.3950958603776545,0.6049041396223455,Spiral,Shear
191,1,0.06582533259025619,0.10902277979395437,0.09210343575396507,3.5,0.3899827922941327,0.1016444947619922,0.1556734317343173,1.3756613756613758,0.5297706192504589,0.4173827497665773,0.5828152887854416,Rectangular,Flexure
105,0,0.06737304121194998,0.13177535612034255,0.10376720153251756,2.857142857142857,0.3961074481127173,0.0808182018164862,0.1407459535538353,1.25,0.7347613405349893,0.37661817049329066,0.6239691888577426,Rectangular,Flexure
331,0,0.05230519465658339,0.14046581467563135,0.14645678542814858,1.090909090909091,0.4749988646265149,0.069075672336845,0.2312963870772824,0.9722222222222222,1.6251997920090395,0.4061086499380256,0.5938913500619744,Spiral,Shear
168,2,0.06682686356826768,0.09047364919005181,0.06787124169501425,4.7,0.3920207541420919,0.0893472910671677,0.4617046818727491,2.6666666666666665,0.5021850676314081,0.4224526856315342,0.5775859605424141,Rectangular,Flexure
315,4,0.08058163386180588,0.11605707123095316,0.09548489405048118,1.0,0.1634716981132075,0.1903689830609228,0.2475369862066248,0.6179775280898876,0.4899783196806555,0.3798691545675312,0.6202465689217638,Spiral,Flexure-Shear
24,2,0.03955011252133046,0.07684447238772472,0.06705447318639403,3.0,0.1983908359909642,0.0925306247446441,0.2999922762029814,1.25,0.46631047512654,0.5315689128343721,0.46996655818166205,Rectangular,Flexure
283,3,0.09921056999315042,0.09585817616718244,0.1350153163557233,2.5,0.4067638483965015,0.0223941517143645,0.0999938490854328,1.6666666666666667,1.2243661511164816,0.3047370380314285,0.6953960452448713,Spiral,Flexure-Shear
201,0,0.05056423561195981,0.12053162913256926,0.10280000521986304,3.916666666666666,0.1229309503617101,0.048127705028581,0.0,1.3229166666666663,0.2754795386188717,0.26991464820326894,0.7301623099274478,Rectangular,Flexure
208,4,0.5639661844600001,0.11392029853971178,0.5293741862487621,3.916666666666666,0.1420130578920206,0.1089823385185393,0.2000139832933836,1.3229166666666663,0.2841766447439349,0.41476790402826147,0.5853327617017839,Rectangular,Flexure
128,4,0.046162948565575075,0.09851146518052001,0.10119518868003151,4.5600000000000005,0.3242123618504666,0.0432283149133955,0.3,2.083333333333333,0.7868914435733787,0.5176425948333245,0.48338684124557585,Rectangular,Flexure
353,5,0.05725566623399921,0.08779868921028114,0.07657042567130981,4.498360655737705,0.2808416265271949,0.0579152303352426,0.0934932061873213,0.7916666666666666,0.3610211893121618,0.32638091181405926,0.6736190881859407,Spiral,Flexure
20,1,0.06304989506442556,0.07080912032005356,0.03200730717972566,4.0,0.2908427573831176,0.137920212638798,0.199951171875,1.1111111111111112,0.3201972645977145,0.48269472490198245,0.5173052750980176,Rectangular,Flexure
173,2,0.0388239149333041,0.06818864819740217,0.058045843898809686,4.7,0.4130338227186827,0.0877617316170006,0.4617046818727491,1.91919191919192,0.5235228037703472,0.42650691638033,0.57349308361967,Rectangular,Flexure
186,2,0.025116557656389277,0.18084801533831707,0.18206004140960697,3.004926108374384,0.2900073544936885,0.122203302279735,0.3624058628479151,1.3543859649122807,0.4911993082650706,0.4789591073555289,0.5210408926444712,Rectangular,Flexure
61,1,0.028454113146929763,0.12809900363571142,0.12726884860838794,2.5,0.1311400962741969,0.1105440648159523,0.2538860103626943,0.9722222222222222,0.4237856196418204,0.5165540208065668,0.48344597919343335,Rectangular,Flexure
369,5,0.0704174440614286,0.10044261091467589,0.05889150346323627,4.0,0.2230526023552046,0.0649668223262135,0.0722675411254063,0.8281249999999999,0.3004249610560432,0.3449022496083648,0.6550977503916352,Spiral,Flexure
165,4,0.07590894816047057,0.09527887213706596,0.07098954998558354,4.7,0.2613471694280612,0.0670104683003757,0.4278511404561825,2.6666666666666665,0.485270969404303,0.4422102245280647,0.5578000557346278,Rectangular,Flexure
108,0,0.04231773840483221,0.07054826513626161,0.05671862996948982,2.857142857142857,0.3592035556302301,0.092457895035826,0.1255886970172684,1.692708333333333,0.6244439766092185,0.42816592669678866,0.5718340733032115,Rectangular,Flexure
82,5,0.04825076877668856,0.214907915815107,0.20827647733290675,2.8721311475409834,0.3632861633384486,0.0661987886150566,0.1149555935583535,1.6931216931216932,0.7628170111050468,0.5000969627310426,0.5013281620156835,Rectangular,Flexure-Shear
313,2,0.058745528414921894,0.07458779739405237,0.03496494309466219,6.0,0.375175965665236,0.0668390691089069,0.1049193101240992,0.8641975308641974,0.2993806458761555,0.38129607216342976,0.6187039278365704,Spiral,Flexure
333,1,0.197012245092726,0.3336056440549037,0.48907331194753334,1.6363636363636362,0.4711054313099041,0.0715158455443966,0.0,0.9722222222222222,1.0220362608387008,0.5005968722325979,0.4994073003628245,Spiral,Flexure
