,id,name,type,testcf,pd,ft,axl,w,d,l,fpc,fyl,fsul,fyt,fsut,dlb,dlb_c,nlb,cc_per,nib_per,cc_par,nib_par,nsl,dtb_rcs,s_rcs,ar,lrr,srr,alr,sdr,smr
80,81,"Wight and Sozen 1973, No. 25.033(West)",Rectangular,Double Ended,P Ram rotation decreases V,1,111.0,152.0,305.0,876.0,33.6,496.0,835.0,345.0,551.0,19.0,19.0,4.0,22.3,0.0,35.0,0.0,2.0,6.3,127.0,0.3481735159817352,0.3611237456995292,0.03316144791515399,0.07125909034882288,0.29763779527559053,0.8067883082853605
81,82,"Wight and Sozen 1973, No. 40.067(East)",Rectangular,Double Ended,P Ram rotation decreases V,1,178.0,152.0,305.0,876.0,33.4,496.0,835.0,345.0,551.0,19.0,19.0,4.0,22.3,0.0,35.0,0.0,2.0,6.3,64.0,0.3481735159817352,0.3632861633384486,0.06619878861505667,0.11495559355835352,0.590625,0.5705912752896436
82,83,"Wight and Sozen 1973, No. 40.067(West)",Rectangular,Double Ended,P Ram rotation decreases V,1,178.0,152.0,305.0,876.0,33.4,496.0,835.0,345.0,551.0,19.0,19.0,4.0,22.3,0.0,35.0,0.0,2.0,6.3,64.0,0.3481735159817352,0.3632861633384486,0.06619878861505667,0.11495559355835352,0.590625,0.5705912752896436
83,84,"Wight and Sozen 1973, No. 40.147(East)",Rectangular,Double Ended,P Ram rotation decreases V,1,178.0,152.0,305.0,876.0,33.5,496.0,835.0,317.0,482.0,19.0,19.0,4.0,19.1,0.0,32.0,0.0,2.0,9.5,64.0,0.3481735159817352,0.3622017270299756,0.1378980042602271,0.11461244253280621,0.890625,0.3281958893733395
84,85,"Wight and Sozen 1973, No. 40.147(West)",Rectangular,Double Ended,P Ram rotation decreases V,1,178.0,152.0,305.0,876.0,33.5,496.0,835.0,317.0,482.0,19.0,19.0,4.0,19.1,0.0,32.0,0.0,2.0,9.5,64.0,0.3481735159817352,0.3622017270299756,0.1378980042602271,0.11461244253280621,0.890625,0.3281958893733395
85,86,"Wight and Sozen 1973, No. 40.092(East)",Rectangular,Double Ended,P Ram rotation decreases V,1,178.0,152.0,305.0,876.0,33.5,496.0,835.0,317.0,482.0,19.0,19.0,4.0,19.1,0.0,32.0,0.0,2.0,9.5,102.0,0.3481735159817352,0.3622017270299756,0.08652423796720131,0.11461244253280621,0.5588235294117647,0.47119169076848094
86,87,"Wight and Sozen 1973, No. 40.092(West)",Rectangular,Double Ended,P Ram rotation decreases V,1,178.0,152.0,305.0,876.0,33.5,496.0,835.0,317.0,482.0,19.0,19.0,4.0,19.1,0.0,32.0,0.0,2.0,9.5,102.0,0.3481735159817352,0.3622017270299756,0.08652423796720131,0.11461244253280621,0.5588235294117647,0.47119169076848094
87,88,"Atalay and Penzien 1975, No. 1S1",Rectangular,Double Ended,Shear provided,0,267.0,305.0,305.0,1676.0,29.1,367.0,578.0,363.0,535.0,22.0,22.0,4.0,32.0,0.0,32.0,0.0,2.0,9.5,76.0,0.18198090692124105,0.20614301844803856,0.07628994328421215,0.09863217126534547,0.75,0.21189003812764867
88,89,"Atalay and Penzien 1975, No. 2S1",Rectangular,Double Ended,Shear provided,0,267.0,305.0,305.0,1676.0,30.7,367.0,578.0,363.0,535.0,22.0,22.0,4.0,32.0,0.0,32.0,0.0,2.0,9.5,127.0,0.18198090692124105,0.19539940836605613,0.04327447191960902,0.09349173237203758,0.44881889763779526,0.31556920764649965
89,90,"Atalay and Penzien 1975, No. 3S1",Rectangular,Double Ended,Shear provided,0,267.0,305.0,305.0,1676.0,29.2,367.0,578.0,363.0,535.0,22.0,22.0,4.0,32.0,0.0,32.0,0.0,2.0,9.5,76.0,0.18198090692124105,0.20543704920677816,0.07602867635515664,0.09829438985690252,0.75,0.21187999298629856
90,91,"Atalay and Penzien 1975, No. 4S1",Rectangular,Double Ended,Shear provided,0,267.0,305.0,305.0,1676.0,27.6,429.0,657.0,363.0,535.0,22.0,22.0,4.0,32.0,0.0,32.0,0.0,2.0,9.5,127.0,0.18198090692124105,0.25406437112540664,0.04813501043231873,0.10399261535585339,0.44881889763779526,0.3464564402815633
91,92,"Atalay and Penzien 1975, No. 5S1",Rectangular,Double Ended,Shear provided,0,534.0,305.0,305.0,1676.0,29.4,429.0,657.0,392.0,530.0,22.0,22.0,4.0,32.0,0.0,32.0,0.0,2.0,9.5,76.0,0.18198090692124105,0.23850940962793277,0.08154407160957113,0.19525144107629616,0.75,0.27774525745924517
92,93,"Atalay and Penzien 1975, No. 6S1",Rectangular,Double Ended,Shear provided,0,534.0,305.0,305.0,1676.0,31.8,429.0,657.0,392.0,530.0,22.0,22.0,4.0,32.0,0.0,32.0,0.0,2.0,9.5,127.0,0.18198090692124105,0.22050869946733406,0.045115157134756036,0.18051548325921718,0.44881889763779526,0.4096693497401762
93,94,"Atalay and Penzien 1975, No. 9",Rectangular,Double Ended,Shear provided,0,801.0,305.0,305.0,1676.0,33.3,363.0,563.0,392.0,530.0,22.0,22.0,4.0,32.0,0.0,32.0,0.0,2.0,9.5,76.0,0.18198090692124105,0.17817958667977238,0.0719938650246664,0.25857623277671654,0.75,0.3098309158320038
94,95,"Atalay and Penzien 1975, No. 10",Rectangular,Double Ended,Shear provided,0,801.0,305.0,305.0,1676.0,32.4,363.0,563.0,392.0,530.0,22.0,22.0,4.0,32.0,0.0,32.0,0.0,2.0,9.5,127.0,0.18198090692124105,0.18312901964309938,0.044279691261890186,0.26575890590940304,0.44881889763779526,0.4463885079772138
95,96,"Atalay and Penzien 1975, No. 11",Rectangular,Double Ended,Shear provided,0,801.0,305.0,305.0,1676.0,31.0,363.0,563.0,373.0,492.0,22.0,22.0,4.0,32.0,0.0,32.0,0.0,2.0,9.5,76.0,0.18198090692124105,0.19139936246569095,0.07358694849283072,0.277760921014989,0.75,0.3187763317666211
96,97,"Atalay and Penzien 1975, No. 12",Rectangular,Double Ended,Shear provided,0,801.0,305.0,305.0,1676.0,31.8,363.0,563.0,373.0,492.0,22.0,22.0,4.0,32.0,0.0,32.0,0.0,2.0,9.5,127.0,0.18198090692124105,0.18658428416466727,0.042928453089959184,0.27077322488882577,0.44881889763779526,0.4603836984279333
97,98,"Umehara and Jirsa 1982, CUS",Rectangular,Double Cantilever,P Ram rotation increases V,2,534.0,230.0,410.0,455.0,34.9,441.0,745.0,414.0,552.0,19.0,19.0,10.0,25.0,0.0,25.0,3.0,2.0,6.0,89.0,0.9010989010989011,0.37992559566049083,0.03277022696510392,0.16225725979696573,0.4044943820224719,1.3476022512368777
98,99,"Umehara and Jirsa 1982, CUW",Rectangular,Double Cantilever,P Ram rotation increases V,2,534.0,410.0,230.0,455.0,34.9,441.0,745.0,414.0,552.0,19.0,19.0,10.0,25.0,3.0,25.0,0.0,2.0,6.0,89.0,0.5054945054945055,0.37992559566049083,0.018383298053594885,0.16225725979696573,0.4044943820224719,1.347602251236878
99,100,"Umehara and Jirsa 1982, 2CUS",Rectangular,Double Cantilever,P Ram rotation increases V,2,1068.0,230.0,410.0,455.0,42.0,441.0,745.0,414.0,552.0,19.0,19.0,10.0,25.0,0.0,25.0,3.0,4.0,6.0,89.0,0.9010989010989011,0.31570007829883645,0.05446099624200604,0.2696561127101954,0.4044943820224719,1.1512807565832532
100,101,"Bett et al. 1985 , No. 1-1",Rectangular,Double Cantilever,P Ram rotation increases V,2,288.0,305.0,305.0,457.0,29.9,462.0,772.0,414.0,607.0,19.0,19.0,8.0,25.0,1.0,25.0,1.0,2.0,6.0,210.0,0.6673960612691466,0.3767542662236212,0.01222453635696983,0.10354320906650223,0.17142857142857143,1.4556939371652804
101,102,"Azizinamini et al. 1988, NC-2",Rectangular,Double Ended,P Ram rotation decreases V,0,1690.0,457.0,457.0,1372.0,39.3,439.0,736.0,454.0,696.0,25.4,25.4,8.0,38.1,1.0,38.1,1.0,3.4,12.7,102.0,0.33309037900874633,0.21681377510452232,0.10673901013462436,0.20590256371475127,0.7470588235294117,0.3606738234893428
102,103,"Azizinamini et al. 1988, NC-4",Rectangular,Double Ended,P Ram rotation decreases V,0,2580.0,457.0,457.0,1372.0,39.8,439.0,736.0,616.0,698.0,25.4,25.4,8.0,41.3,1.0,41.3,1.0,3.4,9.5,102.0,0.33309037900874633,0.21408998395999315,0.08001976603645093,0.3103875077353259,0.5588235294117647,0.507808151777816
103,104,"Saatcioglu and Ozcebe 1989, U1",Rectangular,Cantilever,Shear provided,0,0.0,350.0,350.0,1000.0,43.6,430.0,0.0,470.0,0.0,25.0,25.0,8.0,22.5,1.0,22.5,1.0,2.0,10.0,150.0,0.35,0.31615915583308624,0.0322531355873133,0.0,0.4,0.6585388161515336
104,105,"Saatcioglu and Ozcebe 1989, U3",Rectangular,Cantilever,Shear provided,0,600.0,350.0,350.0,1000.0,34.8,430.0,0.0,470.0,0.0,25.0,25.0,8.0,22.5,1.0,22.5,1.0,2.0,10.0,75.0,0.35,0.3961074481127173,0.0808182018164862,0.14074595355383532,0.8,0.5515910061879222
105,106,"Saatcioglu and Ozcebe 1989, U4",Rectangular,Cantilever,Shear provided,0,600.0,350.0,350.0,1000.0,32.0,438.0,0.0,470.0,0.0,25.0,25.0,8.0,22.5,1.0,22.5,1.0,2.0,10.0,50.0,0.35,0.4387811167960234,0.13183469171314313,0.15306122448979592,1.2,0.4121610008923916
106,107,"Saatcioglu and Ozcebe 1989, U6",Rectangular,Cantilever,Shear provided,0,600.0,350.0,350.0,1000.0,37.3,437.0,0.0,425.0,0.0,25.0,25.0,8.0,26.0,1.0,26.0,1.0,6.0,6.4,65.0,0.35,0.37557476325948996,0.09667179373719081,0.13131257865076326,0.5907692307692308,0.46383332142709327
107,108,"Saatcioglu and Ozcebe 1989, U7",Rectangular,Cantilever,Shear provided,0,600.0,350.0,350.0,1000.0,39.0,437.0,0.0,425.0,0.0,25.0,25.0,8.0,26.0,1.0,26.0,1.0,6.0,6.4,65.0,0.35,0.3592035556302301,0.09245789503582608,0.12558869701726844,0.5907692307692308,0.4633428575285369
108,109,"Galeota et al. 1996, AA1",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,150.0,0.21929824561403508,0.08105309046261666,0.02881887660893037,0.3,0.32,0.6295025017713053
109,110,"Galeota et al. 1996, AA2",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,150.0,0.21929824561403508,0.08105309046261666,0.02881887660893037,0.3,0.32,0.6295025017713053
110,111,"Galeota et al. 1996, AA3",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,150.0,0.21929824561403508,0.08105309046261666,0.02881887660893037,0.2,0.32,0.5264815259970339
111,112,"Galeota et al. 1996, AA4",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,150.0,0.21929824561403508,0.08105309046261666,0.02881887660893037,0.2,0.32,0.5264815259970339
112,113,"Galeota et al. 1996, BA1",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,100.0,0.21929824561403508,0.08105309046261666,0.04322831491339555,0.2,0.48,0.4032908614225711
113,114,"Galeota et al. 1996, BA2",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,100.0,0.21929824561403508,0.08105309046261666,0.04322831491339555,0.3,0.48,0.48997626497444663
114,115,"Galeota et al. 1996, BA3",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,100.0,0.21929824561403508,0.08105309046261666,0.04322831491339555,0.3,0.48,0.48997626497444663
115,116,"Galeota et al. 1996, BA4",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,100.0,0.21929824561403508,0.08105309046261666,0.04322831491339555,0.2,0.48,0.4032908614225711
116,117,"Galeota et al. 1996, CA1",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,50.0,0.21929824561403508,0.08105309046261666,0.0864566298267911,0.2,0.96,0.2369559222407397
117,118,"Galeota et al. 1996, CA2",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,50.0,0.21929824561403508,0.08105309046261666,0.0864566298267911,0.3,0.96,0.29429139748984834
118,119,"Galeota et al. 1996, CA3",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,50.0,0.21929824561403508,0.08105309046261666,0.0864566298267911,0.2,0.96,0.2369559222407397
119,120,"Galeota et al. 1996, CA4",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,10.0,10.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,50.0,0.21929824561403508,0.08105309046261666,0.0864566298267911,0.3,0.96,0.29429139748984834
120,121,"Galeota et al. 1996, AB1",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,150.0,0.21929824561403508,0.32421236185046665,0.02881887660893037,0.2,0.32,0.8437575480987506
121,122,"Galeota et al. 1996, AB2",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,150.0,0.21929824561403508,0.32421236185046665,0.02881887660893037,0.3,0.32,0.918837518695693
122,123,"Galeota et al. 1996, AB3",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,150.0,0.21929824561403508,0.32421236185046665,0.02881887660893037,0.3,0.32,0.918837518695693
123,124,"Galeota et al. 1996, AB4",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,150.0,0.21929824561403508,0.32421236185046665,0.02881887660893037,0.2,0.32,0.8437575480987506
124,125,"Galeota et al. 1996, BB",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,100.0,0.21929824561403508,0.32421236185046665,0.04322831491339555,0.2,0.48,0.6463279176987847
125,126,"Galeota et al. 1996, BB1",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,100.0,0.21929824561403508,0.32421236185046665,0.04322831491339555,0.2,0.48,0.6463279176987847
126,127,"Galeota et al. 1996, BB4",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,100.0,0.21929824561403508,0.32421236185046665,0.04322831491339555,0.3,0.48,0.7151815509264842
127,128,"Galeota et al. 1996, BB4B",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,100.0,0.21929824561403508,0.32421236185046665,0.04322831491339555,0.3,0.48,0.7151815509264842
128,129,"Galeota et al. 1996, CB1",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,50.0,0.21929824561403508,0.32421236185046665,0.0864566298267911,0.2,0.96,0.37975377688456835
129,130,"Galeota et al. 1996, CB2",Rectangular,Double Ended,Shear provided,0,1000.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,50.0,0.21929824561403508,0.32421236185046665,0.0864566298267911,0.2,0.96,0.37975377688456835
130,131,"Galeota et al. 1996, CB3",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,50.0,0.21929824561403508,0.32421236185046665,0.0864566298267911,0.3,0.96,0.4295550481248081
131,132,"Galeota et al. 1996, CB4",Rectangular,Double Ended,Shear provided,0,1500.0,250.0,250.0,1140.0,80.0,430.0,0.0,430.0,0.0,20.0,20.0,12.0,30.0,2.0,30.0,2.0,4.0,8.0,50.0,0.21929824561403508,0.32421236185046665,0.0864566298267911,0.3,0.96,0.4295550481248081
132,133,"Wehbe et al. 1998, A1",Rectangular,Cantilever,Feff provided,0,615.0,380.0,610.0,2335.0,27.2,448.0,731.0,428.0,738.0,19.1,19.1,18.0,28.0,2.0,28.0,5.0,4.0,6.0,110.0,0.26124197002141325,0.36645849974741834,0.042574637284083464,0.09754225244886565,0.32727272727272727,0.6010310465977418
133,134,"Wehbe et al. 1998, A2",Rectangular,Cantilever,Feff provided,0,1505.0,380.0,610.0,2335.0,27.2,448.0,731.0,428.0,738.0,19.1,19.1,18.0,28.0,2.0,28.0,5.0,4.0,6.0,110.0,0.26124197002141325,0.36645849974741834,0.042574637284083464,0.23870095924478504,0.32727272727272727,0.7170419442948841
134,135,"Wehbe et al. 1998, B1",Rectangular,Cantilever,Feff provided,0,601.0,380.0,610.0,2335.0,28.1,448.0,731.0,428.0,738.0,19.1,19.1,18.0,25.0,2.0,25.0,5.0,4.0,6.0,83.0,0.26124197002141325,0.35472139477330167,0.05461703672511157,0.09226876771299347,0.43373493975903615,0.4944411397001886
135,136,"Wehbe et al. 1998, B2",Rectangular,Cantilever,Feff provided,0,1514.0,380.0,610.0,2335.0,28.1,448.0,731.0,428.0,738.0,19.1,19.1,18.0,25.0,2.0,25.0,5.0,4.0,6.0,83.0,0.26124197002141325,0.35472139477330167,0.05461703672511157,0.2324374614267423,0.43373493975903615,0.6067279442691064
136,137,"Lynn et al. 1998, 3CLH18",Rectangular,Double Cantilever,Shear provided,2,503.0,457.2,457.2,1473.2,26.9,331.0,496.0,399.9,558.0,31.8,31.8,8.0,38.1,1.0,38.1,1.0,2.0,9.5,457.2,0.3103448275862069,0.37402219848522306,0.010082164249496699,0.08945472019173879,0.12467191601049869,1.2356394817981269
137,138,"Lynn et al. 1998, 2CLH18",Rectangular,Double Cantilever,Shear provided,1,503.0,457.2,457.2,1473.2,33.1,331.0,496.0,399.9,558.0,25.4,25.4,8.0,38.1,1.0,38.1,1.0,2.0,9.5,457.2,0.3103448275862069,0.19392547244381436,0.00819366218463629,0.07269885115280282,0.12467191601049869,0.875543938709692
138,139,"Lynn et al. 1998, 2CMH18",Rectangular,Double Cantilever,Shear provided,1,1512.0,457.2,457.2,1473.2,25.5,331.0,496.0,399.9,558.0,25.4,25.4,8.0,38.1,1.0,38.1,1.0,2.0,9.5,457.2,0.3103448275862069,0.25172286815255907,0.010635694835743576,0.2836606980403503,0.12467191601049869,1.1043722706495582
139,140,"Lynn et al. 1998, 3CMH18",Rectangular,Double Cantilever,Shear provided,2,1512.0,457.2,457.2,1473.2,27.6,331.0,496.0,399.9,558.0,31.8,31.8,8.0,38.1,1.0,38.1,1.0,2.0,9.5,457.2,0.3103448275862069,0.36453612823378617,0.00982645718519787,0.262077818841628,0.12467191601049869,1.3284624487819787
140,141,"Lynn et al. 1998, 3CMD12",Rectangular,Double Cantilever,Shear provided,2,1512.0,457.2,457.2,1473.2,27.6,331.0,496.0,399.9,558.0,31.8,31.8,8.0,38.1,1.0,38.1,1.0,3.4,9.5,304.8,0.3103448275862069,0.36453612823378617,0.02505746582225457,0.262077818841628,0.18700787401574803,1.016687787677207
141,142,"Lynn et al. 1996, 3SLH18",Rectangular,Double Cantilever,Shear provided,2,503.0,457.2,457.2,1473.2,26.9,331.0,496.0,399.9,558.0,31.8,31.8,8.0,38.1,1.0,38.1,1.0,2.0,9.5,457.2,0.3103448275862069,0.37402219848522306,0.010082164249496699,0.08945472019173879,0.12467191601049869,1.2356394817981269
142,143,"Lynn et al. 1996, 2SLH18",Rectangular,Double Cantilever,Shear provided,1,503.0,457.2,457.2,1473.2,33.1,331.0,496.0,399.9,558.0,25.4,25.4,8.0,38.1,1.0,38.1,1.0,2.0,9.5,457.2,0.3103448275862069,0.19392547244381436,0.00819366218463629,0.07269885115280282,0.12467191601049869,0.875543938709692
143,144,"Lynn et al. 1996, 3SMD12",Rectangular,Double Cantilever,Shear provided,1,1512.0,457.2,457.2,1473.2,25.5,331.0,496.0,399.9,558.0,31.8,31.8,8.0,38.1,1.0,38.1,1.0,3.4,9.5,304.8,0.3103448275862069,0.39455675055892153,0.027121021831146126,0.2836606980403503,0.18700787401574803,1.0178149887066579
144,145,"Xiao and Martirossyan 1998, HC4-8L19-T10-0.1P",Rectangular,Double Cantilever,Shear provided,0,489.0,254.0,254.0,508.0,76.0,510.0,0.0,510.0,0.0,19.1,19.1,8.0,13.0,1.0,13.0,1.0,3.0,9.3,51.0,0.5,0.2384161954674676,0.10556737539200993,0.09973046261881997,1.0941176470588236,0.4258382809984601
145,146,"Xiao and Martirossyan 1998, HC4-8L19-T10-0.2P",Rectangular,Double Cantilever,Shear provided,0,979.0,254.0,254.0,508.0,76.0,510.0,0.0,510.0,0.0,19.1,19.1,8.0,13.0,1.0,13.0,1.0,3.0,9.3,51.0,0.5,0.2384161954674676,0.10556737539200993,0.19966487301395655,1.0941176470588236,0.5313240571455629
146,147,"Xiao and Martirossyan 1998, HC4-8L16-T10-0.1P",Rectangular,Double Cantilever,Shear provided,0,534.0,254.0,254.0,508.0,86.0,510.0,0.0,510.0,0.0,15.9,15.9,8.0,13.0,1.0,13.0,1.0,3.0,9.3,51.0,0.5,0.14600859053696366,0.09329209918363668,0.0962443785352687,1.0941176470588236,0.3608045504179595
147,148,"Xiao and Martirossyan 1998, HC4-8L16-T10-0.2P",Rectangular,Double Cantilever,Shear provided,0,1068.0,254.0,254.0,508.0,86.0,510.0,0.0,510.0,0.0,15.9,15.9,8.0,13.0,1.0,13.0,1.0,3.0,9.3,51.0,0.5,0.14600859053696366,0.09329209918363668,0.1924887570705374,1.0941176470588236,0.4818367398358505
148,149,"Xiao and Martirossyan 1998, HC4-8L16-T6-0.1P",Rectangular,Double Cantilever,Shear provided,1,534.0,254.0,254.0,508.0,86.0,510.0,0.0,449.0,0.0,15.9,15.9,8.0,13.0,1.0,13.0,1.0,3.0,6.4,51.0,0.5,0.14600859053696366,0.03889690812652555,0.0962443785352687,0.7529411764705883,0.6415326175800443
149,150,"Xiao and Martirossyan 1998, HC4-8L16-T6-0.2P",Rectangular,Double Cantilever,Shear provided,1,1068.0,254.0,254.0,508.0,86.0,510.0,0.0,449.0,0.0,15.9,15.9,8.0,13.0,1.0,13.0,1.0,3.0,6.4,51.0,0.5,0.14600859053696366,0.03889690812652555,0.1924887570705374,0.7529411764705883,0.8126750040159209
150,151,"Sugano 1996, UC10H",Rectangular,Double Cantilever,Shear provided,0,3579.0,225.0,225.0,450.0,118.0,393.0,543.0,1415.0,1476.0,10.0,10.0,12.0,11.2,2.0,11.2,2.0,4.0,5.1,45.0,0.5,0.06200356122339177,0.09677643629346454,0.5991211550533584,0.6799999999999999,0.5866490530872542
151,152,"Sugano 1996, UC15H",Rectangular,Double Cantilever,Shear provided,0,3579.0,225.0,225.0,450.0,118.0,393.0,543.0,1424.0,1515.0,10.0,10.0,12.0,11.2,2.0,11.2,2.0,4.0,6.4,45.0,0.5,0.06200356122339177,0.15337083102710863,0.5991211550533584,0.8533333333333335,0.43192458771297887
152,153,"Sugano 1996, UC20H",Rectangular,Double Cantilever,Shear provided,0,3579.0,225.0,225.0,450.0,118.0,393.0,543.0,1424.0,1515.0,10.0,10.0,12.0,11.2,2.0,11.2,2.0,4.0,6.4,35.0,0.5,0.06200356122339177,0.19719106846342535,0.5991211550533584,1.0971428571428572,0.35867810284511237
153,154,"Sugano 1996, UC15L",Rectangular,Double Cantilever,Shear provided,0,2089.0,225.0,225.0,450.0,118.0,393.0,543.0,1424.0,1515.0,10.0,10.0,12.0,11.2,2.0,11.2,2.0,4.0,6.4,45.0,0.5,0.06200356122339177,0.15337083102710863,0.34969658924461183,0.8533333333333335,0.37998958380991554
154,155,"Sugano 1996, UC20L",Rectangular,Double Cantilever,Shear provided,0,2089.0,225.0,225.0,450.0,118.0,393.0,543.0,1424.0,1515.0,10.0,10.0,12.0,11.2,2.0,11.2,2.0,4.0,6.4,35.0,0.5,0.06200356122339177,0.19719106846342535,0.34969658924461183,1.0971428571428572,0.3120008315682824
155,156,"Nosho et al. 1996, No. 1",Rectangular,Cantilever,P Ram rotation decreases V,0,1076.0,279.4,279.4,2134.0,40.6,407.0,659.0,351.0,390.0,15.9,15.9,4.0,25.4,0.0,25.4,0.0,2.0,6.3,228.6,0.13092783505154637,0.10199049355229017,0.00843877545440735,0.33949504042801604,0.1653543307086614,0.8416744982765944
156,157,"Bayrak and Sheikh 1996, ES-1HT",Rectangular,Cantilever,P Ram rotation decreases V,0,3354.0,305.0,305.0,1842.0,72.1,454.0,700.0,463.0,648.0,19.5,19.5,8.0,11.5,1.0,11.5,1.0,2.0,16.0,95.0,0.16558089033659065,0.1617223340074178,0.08912142541089897,0.5000669066858603,1.0105263157894737,0.307396889084694
157,158,"Bayrak and Sheikh 1996, AS-2HT",Rectangular,Cantilever,P Ram rotation decreases V,0,2401.0,305.0,305.0,1842.0,71.7,454.0,700.0,542.0,683.0,19.5,19.5,8.0,14.0,1.0,14.0,1.0,3.4,11.3,90.0,0.16558089033659065,0.16262455065460002,0.09389954059091639,0.3599758167016935,0.7533333333333334,0.2691094691779293
158,159,"Bayrak and Sheikh 1996, AS-3HT",Rectangular,Cantilever,P Ram rotation decreases V,0,3340.0,305.0,305.0,1842.0,71.8,454.0,700.0,542.0,683.0,19.5,19.5,8.0,14.0,1.0,14.0,1.0,3.4,11.3,90.0,0.16558089033659065,0.1623980540659446,0.09376876128647221,0.5000602617531005,0.7533333333333334,0.29517105074940025
159,160,"Bayrak and Sheikh 1996, AS-4HT",Rectangular,Cantilever,P Ram rotation decreases V,0,3344.0,305.0,305.0,1842.0,71.9,454.0,700.0,463.0,648.0,19.5,19.5,8.0,11.5,1.0,11.5,1.0,3.4,16.0,100.0,0.16558089033659065,0.16217218750952464,0.14433146671742964,0.4999628092856429,0.96,0.20500173138288966
