UniqueId,err_cal_exp,err_surr_exp,err_surr_cal,ar,lrr,srr,alr,sdr,smr,no_model_err,one_model_err,ColumnType,FailureMode
64,0.05439294958555291,0.13582373696985373,0.12906879401686638,1.5,0.2975403315468571,0.1333872229663706,0.2567829457364341,1.9444444444444444,0.7526079372813009,0.39897095554164846,0.6010290444583515,Rectangular,Flexure-Shear
352,0.06334252641617248,0.08510192938544704,0.052569811791647096,4.498360655737705,0.2782729531138365,0.0573855178626642,0.0926380853990227,0.7916666666666666,0.3608154540952911,0.34061376844172736,0.6599220504558365,Spiral,Flexure
379,0.07401394689325531,0.11527665900315814,0.07706284608186886,3.0,0.2677432121212121,0.0485525062547868,0.0428700183412512,1.1228070175438596,0.5041050008447017,0.43324961217510294,0.5679551253263131,Spiral,Flexure
374,0.061151432129703524,0.11660633520327827,0.10495645317841724,3.0,0.3479286155432214,0.0730848949551309,0.0905565245626531,0.6614583333333331,0.5016320326049301,0.43457491567776374,0.5654250843222363,Spiral,Flexure
309,0.08809376270948617,0.10005873395266078,0.04739380298951047,3.0,0.3784242424242424,0.128081780489082,0.2107735073189291,0.4838709677419354,0.3733243789416683,0.4031629542218356,0.5968370457781645,Spiral,Flexure
196,0.2219100172844619,0.25311497063617217,0.2592273342890076,3.600393700787402,0.0,0.0,0.0,1.25,0.0,0.4757746237811874,0.5260238629996944,Rectangular,Flexure
190,0.04286588421956508,0.10119538925096151,0.09117970500848235,3.5,0.4177286036035967,0.1088761188952565,0.1111660079051383,1.3756613756613758,0.5119187778069219,0.3871840021162779,0.6128159978837221,Rectangular,Flexure
125,0.050840340404973115,0.10046259426041738,0.08528117575720802,4.5600000000000005,0.3242123618504666,0.0432283149133955,0.2,2.083333333333333,0.7609223826520778,0.5099557686468753,0.49178637593564384,Rectangular,Flexure
217,0.09309237348361564,0.1390079176042002,0.08761517265832752,6.557377049180328,0.1179544870926143,0.0793120891330137,0.3940862972363056,0.8849557522123892,0.2519034688422792,0.5159197418216593,0.48935161787483433,Rectangular,Flexure
15,0.09628629167773564,0.11861059012846563,0.06388557392334307,4.0,0.1701845620344642,0.0863937979737193,0.7,1.3333333333333333,0.3994953698042017,0.45175663932543847,0.5482433606745615,Rectangular,Flexure
67,0.05194304084889628,0.09319890843856465,0.07892356375775605,2.0,0.092643441806449,0.0610952943185552,0.3499095477386935,1.3333333333333333,0.6677504471434148,0.49707914681892584,0.503092778429528,Rectangular,Flexure
32,0.07185767634479402,0.11537750140783239,0.1032364356610276,4.0,0.20693024755868,0.0416846908295117,0.0320060483870967,1.851851851851852,0.4528985576643131,0.5186583741968008,0.4845416924958251,Rectangular,Flexure
