UniqueId,Name,Type,FailureType,ar,lrr,srr,alr,sdr,smr,id
112,"Galeota et al. 1996, AA4",Rectangular,0,4.5600000000000005,0.08105309046261666,0.028818876608930368,0.2,3.125,0.4785475406271931,111
365,"Vu et al. 1998, NH6",Spiral,0,1.9912472647702408,0.720349014975276,0.17201760622065723,0.3333892619100884,0.5249343832020998,0.6811417752409096,111
366,"Kowalsky et al. 1996, FL1",Spiral,0,8.0,0.47328244604365105,0.04962679412781613,0.2964944957917003,1.3333333333333333,0.3671320710690278,112
113,"Galeota et al. 1996, BA1",Rectangular,0,4.5600000000000005,0.08105309046261666,0.04322831491339555,0.2,2.0833333333333335,0.3797668651711147,112
367,"Kowalsky et al. 1996, FL2",Spiral,0,8.0,0.4330534381299408,0.030158858140678545,0.27129246364940574,1.3281249999999998,0.4633707614260111,113
114,"Galeota et al. 1996, BA2",Rectangular,0,4.5600000000000005,0.08105309046261666,0.04322831491339555,0.3,2.0833333333333335,0.4378615678539381,113
368,"Kowalsky et al. 1996, FL3",Spiral,0,8.0,0.44876003951289195,0.047055457644509587,0.281132086683322,1.3333333333333333,0.3680043873427329,114
115,"Galeota et al. 1996, BA3",Rectangular,0,4.5600000000000005,0.08105309046261666,0.04322831491339555,0.3,2.0833333333333335,0.4378615678539381,114
116,"Galeota et al. 1996, BA4",Rectangular,0,4.5600000000000005,0.08105309046261666,0.04322831491339555,0.2,2.0833333333333335,0.3797668651711147,115
369,"Lehman et al. 1998, 415",Spiral,0,4.0,0.22305260235520466,0.06496682232621351,0.07226754112540634,0.8281249999999999,0.3004249610560432,115
117,"Galeota et al. 1996, CA1",Rectangular,0,4.5600000000000005,0.08105309046261666,0.0864566298267911,0.2,1.0416666666666667,0.23453212829281514,116
118,"Galeota et al. 1996, CA2",Rectangular,0,4.5600000000000005,0.08105309046261666,0.0864566298267911,0.3,1.0416666666666667,0.2771842030326142,117
119,"Galeota et al. 1996, CA3",Rectangular,0,4.5600000000000005,0.08105309046261666,0.0864566298267911,0.2,1.0416666666666667,0.23453212829281514,118
120,"Galeota et al. 1996, CA4",Rectangular,0,4.5600000000000005,0.08105309046261666,0.0864566298267911,0.3,1.0416666666666667,0.2771842030326142,119
373,"Lehman et al. 1998, 430",Spiral,0,4.0,0.4461052047104093,0.06496682232621351,0.07226754112540634,0.8281249999999999,0.5317759914540684,119
374,"Calderone et al. 2000, 328",Spiral,0,2.9999999999999996,0.34792861554322146,0.07308489495513099,0.09055652456265319,0.6614583333333331,0.5016320326049301,120
375,"Calderone et al. 2000, 828",Spiral,0,8.0,0.34792861554322146,0.07308489495513099,0.09055652456265319,0.6614583333333331,0.20228504535234407,121
377,"Sritharan et al. 1995, IC1",Spiral,0,3.0,0.2734512101910828,0.033434260741888384,0.04505447787456343,1.7017543859649122,0.6425319835986391,123
