,UniqueId,name,type,testcf,pd,ft,axl,diam,l,fpc,fyl,fsul,fyt,fsut,dlb,nlb,cc,dsp,s,use,ar,lrr,srr,alr,sdr,smr
126,380,"Saatcioglu and Baingo 1999, RC1",Spiral,Cantilever,P Ram rotation decreases V,Flexure,1000.0,250.0,1645.0,65.0,419.0,0.0,1000.0,0,16.0,8.0,13.8,7.5,50.0,1,6.58,0.21122756923076924,0.10874743800887746,0.3134128110117324,1.1111111111111112,0.1705267382621203
127,381,"Saatcioglu and Baingo 1999, RC2",Spiral,Cantilever,P Ram rotation decreases V,Flexure,1000.0,250.0,1645.0,65.0,419.0,0.0,420.0,0,16.0,8.0,15.6,11.3,50.0,1,6.58,0.21122756923076924,0.10368183734983993,0.3134128110117324,0.7374631268436577,0.17715552361197867
129,383,"Saatcioglu and Baingo 1999, RC4",Spiral,Cantilever,P Ram rotation decreases V,Flexure,1850.0,250.0,1645.0,90.0,419.0,0.0,580.0,0,16.0,8.0,14.0,8.0,50.0,1,6.58,0.15255324444444446,0.0518292974672236,0.4187543391573424,1.0416666666666667,0.27964120166058887
130,384,"Saatcioglu and Baingo 1999, RC6",Spiral,Cantilever,P Ram rotation decreases V,Flexure,1850.0,250.0,1645.0,90.0,419.0,0.0,420.0,0,16.0,8.0,15.6,11.3,100.0,1,6.58,0.15255324444444446,0.037440663487442204,0.4187543391573424,1.4749262536873153,0.34158860577787026
131,385,"Saatcioglu and Baingo 1999, RC7",Spiral,Cantilever,P Ram rotation decreases V,Flexure,925.0,250.0,1645.0,90.0,419.0,0.0,1000.0,0,16.0,8.0,13.8,7.5,50.0,1,6.58,0.15255324444444446,0.07853981633974483,0.2093771695786712,1.1111111111111112,0.17345270657559098
132,386,"Saatcioglu and Baingo 1999, RC8",Spiral,Cantilever,P Ram rotation decreases V,Flexure,1850.0,250.0,1645.0,90.0,419.0,0.0,1000.0,0,16.0,8.0,13.8,7.5,50.0,1,6.58,0.15255324444444446,0.07853981633974483,0.4187543391573424,1.1111111111111112,0.20921001974043874
133,387,"Saatcioglu and Baingo 1999, RC9",Spiral,Cantilever,P Ram rotation decreases V,Flexure,1850.0,250.0,1645.0,90.0,419.0,0.0,420.0,0,16.0,8.0,13.8,11.3,50.0,1,6.58,0.15255324444444446,0.07488132697488441,0.4187543391573424,0.7374631268436577,0.2166850372099689
138,392,"Henry 1998, 415p",Spiral,Cantilever,P Ram rotation decreases V,Flexure,1308.0,609.6,2438.4,37.2,462.0,0.0,606.8,0,15.9,22.0,22.2,6.4,31.8,1,4.0,0.1858771686293372,0.05413901860517791,0.12047169092266373,0.8281249999999999,0.3372935707327432
139,393,"Henry 1998, 415s",Spiral,Cantilever,P Ram rotation decreases V,Flexure,654.0,609.6,2438.4,37.2,462.0,0.0,606.8,0,15.9,22.0,22.2,6.4,63.5,1,4.0,0.1858771686293372,0.027112138451096973,0.060235845461331865,1.653645833333333,0.4710391434239153
140,394,"Chai, Priestley, and Seible 1991, Test 3",Spiral,Cantilever,P Ram rotation decreases V,Flexure,1779.0,609.6,3657.0,32.6,315.1,497.8,351.6,0,19.0,26.0,20.0,6.4,127.0,1,5.999015748031496,0.24413016031638743,0.008963186066954171,0.18697285086660614,3.307291666666666,0.6461033519553142
142,396,"Soderstrom 2001,C2",Spiral,Cantilever,Feff computed,Flexure,0.0,419.0,1968.5,62.6,429.5,717.0,413.7,0,22.2,8.0,55.6,9.5,50.8,1,4.698090692124105,0.15408370934231772,0.04401498316102849,0.0,0.8912280701754386,0.21725566433122845
143,397,"Soderstrom 2001,C3",Spiral,Cantilever,Feff computed,Flexure,0.0,419.0,1968.5,69.6,429.5,717.0,413.7,0,22.2,8.0,55.8,10.0,50.8,1,4.698090692124105,0.1385867845521421,0.043865029227248456,0.0,0.8466666666666666,0.19799251768085688
144,398,"Soderstrom 2001,C4",Spiral,Cantilever,Feff computed,Flexure,987.5,419.0,1968.5,69.6,429.5,717.0,413.7,0,22.2,8.0,55.8,10.0,50.8,1,4.698090692124105,0.1385867845521421,0.043865029227248456,0.10289871169856125,0.8466666666666666,0.28551769544565087
145,399,"Graff, 2001,C5",Spiral,Cantilever,Feff computed,Flexure,987.5,419.0,1968.5,69.6,491.6,820.5,413.7,0,22.2,8.0,55.8,10.0,50.8,1,4.698090692124105,0.15862459437912238,0.043865029227248456,0.10289871169856125,0.8466666666666666,0.31019903316316844
147,401,"Graff, 2001,C7",Spiral,Cantilever,Feff computed,Flexure,987.5,419.0,1968.5,69.6,506.0,710.2,413.7,0,22.2,8.0,55.8,10.0,50.8,1,4.698090692124105,0.16327104303465403,0.043865029227248456,0.10289871169856125,0.8466666666666666,0.3159222419092595
148,402,"Graff, 2001,C8",Spiral,Cantilever,Feff computed,Flexure,987.5,419.0,1968.5,69.6,491.6,820.5,413.7,0,22.2,8.0,55.8,10.0,50.8,1,4.698090692124105,0.15862459437912238,0.043865029227248456,0.10289871169856125,0.8466666666666666,0.31019903316316844
149,403,"Kowalsky and Moyer, 2001, 1",Spiral,Cantilever,Feff provided,Flexure,231.3,457.2,2438.4,32.7,565.4,696.4,434.4,0,19.0,12.0,12.7,9.5,76.2,1,5.333333333333333,0.358330731385667,0.05405650441715876,0.04308494623150069,1.336842105263158,0.3701579875120211
150,404,"Kowalsky and Moyer, 2001, 2",Spiral,Cantilever,Feff provided,Flexure,231.3,457.2,2438.4,34.2,565.4,696.4,434.4,0,19.0,12.0,12.7,9.5,76.2,1,5.333333333333333,0.34261447123717287,0.051685605100616705,0.04119525560731206,1.336842105263158,0.36861413458042586
154,408,"Hamilton, 2002, UCI1",Spiral,Cantilever,Feff provided,Flexure,0.0,406.4,1854.2,36.5,458.5,646.0,691.5,0,12.7,12.0,15.0,4.5,31.8,1,4.5625,0.14720676369863014,0.04662978417213973,0.0,1.1777777777777778,0.1926270748429406
158,412,"Hamilton, 2002, UCI5",Spiral,Cantilever,Feff provided,Flexure-Shear,0.0,406.4,1047.8,35.4,458.5,646.0,691.5,0,12.7,12.0,10.4,4.5,63.5,1,2.578248031496063,0.15178098516949154,0.024077223403444366,0.0,2.3518518518518516,0.4583490248515089
161,415,"McDaniel, 1997, S1-2",Spiral,Cantilever,Feff computed,Shear,18.8,609.6,1219.2,26.8,454.0,729.6,200.0,0,15.9,20.0,18.6,4.9,101.6,1,2.0,0.23049175062902363,0.004544316512438644,0.002403495189296468,3.4557823129251695,1.0965927247136333
162,416,"McDaniel, 1997, S2",Spiral,Cantilever,Feff computed,Shear,18.8,609.6,1219.2,31.2,437.6,688.0,200.0,0,15.9,20.0,18.6,4.9,101.6,1,2.0,0.1908345683678547,0.003903451363248579,0.0020645407395238893,3.4557823129251695,0.9893647715066765
