eta1,kappa_k,kappa,sig,lam,mup,sigp,rsmax,n,alpha,alpha1,alpha2,betam1,gamma,UniqueId,Name,PeakDrift,FailureType,ar,lrr,srr,alr,sdr,smr,Type
1.3226248838742787,0.9860876072489587,0.9714755245117882,0.25900419375518224,0.41541952857908476,6.298340272872535,5.270635112281717,0.8821646280450195,1.6666693963279737,0.010466964174616206,8.008858296464235,1.5395362193213966,0.005455403433982625,0.22726503264250675,079,"Wight and Sozen 1973, No. 40.033(West)",0.05587442922374429,Flexure-Shear,2.8721311475409834,0.3611237456995292,0.0331614479151539,0.1142713340728871,3.35978835978836,1.0992997381814311,Rectangular
0.6065026342241758,0.17457188335980245,0.9596431024861568,0.2511893617151524,0.2724543648167076,6.49749397102932,9.708508226399239,0.7919751209694388,3.622461459437856,0.0036877564686503446,1.8841729674147825,0.45611037550631317,0.005967961932571868,0.16731556376323442,332,"Arakawa et al. 1988, No. 15",0.03497747950130428,Flexure-Shear,1.090909090909091,0.4749988646265149,0.069075672336845,0.2312963870772824,0.9722222222222222,1.6251997920090395,Spiral
1.5981449332727,0.10166005656640831,0.9134918716133218,0.642475206227179,0.07365524807683688,2.783214842182299,5.663143841238954,0.3560985144963358,2.4012813586243085,0.03775338395961861,0.5321318559786476,0.08284440919006086,0.02739650963061916,0.27823660635685055,270,"Ang et al. 1985, No. 4",0.02638885727061134,Shear,2.5,0.3875555555555555,0.0214675497995302,0.0,1.6666666666666667,1.2634613495159657,Spiral
0.7037684374861999,0.9562498469754568,0.989866310664349,0.44672341820668277,0.4684836076326194,8.179481874093806,5.574836079766133,0.8187608430028643,5.217858766635375,0.0018522560129975857,9.351286591568186,0.11674290827191158,0.0016907601151284722,0.12533938957276086,033,"Ohue et al. 1985, 2D16RS",0.043644999999999996,Flexure-Shear,2.0,0.2318495378349267,0.0469226315244763,0.14296875,1.5151515151515151,0.8042647315190902,Rectangular
1.0282620016536548,1.044695159271235,1.0305400824318922,0.5010889016928516,0.14907198893939316,5.7077276666355985,3.3359864050726467,0.9168532895895396,1.7526536018319345,0.00027689047467108555,4.684689300522054,0.5867443240328287,0.017097313794244014,0.11905798634469328,098,"Umehara and Jirsa 1982, CUS",0.033593406593406594,Shear,1.1097560975609757,0.3799255956604908,0.0327702269651039,0.1622572597969657,2.4722222222222223,2.402882295656469,Rectangular
1.6797353556970709,0.10921485290177513,0.9423586522217722,0.27692248629810684,0.2234706210782721,2.4960412332349926,1.4592540249438444,0.7997706561895115,4.525891125139927,0.008942697420933784,9.088010563146941,0.4435624859337999,0.016562093269577527,0.5766553908702255,344,"Arakawa et al. 1988, No. 27",0.031416496202993506,Shear,2.181818181818182,0.4772038834951457,0.0338060879369521,0.2342905150653379,2.083333333333333,1.183978597722823,Spiral
1.3224268346366297,1.0201218929759337,1.013492277534593,0.24958967450974082,0.41185314015573216,4.0501639543331285,1.4589690307038095,0.9820717284927554,5.087288170852931,0.001063346496035962,6.965557493320538,0.4990159775937092,0.0010790784477934488,0.16349283766382955,199,"Aboutaha et al. 1999, SC3",0.029562599999999998,Shear,2.6666666666666665,0.3723000177534428,0.0174193945518567,0.0,7.129824561403509,1.3707361135766254,Rectangular
0.9276871351605072,0.9855471737286697,1.013275036050095,0.7208992435436087,0.3001747844530856,2.2305635001043695,2.8916929074309556,0.9411798042535522,7.049338683530231,0.001089706620925432,3.4557422057815685,1.7328238594696068,0.00314331954138692,0.7663634369070862,213,Sezen and Moehle No. 2,0.018758620689655173,Flexure-Shear,3.2222222222222223,0.5097281045486892,0.0390138960079417,0.6051369542327173,5.347368421052632,1.0245732611885647,Rectangular
1.3299300291301765,0.10882728960216603,0.9887630437276301,0.24844981595679252,0.7315437780682073,5.746787296527693,7.136915883470539,0.629694252046685,1.0830265709604179,0.004113900479291943,2.88840499432002,0.4157971431604792,0.002840597927259658,0.5811903440566817,302,"Petrovsky and Ristic 1984, M2E2",0.04029924768700444,Flexure-Shear,2.931596091205212,0.1225698854787875,0.0164187289019237,0.0545640905957311,2.083333333333333,0.5053963870467643,Spiral
0.8986547476658003,0.1369933601967821,1.0625980925112246,0.270819242711202,0.3690519328025119,7.36389167012379,4.857495678956098,0.7615420847130423,1.760159759240251,0.01937423377523604,4.520538954009889,0.8128790270287731,0.021484253986235158,0.23725087091119962,271,"Ang et al. 1985, No. 5",0.03903921777218701,Flexure-Shear,2.0,0.4559477124183006,0.0245777203043764,0.0,2.75,1.4809772199367044,Spiral
0.944964616921371,0.1000623666163043,0.9591538490573619,0.2523707165083744,0.777583241240658,0.843745387315538,4.837742070986723,0.9625298595231806,1.6828312560533414,0.013596468640930406,7.501841283657731,0.19398187093487962,0.005672950390913971,0.18746479532173377,364,"Vu et al. 1998, NH5",0.07826486209071351,Flexure-Shear,1.9912472647702408,0.6936803965681287,0.1529045388628064,0.1480568822484718,0.5905511811023623,0.715319910010955,Spiral
0.5848240971358788,0.23581788570230344,0.9284789875006392,0.2641457345052993,0.28976493802164816,9.995369773193964,7.3964425444154065,0.8791358884310836,3.21839480369643,0.0021195868605367735,2.591597640973089,0.2686288458402524,0.0396275860710798,0.15668367050641097,277,"Ang et al. 1985, No. 11",0.032928837885165416,Flexure-Shear,2.0,0.4594871794871795,0.0501446519707601,0.1999639028590479,1.6666666666666667,1.0172615127664126,Spiral
