Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, eta_1, kappa_k, kappa, sig, lam, mup, sigp, rsmax, n, alpha, alpha1, alpha2, betam1, gamma, eta_1.median, kappa_k.median, kappa.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, n.median, alpha.median, alpha1.median, alpha2.median, betam1.median, gamma.median, eta_1.q5, kappa_k.q5, kappa.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, n.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, gamma.q5, eta_1.q95, kappa_k.q95, kappa.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, n.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, gamma.q95, eta_1.var, kappa_k.var, kappa.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, n.var, alpha.var, alpha1.var, alpha2.var, betam1.var, gamma.var, eta_1.q5_w_mnoise, kappa_k.q5_w_mnoise, kappa.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, n.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, gamma.q5_w_mnoise, eta_1.q95_w_mnoise, kappa_k.q95_w_mnoise, kappa.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, n.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, gamma.q95_w_mnoise, eta_1.var_w_mnoise, kappa_k.var_w_mnoise, kappa.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, n.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, gamma.var_w_mnoise
1, 0.91667, 0.3282, 0.04365, 0.11986, 0.72, 0.6577, 0.91776, 0.66761, 0.99455, 0.19345, 0.15896, 1.0103, 4.9001, 0.7425, 4.9562, 0.00924, 1.1872, 0.06534, 0.01895, 0.97659, 1.2136, 1.0943, 1.0121, 0.28606, 0.2343, 2.0636, 2.6395, 0.82523, 4.4867, 0.0035599, 2.8665, 0.84916, 0.012876, 0.50655, 1.2135, 0.38358, 0.97114, 0.063353, 0.014996, 0.83805, 1.452, 0.77831, 3.0424, -0.00020854, -0.85525, -0.27984, 0.0061091, 0.055075, 1.2137, 1.805, 1.053, 0.50876, 0.4536, 3.2892, 3.8269, 0.87215, 5.931, 0.0073283, 6.5882, 1.9782, 0.019643, 0.95801, 2.599e-09, 0.1867, 0.00061927, 0.018331, 0.017776, 0.55516, 0.52117, 0.00081365, 0.77098, 5.2489e-06, 5.1196, 0.47112, 1.6925e-05, 0.075336, 0.52139, -0.87854, 0.96349, 0.0099945, 0.014463, 0.18093, 0.31401, 0.55344, 0.6639, -0.0071694, -1.4181, -0.28228, -0.0062915, 0.0013781, 1.9058, 3.0671, 1.0606, 0.56212, 0.45413, 3.9463, 4.9649, 1.097, 8.3095, 0.014289, 7.1511, 1.9806, 0.032044, 1.0117, 0.17709, 1.4386, 0.00087217, 0.028168, 0.017862, 1.3101, 1.9988, 0.027302, 5.4015, 4.2549e-05, 6.7854, 0.47316, 0.00013579, 0.094322
2, 0.91667, 0.47111, 0.04439, 0.11565, 0.48, 0.9428, 0.722, 0.5, 1.05, 0.1797, 0.0745, 0.58626, 4.0374, 1, 2.2361, 0, 1.8604, 0.01, 0.01761, 0.48251, 1.2136, 1.0446, 1.0098, 0.21583, 0.21351, 1.356, 1.6672, 0.82413, 4.3469, 0.0048749, 3.872, 0.3089, 0.013731, 0.40287, 1.2135, 0.43719, 0.96905, 0.11428, 0.038136, 0.30113, 0.99052, 0.77842, 3.0843, 0.0010924, 2.1551, -0.11741, 0.0077099, 0.29821, 1.2137, 1.652, 1.0506, 0.31737, 0.38889, 2.4108, 2.3438, 0.86984, 5.6094, 0.0086575, 5.589, 0.73521, 0.019753, 0.50754, 2.599e-09, 0.13637, 0.00061502, 0.0038115, 0.011368, 0.41127, 0.16923, 0.0007723, 0.58916, 5.2884e-06, 1.0896, 0.067173, 1.3401e-05, 0.0040493, 0.52139, -0.89343, 0.96138, 0.023666, 0.03747, -0.4203, -0.44364, 0.55255, 0.58893, -0.0058593, 1.1417, -0.12385, -0.0051859, 0.15323, 1.9058, 2.9826, 1.0583, 0.40799, 0.38956, 3.1323, 3.778, 1.0957, 8.1048, 0.015609, 6.6024, 0.74164, 0.032649, 0.65252, 0.17709, 1.3882, 0.00086793, 0.013648, 0.011455, 1.1662, 1.6468, 0.027261, 5.2196, 4.2588e-05, 2.7553, 0.069217, 0.00013227, 0.023036
3, 0.5, 0.44862, 0.01598, 0, 0.9, 0.63472, 0.79307, 0.62209, 1.0359, 0.20199, 0.19839, 2.371, 1.8119, 0.69755, 1.8175, 0.01209, 3.6578, 1.3234, 0.0205, 0.17995, 1.2136, 1.2115, 1.0334, 0.28605, 0.23867, 1.5946, 1.663, 0.82658, 4.2207, 0.011786, 3.7435, 0.83432, 0.022885, 0.27803, 1.2135, 0.5828, 1.0028, 0.063345, 0.019447, 0.36915, 0.78317, 0.78047, 2.8568, 0.0081126, 0.89364, -0.29496, 0.016021, 0.032033, 1.2137, 1.8403, 1.0639, 0.50875, 0.45789, 2.82, 2.5427, 0.87269, 5.5847, 0.01546, 6.5933, 1.9636, 0.029749, 0.52403, 2.599e-09, 0.14611, 0.0003442, 0.018331, 0.017763, 0.55503, 0.28609, 0.00078583, 0.68761, 4.9878e-06, 3.0018, 0.47136, 1.7412e-05, 0.022367, 0.52139, -0.73328, 0.99316, 0.0099858, 0.018914, -0.28801, -0.52147, 0.55494, 0.42754, 0.0010898, 0.18984, -0.29741, 0.003683, -0.056459, 1.9058, 3.1563, 1.0736, 0.56211, 0.45842, 3.4772, 3.8474, 1.0982, 8.0139, 0.022482, 7.2971, 1.9661, 0.042087, 0.61252, 0.17709, 1.398, 0.0005971, 0.028168, 0.017849, 1.31, 1.7637, 0.027274, 5.3181, 4.2288e-05, 4.6676, 0.4734, 0.00013628, 0.041354
4, 0.5022, 0.26402, 0.03736, 0.0986, 0.95, 0.42686, 1.8368, 0.69567, 0.99959, 0.3072, 0.40429, 0.51561, 0.14052, 0.96166, 4.4988, 0.02101, 5.971, 0.40456, 0.01229, 0.20904, 1.2136, 1.4242, 1.0121, 0.28605, 0.26486, 1.9184, 1.2317, 0.81978, 4.4827, 0.010444, 5.2507, 0.83179, 0.016488, 0.05729, 1.2135, 0.83106, 0.97118, 0.063345, 0.089039, 0.89215, -0.0079567, 0.77436, 3.0383, 0.0066353, 1.2938, -0.29751, 0.0061902, -0.38086, 1.2137, 2.0173, 1.053, 0.50875, 0.44067, 2.9446, 2.4713, 0.86521, 5.927, 0.014253, 9.2076, 1.9611, 0.026787, 0.49544, 2.599e-09, 0.13003, 0.00061927, 0.018331, 0.011425, 0.38924, 0.568, 0.00076258, 0.77105, 5.362e-06, 5.787, 0.47137, 3.9198e-05, 0.070955, 0.52139, -0.5094, 0.96353, 0.0099858, 0.088374, 0.15893, -1.1208, 0.54825, 0.65984, -0.00029941, 0.76033, -0.29995, -0.0041915, -0.43601, 1.9058, 3.3578, 1.0607, 0.56211, 0.44134, 3.6778, 3.5842, 1.0913, 8.3055, 0.021188, 9.7411, 1.9635, 0.037168, 0.55059, 0.17709, 1.3819, 0.00087217, 0.028168, 0.011512, 1.1442, 2.0456, 0.027251, 5.4015, 4.2662e-05, 7.4528, 0.47341, 0.00015807, 0.089942
5, 0.5, 0.23049, 0.00283, 0.0024, 0.28937, 0.56103, 1.2673, 2.6782, 1.0447, 0.38976, 0.3256, 0.38657, 0.51746, 0.9933, 6.5359, 0.00238, 9.9661, 0.33619, 0.02018, 0.20636, 1.2136, 1.2807, 1.0086, 0.31686, 0.19451, 1.5201, 1.1514, 0.81807, 4.4533, 0.013086, 6.6473, 0.39301, 0.019757, 0.2903, 1.2135, 0.68372, 0.96781, 0.18955, 0.032701, 0.26488, -0.055172, 0.77259, 3.0094, 0.0094185, 4.1766, 0.21854, 0.012614, -0.077673, 1.2137, 1.8778, 1.0494, 0.44416, 0.35633, 2.7753, 2.358, 0.86355, 5.8972, 0.016754, 9.1181, 0.56747, 0.0269, 0.65828, 2.599e-09, 0.13174, 0.00061508, 0.00599, 0.0096777, 0.58234, 0.53811, 0.00076459, 0.77059, 4.9727e-06, 2.2563, 0.01125, 1.8859e-05, 0.050047, 0.52139, -0.65405, 0.96014, 0.10993, 0.031979, -0.38202, -1.1839, 0.54653, 0.63067, 0.002392, 3.3898, 0.20336, 0.00045316, -0.14187, 1.9058, 3.2155, 1.0571, 0.52379, 0.35705, 3.4222, 3.4867, 1.0896, 8.276, 0.023781, 9.9048, 0.58266, 0.03906, 0.72247, 0.17709, 1.3836, 0.00086799, 0.015827, 0.0097643, 1.3373, 2.0157, 0.027253, 5.4011, 4.2273e-05, 3.9221, 0.013294, 0.00013773, 0.069034
6, 0.66703, 0.16021, 0.00808, 0.05737, 0.30236, 0.50529, 1.0221, 0.62941, 0.98042, 0.6678, 0.28812, 0.23308, 1.8332, 0.61947, 2.6974, 0.00254, 0.76698, 0.44164, 0.00888, 0.23578, 1.2136, 1.0415, 1.0121, 0.28605, 0.32633, 1.5982, 2.094, 0.81293, 4.4838, 0.0067886, 4.7511, 0.90551, 0.020556, 0.42573, 1.2135, 0.35399, 0.97114, 0.063345, 0.13508, 0.63544, 0.92282, 0.76585, 3.0395, 0.002546, 1.5537, -0.22128, 0.01423, -0.044311, 1.2137, 1.729, 1.053, 0.50875, 0.51758, 2.5609, 3.2652, 0.86002, 5.9281, 0.011031, 7.9484, 2.0323, 0.026882, 0.89577, 2.599e-09, 0.17471, 0.00061927, 0.018331, 0.013519, 0.34257, 0.50699, 0.00081931, 0.77104, 6.6532e-06, 3.7786, 0.46927, 1.479e-05, 0.081662, 0.52139, -0.92309, 0.96349, 0.0099858, 0.13447, -0.12501, -0.22318, 0.54112, 0.66098, -0.0041163, 0.91311, -0.22373, 0.0015399, -0.096101, 1.9058, 3.0061, 1.0606, 0.56211, 0.51819, 3.3213, 4.4112, 1.0847, 8.3066, 0.017694, 8.589, 2.0347, 0.039572, 0.94756, 0.17709, 1.4266, 0.00087217, 0.028168, 0.013606, 1.0975, 1.9846, 0.027308, 5.4015, 4.3953e-05, 5.4443, 0.47132, 0.00013366, 0.10065
7, 0.61111, 0.7193, 0.05485, 0.17658, 0.48, 0.89347, 0.92164, 3.029, 1.0004, 0.21303, 0.22709, 2.2409, 2.0492, 0.91933, 2.4873, 0.00432, 5.8405, 1.1439, 0.00934, 0.31902, 1.2136, 1.2401, 1.0121, 0.15908, 0.2075, 2.7162, 2.0477, 0.81814, 4.4827, 0.0039771, 3.594, 0.82591, 0.01237, 0.52376, 1.2135, 0.52799, 0.97114, 0.074583, 0.15839, 1.7655, 0.56438, 0.77105, 3.0383, 0.0003403, -0.31928, -0.30316, 0.0040671, -0.50444, 1.2137, 1.9522, 1.053, 0.24358, 0.25661, 3.6669, 3.5311, 0.86523, 5.927, 0.0076138, 7.5074, 1.955, 0.020672, 1.552, 2.599e-09, 0.18743, 0.00061927, 0.0026389, 0.00089156, 0.3341, 0.81326, 0.00081944, 0.77105, 4.8885e-06, 5.6602, 0.47118, 2.5478e-05, 0.39075, 0.52139, -0.73324, 0.96349, -0.02464, 0.15606, 0.9997, -0.44185, 0.54633, 0.65984, -0.0067067, -0.85802, -0.30561, -0.0073924, -0.52912, 1.9058, 3.2134, 1.0606, 0.3428, 0.25894, 4.4327, 4.5373, 1.09, 8.3055, 0.014661, 8.0461, 1.9574, 0.032132, 1.5766, 0.17709, 1.4393, 0.00087217, 0.012476, 0.00097811, 1.089, 2.2909, 0.027308, 5.4015, 4.2189e-05, 7.326, 0.47322, 0.00014435, 0.40974
8, 0.66703, 0.0801, 0.00808, 0.05737, 0.50394, 0.32326, 1.4044, 0.5347, 1.0281, 0.3376, 0.16709, 1.2951, 0.74086, 0.75713, 2.4379, 0.00945, 7.5277, 1.9393, 0.00202, 1.7085, 1.2136, 1.1196, 1.0121, 0.28605, 0.23463, 1.9063, 1.9691, 0.81029, 4.4827, 0.0055561, 3.2958, 0.80588, 0.018975, 0.52375, 1.2135, 0.39914, 0.97114, 0.063345, 0.01532, 0.51175, 0.47416, 0.76306, 3.0383, 0.0013134, -0.85779, -0.3209, 0.01066, -0.53317, 1.2137, 1.8402, 1.053, 0.50875, 0.45394, 3.3009, 3.4639, 0.85752, 5.927, 0.0097988, 7.4495, 1.9327, 0.02729, 1.5807, 2.599e-09, 0.19188, 0.00061927, 0.018331, 0.017777, 0.71884, 0.82597, 0.00082461, 0.77105, 6.6532e-06, 6.3768, 0.46927, 2.5557e-05, 0.41288, 0.52139, -0.85674, 0.96349, 0.0099858, 0.014787, -0.0905, -0.52742, 0.53845, 0.65984, -0.0053488, -1.3689, -0.32335, -0.00079243, -0.5572, 1.9058, 3.096, 1.0606, 0.56211, 0.45447, 3.9032, 4.4655, 1.0821, 8.3055, 0.016461, 7.9605, 1.9351, 0.038742, 1.6047, 0.17709, 1.4437, 0.00087217, 0.028168, 0.017863, 1.4738, 2.3036, 0.027313, 5.4015, 4.3953e-05, 8.0425, 0.47132, 0.00014443, 0.43187
9, 0.61111, 0.35704, 0.03865, 0.17529, 0.48, 0.84857, 1.4378, 0.7689, 1.0438, 0.05818, 0.09813, 3.8296, 3.4891, 0.56592, 9.0116, 0.00196, 0.57056, 0.53702, 0.013, 1.0318, 1.2136, 1.0584, 1.0173, 0.20089, 0.08477, 2.942, 3.3097, 0.81047, 4.4827, 0.0042774, 1.2763, 0.83811, 0.016611, 0.95719, 1.2135, 0.47629, 0.9769, 0.11832, 0.03303, 2.1212, 2.1689, 0.76449, 3.0384, 0.00064433, -0.58291, -0.29095, 0.010656, 0.62343, 1.2137, 1.6405, 1.0577, 0.28345, 0.13651, 3.7628, 4.4505, 0.85645, 5.927, 0.0079105, 3.1355, 1.9672, 0.022566, 1.291, 2.599e-09, 0.12525, 0.00060277, 0.0025197, 0.00098944, 0.24902, 0.48104, 0.00078156, 0.77105, 4.8787e-06, 1.2776, 0.47118, 1.3107e-05, 0.041173, 0.52139, -0.87183, 0.96917, 0.018047, 0.030815, 1.2939, 1.0077, 0.53885, 0.65987, -0.0064051, -1.5456, -0.2934, -0.0022854, 0.55375, 1.9058, 2.9887, 1.0654, 0.38373, 0.13872, 4.5901, 5.6117, 1.0821, 8.3055, 0.01496, 4.0983, 1.9696, 0.035507, 1.3606, 0.17709, 1.3771, 0.00085568, 0.012356, 0.001076, 1.0039, 1.9586, 0.02727, 5.4015, 4.2179e-05, 2.9434, 0.47322, 0.00013198, 0.060159
10, 0.5, 0.20729, 0.00268, 0.00216, 0.28937, 0.53531, 1.1848, 0.90832, 0.95948, 0.39622, 0.25651, 0.53134, 0.31729, 0.83032, 1.3417, 0.02207, 7.2165, 0.27051, 0.00689, 0.27808, 1.2136, 1.4982, 1.0102, 0.2986, 0.37333, 1.1608, 1.6077, 0.8221, 4.5643, 0.01046, 7.4331, 0.21075, 0.021154, 0.223, 1.2135, 0.89205, 0.97075, 0.19226, 0.23619, 0.036424, 0.57432, 0.77648, 3.127, 0.006792, 5.9039, 0.14644, 0.013917, -0.0076649, 1.2137, 2.1043, 1.0496, 0.40493, 0.51047, 2.2851, 2.6411, 0.86772, 6.0017, 0.014129, 8.9623, 0.27506, 0.02839, 0.45367, 2.599e-09, 0.13579, 0.00057398, 0.0041792, 0.0069511, 0.46724, 0.3947, 0.00076931, 0.76365, 4.9742e-06, 0.86433, 0.0015287, 1.9357e-05, 0.019666, 0.52139, -0.43945, 0.96286, 0.10387, 0.23534, -0.65765, -0.64299, 0.55053, 0.74412, -0.00023413, 4.8167, 0.11244, 0.0018151, -0.10038, 1.9058, 3.4358, 1.0575, 0.49333, 0.51132, 2.9792, 3.8584, 1.0937, 8.3846, 0.021155, 10.049, 0.30906, 0.040492, 0.54638, 0.17709, 1.3877, 0.00082689, 0.014016, 0.0070377, 1.2222, 1.8723, 0.027258, 5.3941, 4.2274e-05, 2.5301, 0.0035724, 0.00013823, 0.038653
