Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, gamma, kappa, eta1, sig, lam, mup, sigp, rsmax, alpha, alpha1, alpha2, betam1, n, kappa_k, res_min, gamma.median, kappa.median, eta1.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, alpha.median, alpha1.median, alpha2.median, betam1.median, n.median, kappa_k.median, res_min.median, gamma.q5, kappa.q5, eta1.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, n.q5, kappa_k.q5, res_min.q5, gamma.q95, kappa.q95, eta1.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, n.q95, kappa_k.q95, res_min.q95, gamma.var, kappa.var, eta1.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, alpha.var, alpha1.var, alpha2.var, betam1.var, n.var, kappa_k.var, res_min.var, gamma.q5_w_mnoise, kappa.q5_w_mnoise, eta1.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, n.q5_w_mnoise, kappa_k.q5_w_mnoise, res_min.q5_w_mnoise, gamma.q95_w_mnoise, kappa.q95_w_mnoise, eta1.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, n.q95_w_mnoise, kappa_k.q95_w_mnoise, res_min.q95_w_mnoise, gamma.var_w_mnoise, kappa.var_w_mnoise, eta1.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, n.var_w_mnoise, kappa_k.var_w_mnoise, res_min.var_w_mnoise
42, 6, 0.37518, 0.06684, 0.10492, 0.8642, 0.29938, 1.8579, 1.0275, 1.9291, 0.15447, 0.29838, 3.9516, 4.1117, 0.99765, 0.01072, 2.0823, 0.01164, 0.00531, 2.1442, 0.65783, 0.0589, 1.1856, 1.0085, 1.4254, 0.3337, 0.70121, 1.4096, 1.0292, 0.72535, 0.0089937, 4.7074, 0.59697, 0.0052508, 2.5661, 0.63522, 0.064077, 0.98853, 0.98216, 1.2154, 0.24846, 0.62133, 1.0453, 0.77376, 0.60893, 0.0010416, 2.8901, 0.23148, 0.00020422, 1.2624, 0.29146, 0.059743, 1.3827, 1.0349, 1.6353, 0.41894, 0.78108, 1.7738, 1.2846, 0.84178, 0.016946, 6.5246, 0.96247, 0.010297, 3.8698, 0.97897, 0.06841, 0.014355, 0.00025685, 0.016291, 0.0026857, 0.0023581, 0.04903, 0.024111, 0.0050097, 2.3373e-05, 1.2206, 0.049375, 9.4134e-06, 0.62819, 0.043676, 6.9415e-06, 0.09591, 0.92445, 1.0561, 0.0029293, 0.54094, 0.50694, -0.26233, 0.35124, -0.01565, 0.51083, -0.044687, -0.019187, -0.34846, -0.54749, 0.055951, 2.2753, 1.0926, 1.7947, 0.66447, 0.86148, 2.3122, 2.3207, 1.0995, 0.033638, 8.9039, 1.2386, 0.029689, 5.4806, 1.8179, 0.072202, 0.43889, 0.0026125, 0.050406, 0.040438, 0.0094941, 0.30113, 0.6165, 0.051732, 0.00022447, 6.5092, 0.15218, 0.00022074, 3.1397, 0.51701, 2.4402e-05
180, 3.2222, 0.37402, 0.01008, 0.08945, 8.0211, 1.524, 0.39665, 1.0859, 1.8825, 0.16219, 0.12035, 4.5543, 2.3015, 0.96439, 0.00059, 1.826, 0.4351, 0.03705, 1.2205, 2.3467, 0.03741, 0.60178, 1.0214, 1.4332, 0.25862, 0.18175, 3.1442, 3.7619, 0.8077, 0.0063193, 3.6323, 0.62736, 0.028752, 2.7586, 2.5626, 0.048978, 0.31376, 0.98607, 1.1528, 0.10353, 0.042003, 1.877, 2.9275, 0.63087, -0.0018371, 0.10762, 0.30512, 0.017728, 1.1412, 1.6534, 0.03871, 0.88979, 1.0568, 1.7136, 0.4137, 0.32149, 4.4114, 4.5963, 0.98453, 0.014476, 7.1569, 0.9496, 0.039776, 4.376, 3.4718, 0.059246, 0.03066, 0.00046225, 0.02906, 0.0088896, 0.0072177, 0.59354, 0.25735, 0.011557, 2.4589e-05, 4.5917, 0.03838, 4.4919e-05, 0.96688, 0.30554, 3.8967e-05, -0.10609, 0.93412, 0.72025, -0.10723, -0.092578, 0.60108, 0.15572, 0.51192, -0.016644, -1.538, 0.098688, 0.0012566, -0.31658, 1.1109, 0.025331, 1.3096, 1.1087, 2.1462, 0.62447, 0.45607, 5.6873, 7.3681, 1.1035, 0.029282, 8.8025, 1.156, 0.056248, 5.8337, 4.0142, 0.072624, 0.1852, 0.0028179, 0.18788, 0.049471, 0.027815, 2.3904, 4.8066, 0.032335, 0.0001949, 9.8803, 0.1033, 0.00027943, 3.4952, 0.77887, 0.00020667
161, 3.2222, 0.36454, 0.00983, 0.26208, 8.0211, 1.4251, 0.53096, 1.0883, 1.9729, 0.23135, 0.15994, 5.9595, 0.57509, 0.78275, 0.00016, 1.5386, 1.4959, 0.02975, 1.3643, 3.5693, 0.0525, 0.68457, 1.0381, 1.4193, 0.52762, 0.24686, 2.5913, 3.5055, 0.73315, 0.0067311, 2.9988, 1.3195, 0.021113, 2.4963, 2.4025, 0.04677, 0.4102, 1.0004, 1.1389, 0.38805, 0.1114, 1.3953, 2.7184, 0.56015, -0.001341, -0.058124, 0.98521, 0.011116, 0.75129, 1.6136, 0.036994, 0.95894, 1.0758, 1.6996, 0.66718, 0.38232, 3.7873, 4.2926, 0.90615, 0.014803, 6.0558, 1.6538, 0.031111, 4.2413, 3.1914, 0.056545, 0.027824, 0.0005256, 0.029051, 0.0071997, 0.0067819, 0.5287, 0.22897, 0.011063, 2.4083e-05, 3.454, 0.041311, 3.694e-05, 1.1255, 0.23003, 3.5319e-05, -0.017859, 0.94978, 0.70632, 0.26213, -0.025305, 0.082876, -0.0030431, 0.44923, -0.020188, -1.8647, 0.7795, -0.00952, -0.64784, 1.023, 0.023333, 1.387, 1.1264, 2.1322, 0.79311, 0.51903, 5.0997, 7.014, 1.0171, 0.03365, 7.8623, 1.8595, 0.051747, 5.6405, 3.782, 0.070206, 0.18237, 0.0028813, 0.18787, 0.026052, 0.027379, 2.3256, 4.5498, 0.029794, 0.00026783, 8.7426, 0.10779, 0.00034684, 3.6539, 0.70337, 0.00020302
47, 2.8721, 0.36329, 0.0662, 0.11496, 1.6931, 0.76282, 0.83845, 1.0956, 0.73846, 0.29644, 0.11805, 0.89469, 1.2249, 0.37925, 0.01313, 1.7344, 0.06094, 0.00806, 1.0827, 0.3166, 0.04606, 0.9033, 0.99548, 1.2294, 0.32296, 0.4617, 2.8128, 1.974, 0.73759, 0.0075771, 4.339, 0.56907, 0.0093423, 2.8931, 0.55349, 0.048134, 0.79873, 0.9766, 1.016, 0.26613, 0.40704, 2.3687, 1.6912, 0.6749, 0.00017201, 3.1125, 0.4402, 0.0062998, 2.0287, 0.35448, 0.04382, 1.0079, 1.0144, 1.4429, 0.37979, 0.51637, 3.2569, 2.2568, 0.80027, 0.014982, 5.5655, 0.69795, 0.012385, 3.7575, 0.7525, 0.052448, 0.0040417, 0.00013176, 0.016842, 0.0011938, 0.0011045, 0.072883, 0.029561, 0.0014523, 2.0268e-05, 0.55601, 0.0061391, 3.4214e-06, 0.27617, 0.014638, 6.8782e-06, 0.25721, 0.91345, 0.48223, -0.044037, 0.030829, 0.2299, -3.0072, 0.62041, -0.025089, 0.36243, 0.28066, -0.020647, -0.82891, -0.59552, 0.011458, 1.5494, 1.0775, 1.9766, 0.68996, 0.89258, 5.3957, 6.9552, 0.85476, 0.040244, 8.3155, 0.85749, 0.039331, 6.6151, 1.7025, 0.08481, 0.15429, 0.0024874, 0.20636, 0.049782, 0.06862, 2.4658, 9.1709, 0.0050748, 0.00039441, 5.8446, 0.030746, 0.00033241, 5.1204, 0.48797, 0.00049717
31, 2.8721, 0.36112, 0.03316, 0.11427, 3.3598, 1.0993, 0.28017, 0.94069, 1.6221, 0.37469, 0.22903, 1.5631, 0.79059, 0.57778, 0.01654, 4.5912, 0.60532, 0.0097, 2.5923, 0.57872, 0.02923, 0.71471, 1.0192, 1.3528, 0.27818, 0.34302, 3.2505, 3.0761, 0.75324, 0.0064156, 2.9916, 0.17027, 0.022384, 3.0424, 0.79023, 0.054025, 0.58959, 0.99797, 1.0859, 0.20219, 0.274, 2.3761, 2.6979, 0.66883, -0.0011074, 0.698, -0.035109, 0.017734, 1.9787, 0.38664, 0.04827, 0.83984, 1.0404, 1.6197, 0.35416, 0.41203, 4.1249, 3.4542, 0.83764, 0.013939, 5.2852, 0.37565, 0.027035, 4.1062, 1.1938, 0.059781, 0.0057869, 0.00016623, 0.026332, 0.0021341, 0.0017605, 0.28258, 0.052853, 0.0026335, 2.0919e-05, 1.9444, 0.015591, 7.9938e-06, 0.41825, 0.060205, 1.2243e-05, 0.2152, 0.93657, 0.6713, -0.098152, 0.19968, -6.1495, -1.8146, 0.59719, -0.027149, -1.4321, -0.059743, -0.014082, 0.30275, -0.41123, 0.01934, 1.2142, 1.1018, 2.0342, 0.6545, 0.48636, 12.65, 7.9667, 0.90928, 0.03998, 7.4153, 0.40028, 0.05885, 5.7821, 1.9917, 0.088711, 0.092225, 0.0025219, 0.17164, 0.052346, 0.0075943, 32.659, 8.8406, 0.0090001, 0.00041639, 7.233, 0.019555, 0.00049151, 2.7743, 0.53354, 0.00044469
177, 2.8721, 0.36112, 0.03316, 0.07126, 3.3598, 1.0931, 0.19077, 0.92048, 1.5283, 0.11232, 0.28947, 6.8259, 4.6241, 0.89735, 0.04473, 1.3678, 0.312, 0.02805, 2.1757, 0.52089, 0.06176, 0.71765, 1.0143, 1.3442, 0.23132, 0.30525, 3.2406, 3.1509, 0.54145, 0.0054587, 5.6547, 0.67115, 0.024376, 3.1503, 0.69682, 0.053723, 0.58412, 0.99184, 1.0774, 0.14625, 0.23187, 2.3612, 2.7589, 0.4535, -0.0020939, 3.1253, 0.44072, 0.019533, 2.0047, 0.2748, 0.047852, 0.85118, 1.0368, 1.611, 0.31639, 0.37862, 4.1199, 3.5428, 0.6294, 0.013011, 8.1842, 0.90158, 0.029219, 4.296, 1.1188, 0.059593, 0.0065904, 0.00018676, 0.026303, 0.0026751, 0.0019899, 0.28582, 0.056773, 0.0028591, 2.1083e-05, 2.3648, 0.019626, 8.6679e-06, 0.48508, 0.065827, 1.2737e-05, 0.21626, 0.93138, 0.6628, -0.17982, 0.16211, -6.1706, -1.761, 0.38455, -0.028118, 1.1043, 0.4199, -0.012118, 0.37789, -0.51096, 0.019013, 1.219, 1.0973, 2.0256, 0.64246, 0.44839, 12.652, 8.0627, 0.69835, 0.039035, 10.205, 0.9224, 0.060871, 5.9228, 1.9046, 0.088432, 0.092919, 0.0025425, 0.17161, 0.062478, 0.0075727, 32.737, 8.9172, 0.0090992, 0.0004167, 7.6534, 0.023332, 0.00049226, 2.841, 0.53916, 0.00044529
181, 2.8721, 0.36112, 0.03316, 0.07126, 3.3598, 1.0931, 0.39074, 0.90686, 1.8025, 0.34029, 0.27103, 0.10902, 0.57376, 0.92707, 0.02432, 2.6469, 0.27543, 0.00854, 4.1549, 0.62675, 0.03512, 0.71765, 1.0143, 1.3442, 0.23132, 0.30525, 3.2406, 3.1509, 0.54145, 0.0054587, 5.6547, 0.67115, 0.024376, 3.1503, 0.69682, 0.053723, 0.58412, 0.99184, 1.0774, 0.14625, 0.23187, 2.3612, 2.7589, 0.4535, -0.0020939, 3.1253, 0.44072, 0.019533, 2.0047, 0.2748, 0.047852, 0.85118, 1.0368, 1.611, 0.31639, 0.37862, 4.1199, 3.5428, 0.6294, 0.013011, 8.1842, 0.90158, 0.029219, 4.296, 1.1188, 0.059593, 0.0065904, 0.00018676, 0.026303, 0.0026751, 0.0019899, 0.28582, 0.056773, 0.0028591, 2.1083e-05, 2.3648, 0.019626, 8.6679e-06, 0.48508, 0.065827, 1.2737e-05, 0.21626, 0.93138, 0.6628, -0.17982, 0.16211, -6.1706, -1.761, 0.38455, -0.028118, 1.1043, 0.4199, -0.012118, 0.37789, -0.51096, 0.019013, 1.219, 1.0973, 2.0256, 0.64246, 0.44839, 12.652, 8.0627, 0.69835, 0.039035, 10.205, 0.9224, 0.060871, 5.9228, 1.9046, 0.088432, 0.092919, 0.0025425, 0.17161, 0.062478, 0.0075727, 32.737, 8.9172, 0.0090992, 0.0004167, 7.6534, 0.023332, 0.00049226, 2.841, 0.53916, 0.00044529
117, 3, 0.35974, 0.12176, 0.20036, 0.48387, 0.37378, 0.61482, 0.9618, 1.2713, 0.32289, 0.29609, 1.5024, 0.77862, 0.65415, 0.00472, 9.4119, 0.48097, 0.00393, 2.9344, 0.90805, 0.06033, 1.1382, 1.0043, 1.5716, 0.47276, 0.52246, 1.2709, 1.1003, 0.7099, 0.0071971, 6.0668, 1.0934, 0.0035017, 2.5661, 0.51809, 0.048161, 0.98734, 0.97754, 1.3926, 0.39695, 0.43958, 0.92397, 0.80657, 0.60344, -0.00031295, 4.2131, 0.82247, -0.00077027, 1.4656, 0.1764, 0.044438, 1.2891, 1.031, 1.7506, 0.54857, 0.60534, 1.6179, 1.3941, 0.81636, 0.014707, 7.9205, 1.3643, 0.0077737, 3.6666, 0.85977, 0.051885, 0.008415, 0.00026458, 0.011845, 0.0021241, 0.0025387, 0.0445, 0.031897, 0.0041892, 2.0846e-05, 1.27, 0.027128, 6.7453e-06, 0.44763, 0.043151, 5.1235e-06, 0.32344, 0.9201, 0.99968, 0.20405, 0.28394, 0.25617, -3.3812, 0.32296, -0.026673, 1.8543, 0.37388, -0.01622, -0.94391, -0.66402, 0.037452, 1.953, 1.0885, 2.1435, 0.74148, 0.76098, 2.2857, 5.5819, 1.0968, 0.041067, 10.279, 1.8129, 0.023223, 6.0761, 1.7002, 0.05887, 0.24538, 0.0026203, 0.12089, 0.026689, 0.021028, 0.38062, 7.4234, 0.055338, 0.00042401, 6.5586, 0.19135, 0.00014375, 4.5536, 0.51649, 4.2388e-05
113, 2.8571, 0.3592, 0.09246, 0.12559, 1.6927, 0.62444, 0.325, 0.94113, 1.3664, 0.48435, 0.57674, 1.7726, 0.13582, 0.64346, 0.00026, 6.656, 0.42409, 0.00081, 1.9017, 0.77251, 0.04249, 0.98983, 0.99463, 1.2522, 0.34386, 0.47289, 2.1626, 1.6009, 0.65895, 0.011825, 4.4642, 0.67369, 0.0052892, 2.8353, 0.51093, 0.044618, 0.8781, 0.97462, 1.05, 0.28518, 0.41607, 1.7924, 1.3207, 0.59888, 0.004869, 3.1775, 0.51899, 0.0023335, 2.0233, 0.28115, 0.040858, 1.1016, 1.0146, 1.4544, 0.40254, 0.5297, 2.5327, 1.8811, 0.71902, 0.018781, 5.7508, 0.8284, 0.0082448, 3.6474, 0.74071, 0.048379, 0.004614, 0.000148, 0.015107, 0.0012726, 0.001193, 0.050642, 0.029018, 0.0013337, 1.7884e-05, 0.61186, 0.0088458, 3.2289e-06, 0.24372, 0.019515, 5.2269e-06, 0.35361, 0.91233, 0.53384, -0.0090971, 0.071956, -0.36557, -3.3211, 0.46426, -0.023193, 0.46866, 0.36782, -0.01899, -0.86122, -0.64381, 0.0036765, 1.6261, 1.0769, 1.9706, 0.69681, 0.87382, 4.6907, 6.5229, 0.85364, 0.046843, 8.4597, 0.97957, 0.029569, 6.5319, 1.6657, 0.08556, 0.14961, 0.0025037, 0.19075, 0.046045, 0.059414, 2.3624, 8.9543, 0.014011, 0.00045323, 5.9005, 0.034581, 0.00021788, 5.0506, 0.49285, 0.00061956
172, 5.3333, 0.35833, 0.05406, 0.04308, 1.3368, 0.37016, 1.633, 1.081, 1.0542, 0.24966, 0.87643, 5.1546, 6.7792, 0.86043, 0.0225, 1.3707, 0.0227, 0.00683, 1.9686, 0.64833, 0.07126, 1.1924, 0.9881, 1.5522, 0.28794, 0.57526, 1.3946, 1.1825, 0.64956, 0.01332, 7.0459, 0.61016, 0.0049734, 2.8574, 0.55889, 0.057775, 1.0106, 0.96254, 1.3643, 0.19891, 0.50582, 1.0646, 0.94156, 0.53251, 0.005778, 5.1458, 0.32613, 2.6999e-05, 1.8109, 0.24119, 0.054397, 1.3743, 1.0137, 1.74, 0.37698, 0.64471, 1.7245, 1.4234, 0.76662, 0.020863, 8.946, 0.89418, 0.0099198, 3.9039, 0.87659, 0.061153, 0.012223, 0.00024146, 0.013044, 0.00293, 0.0017825, 0.040236, 0.021458, 0.0050644, 2.1025e-05, 1.3344, 0.029816, 9.0433e-06, 0.4048, 0.037306, 4.2171e-06, 0.037427, 0.90428, 0.56201, -0.095796, 0.26416, 0.21891, -0.29641, 0.23814, -0.022131, 2.8129, 0.14226, -0.028113, 0.31488, -0.61651, 0.037584, 2.3474, 1.0719, 2.5423, 0.67168, 0.88636, 2.5702, 2.6614, 1.061, 0.048771, 11.279, 1.078, 0.03806, 5.3999, 1.7343, 0.077965, 0.49308, 0.0025972, 0.36238, 0.054427, 0.035773, 0.51087, 0.80841, 0.062566, 0.00046451, 6.6231, 0.080917, 0.00040462, 2.3893, 0.51064, 0.00015067
55, 3, 0.35826, 0.12126, 0.10019, 0.48387, 0.34299, 1.1867, 1.0262, 0.74933, 0.33302, 0.44337, 1.2119, 0.59746, 0.73741, 0.0002, 6.5387, 0.99824, 0.00394, 2.4298, 0.68129, 0.07193, 1.0796, 0.97544, 1.643, 0.34456, 0.48968, 1.3601, 1.1272, 0.65821, 0.0065776, 5.4223, 0.47715, 0.001537, 2.762, 0.39354, 0.046405, 0.90943, 0.95036, 1.4639, 0.26836, 0.41204, 0.96926, 0.81589, 0.56048, -0.0010297, 3.7021, 0.23908, -0.003015, 1.8021, 0.028107, 0.042072, 1.2497, 1.0005, 1.822, 0.42077, 0.56733, 1.7509, 1.4385, 0.75594, 0.014185, 7.1425, 0.71521, 0.006089, 3.722, 0.75897, 0.050738, 0.010699, 0.00023244, 0.011852, 0.0021465, 0.0022281, 0.056453, 0.035823, 0.0035301, 2.139e-05, 1.0937, 0.020948, 7.6585e-06, 0.34061, 0.049358, 6.9388e-06, 0.25029, 0.89176, 1.0719, -0.030271, 0.25636, 0.32939, -3.3841, 0.28215, -0.028183, 1.2669, -0.17889, -0.018368, -0.70345, -0.79565, 0.035488, 1.9088, 1.0591, 2.214, 0.7194, 0.72301, 2.3908, 5.6385, 1.0343, 0.041338, 9.5778, 1.1332, 0.021442, 6.2275, 1.5827, 0.057322, 0.25418, 0.0025881, 0.12055, 0.051931, 0.020122, 0.39264, 7.5223, 0.05227, 0.0004466, 6.3823, 0.15907, 0.00014644, 4.4389, 0.52269, 4.4053e-05
61, 2, 0.35798, 0.27635, 0.89973, 1.3333, 0.32515, 1.5782, 1.0085, 1.2003, 0.29945, 0.58438, 0.19657, 0.16131, 0.60496, 0.00139, 3.3053, 0.65189, 0.02433, 8.7087, 0.33442, 0.06448, 1.2161, 1.0074, 1.4036, 0.40554, 0.38213, 1.262, 4.2395, 0.72623, 0.0072024, 4.4266, 0.76236, 0.011855, 3.6401, 1.4197, 0.044337, 0.85699, 0.95607, 1.1325, 0.18212, 0.18233, 0.3116, 3.4146, 0.51599, -0.001471, 0.825, 0.32694, -0.0038484, 1.3196, 0.24082, 0.031979, 1.5751, 1.0587, 1.6747, 0.62895, 0.58193, 2.2124, 5.0644, 0.93647, 0.015876, 8.0282, 1.1978, 0.027559, 5.9606, 2.5986, 0.056696, 0.047654, 0.00097286, 0.027163, 0.018449, 0.014755, 0.33385, 0.2515, 0.016337, 2.7805e-05, 4.7944, 0.070077, 9.1149e-05, 1.9902, 0.51369, 5.6451e-05, 0.50759, 0.91248, 0.46086, 0.090828, 0.073925, -0.84077, 0.036973, 0.33746, -0.021992, -0.79644, -0.14812, -0.0098231, 0.076684, -0.21443, 0.016019, 1.9245, 1.1023, 2.3463, 0.72025, 0.69034, 3.3647, 8.4421, 1.115, 0.036397, 9.6496, 1.6728, 0.033534, 7.2035, 3.0539, 0.072656, 0.18552, 0.0033286, 0.32847, 0.036607, 0.03511, 1.6343, 6.5279, 0.055865, 0.00031503, 10.083, 0.3064, 0.0001737, 4.6933, 0.98702, 0.00029641
72, 2, 0.35621, 0.05167, 0.18994, 1, 0.8647, 1.7308, 1.0679, 0.67742, 0.41156, 0.36763, 1.0482, 0.64669, 0.62777, 0.00068, 8.7882, 0.40591, 0.00708, 3.1943, 0.37958, 0.03473, 0.77742, 1.0106, 1.3184, 0.46659, 0.41441, 3.7395, 1.9292, 0.65246, 0.0073676, 5.7029, 0.84706, 0.0098177, 3.108, 0.74792, 0.057146, 0.65535, 0.98697, 1.067, 0.40199, 0.34403, 3.2891, 1.6025, 0.56239, -0.00014054, 4.0232, 0.54612, 0.0060218, 2.0328, 0.48534, 0.053146, 0.89949, 1.0342, 1.5699, 0.53119, 0.4848, 4.19, 2.2559, 0.74254, 0.014876, 7.3825, 1.148, 0.013614, 4.1832, 1.0105, 0.061147, 0.0055076, 0.00020632, 0.023369, 0.0015425, 0.0018311, 0.074997, 0.039453, 0.0029987, 2.0836e-05, 1.0428, 0.033473, 5.3257e-06, 0.42728, 0.025483, 5.9157e-06, -0.31456, 0.92734, 0.63609, 0.19353, 0.24792, 2.1291, -3.7147, 0.50972, -0.028969, 1.5641, 0.28029, -0.02416, 0.2233, -0.41379, 0.045732, 1.8694, 1.0939, 2.0007, 0.73964, 0.58091, 5.3499, 7.573, 0.7952, 0.043704, 9.8417, 1.4138, 0.043795, 5.9928, 1.9096, 0.068561, 0.44073, 0.002562, 0.17208, 0.027558, 0.010246, 0.95855, 11.773, 0.0075308, 0.00048802, 6.3314, 0.11873, 0.00042671, 3.0758, 0.49882, 4.8158e-05
169, 3.8279, 0.35472, 0.05462, 0.23244, 2.3056, 0.7296, 0.67293, 1.0977, 0.69351, 0.47225, 0.42841, 1.6964, 0.74409, 0.6449, 3e-05, 4.0468, 1.9794, 0.00481, 2.0599, 0.74043, 0.03786, 1.1172, 1.0176, 1.2774, 0.55627, 0.53291, 2.2021, 1.8202, 0.7345, 0.0088732, 4.4543, 1.1338, 0.0093336, 2.9806, 0.99951, 0.050011, 1.0101, 0.9929, 1.0431, 0.48673, 0.45382, 1.6225, 1.5764, 0.65247, 0.0015171, 2.3727, 0.86052, 0.005594, 1.8824, 0.74022, 0.044509, 1.2242, 1.0424, 1.5116, 0.62581, 0.61201, 2.7817, 2.0639, 0.81653, 0.016229, 6.536, 1.407, 0.013073, 4.0788, 1.2588, 0.055513, 0.0042326, 0.00022615, 0.020287, 0.0017873, 0.0023123, 0.12417, 0.021956, 0.0024873, 2.0001e-05, 1.6017, 0.027594, 5.1689e-06, 0.44577, 0.024849, 1.1189e-05, 0.78761, 0.93405, 0.54508, 0.31956, 0.27583, -1.8162, -1.2344, 0.60817, -0.029313, 0.13671, 0.79116, -0.024354, 0.28188, -0.16147, 0.026275, 1.4467, 1.1012, 2.0097, 0.79297, 0.78999, 6.2205, 4.8747, 0.86083, 0.04706, 8.772, 1.4764, 0.043021, 5.6794, 2.1605, 0.073747, 0.040141, 0.0025818, 0.1982, 0.020709, 0.024428, 5.9681, 3.4486, 0.0058986, 0.00053897, 6.8903, 0.043383, 0.00041945, 2.692, 0.49818, 0.00020824
143, 2, 0.35329, 0.12544, 0.20759, 0.78652, 0.498, 0.26529, 1.0591, 1.8561, 0.25017, 0.10517, 2.8836, 2.3685, 0.71813, 0.00015, 3.775, 0.07673, 0.00094, 1.697, 1.6013, 0.03549, 1.0026, 0.98975, 1.3682, 0.50187, 0.43561, 1.5783, 1.1134, 0.67599, 0.011844, 7.2256, 0.93891, 0.0027942, 3.0956, 0.56738, 0.041148, 0.8426, 0.96181, 1.1815, 0.42668, 0.3485, 1.2085, 0.78557, 0.57743, 0.004611, 5.4441, 0.62638, -0.0011742, 1.9698, 0.27365, 0.037437, 1.1625, 1.0177, 1.555, 0.57707, 0.52272, 1.9482, 1.4413, 0.77454, 0.019076, 9.0071, 1.2514, 0.0067625, 4.2215, 0.86111, 0.044858, 0.0094571, 0.00028855, 0.012895, 0.0020898, 0.0028047, 0.050559, 0.039733, 0.00359, 1.9335e-05, 1.173, 0.036103, 5.8206e-06, 0.46846, 0.031889, 5.0875e-06, 0.026908, 0.90517, 0.96804, 0.24768, 0.16275, 0.23231, -4.2909, 0.34536, -0.024946, 3.0444, 0.29874, -0.016633, 0.20711, -0.60177, 0.032221, 1.9782, 1.0743, 1.7685, 0.75606, 0.70847, 2.9244, 6.5178, 1.0066, 0.048634, 11.407, 1.5791, 0.022221, 5.9842, 1.7365, 0.050074, 0.35183, 0.0026442, 0.059201, 0.023882, 0.027518, 0.66965, 10.795, 0.040404, 0.00050027, 6.4616, 0.15147, 0.0001395, 3.0839, 0.50522, 2.9454e-05
186, 8, 0.34793, 0.07308, 0.09056, 0.66146, 0.20229, 0.56553, 0.92462, 1.7693, 0.15235, 0.75344, 1.505, 0.2519, 0.91029, 0.0322, 6.417, 0.18183, 0.00236, 2.0135, 0.77326, 0.06822, 1.1046, 1.0064, 1.624, 0.33731, 0.58273, 2.0618, 1.2762, 0.74845, 0.011482, 4.391, 0.60781, 0.0064943, 3.2655, 0.95822, 0.059428, 0.80528, 0.97454, 1.4087, 0.2241, 0.43079, 1.3643, 0.92998, 0.6055, 0.0035128, 1.8261, 0.19798, -0.0011922, 2.0233, 0.35275, 0.050916, 1.4039, 1.0383, 1.8393, 0.45052, 0.73467, 2.7593, 1.6223, 0.8914, 0.019452, 6.956, 1.0176, 0.014181, 4.5077, 1.5637, 0.06794, 0.03311, 0.00037618, 0.01713, 0.0047373, 0.0085327, 0.17983, 0.044295, 0.0075529, 2.3476e-05, 2.4316, 0.06208, 2.1837e-05, 0.57037, 0.1355, 2.678e-05, 0.15088, 0.92047, 1.1654, -0.0093821, 0.37477, 0.93979, 0.24598, 0.42413, -0.024668, -0.17924, -0.18481, -0.021115, 0.37004, -0.32522, 0.047839, 2.0583, 1.0924, 2.0826, 0.684, 0.7907, 3.1838, 2.3063, 1.0728, 0.047633, 8.9613, 1.4004, 0.034104, 6.161, 2.2417, 0.071018, 0.33618, 0.0027319, 0.077736, 0.044425, 0.015985, 0.46532, 0.39226, 0.038875, 0.00048303, 7.7202, 0.23221, 0.00028175, 3.0987, 0.60883, 4.9646e-05
